survival_type,period,sex,age_group,years_since_dx,subtype,survival_pct,ci_lower,ci_upper
Relative,2012–2016,persons,5–14,1,hodgkin,1,0.979,1
Relative,2012–2016,persons,15–24,1,hodgkin,0.997,0.9890000000000002,1
Relative,2012–2016,persons,25–34,1,hodgkin,0.999,0.9890000000000002,1
Relative,2012–2016,persons,35–44,1,hodgkin,0.972,0.951,0.9840000000000002
Relative,2012–2016,persons,45–54,1,hodgkin,0.975,0.953,0.9880000000000002
Relative,2012–2016,persons,55–64,1,hodgkin,0.912,0.875,0.939
Relative,2012–2016,persons,65–74,1,hodgkin,0.839,0.794,0.876
Relative,2012–2016,persons,75–84,1,hodgkin,0.675,0.607,0.736
Relative,2012–2016,persons,85+,1,hodgkin,0.493,0.37,0.609
Relative,2012–2016,persons,5–14,2,hodgkin,1,0.979,1
Relative,2012–2016,persons,15–24,2,hodgkin,0.9920000000000002,0.981,0.997
Relative,2012–2016,persons,25–34,2,hodgkin,0.99,0.977,0.996
Relative,2012–2016,persons,35–44,2,hodgkin,0.961,0.938,0.976
Relative,2012–2016,persons,45–54,2,hodgkin,0.959,0.933,0.977
Relative,2012–2016,persons,55–64,2,hodgkin,0.893,0.853,0.924
Relative,2012–2016,persons,65–74,2,hodgkin,0.762,0.71,0.806
Relative,2012–2016,persons,75–84,2,hodgkin,0.596,0.524,0.664
Relative,2012–2016,persons,85+,2,hodgkin,0.345,0.224,0.477
Relative,2012–2016,persons,5–14,3,hodgkin,1,0.978,1
Relative,2012–2016,persons,15–24,3,hodgkin,0.983,0.97,0.9910000000000002
Relative,2012–2016,persons,25–34,3,hodgkin,0.9850000000000002,0.971,0.993
Relative,2012–2016,persons,35–44,3,hodgkin,0.956,0.931,0.972
Relative,2012–2016,persons,45–54,3,hodgkin,0.951,0.922,0.971
Relative,2012–2016,persons,55–64,3,hodgkin,0.859,0.814,0.894
Relative,2012–2016,persons,65–74,3,hodgkin,0.749,0.695,0.796
Relative,2012–2016,persons,75–84,3,hodgkin,0.573,0.497,0.645
Relative,2012–2016,persons,85+,3,hodgkin,0.225,0.116,0.367
Relative,2012–2016,persons,5–14,4,hodgkin,1.001,0.978,1.001
Relative,2012–2016,persons,15–24,4,hodgkin,0.97,0.953,0.981
Relative,2012–2016,persons,25–34,4,hodgkin,0.983,0.968,0.9910000000000002
Relative,2012–2016,persons,35–44,4,hodgkin,0.957,0.932,0.973
Relative,2012–2016,persons,45–54,4,hodgkin,0.925,0.891,0.95
Relative,2012–2016,persons,55–64,4,hodgkin,0.843,0.796,0.881
Relative,2012–2016,persons,65–74,4,hodgkin,0.724,0.667,0.774
Relative,2012–2016,persons,75–84,4,hodgkin,0.513,0.433,0.59
Relative,2012–2016,persons,85+,4,hodgkin,0.184,0.082,0.334
Relative,2012–2016,persons,5–14,5,hodgkin,1.001,0.978,1.001
Relative,2012–2016,persons,15–24,5,hodgkin,0.967,0.949,0.979
Relative,2012–2016,persons,25–34,5,hodgkin,0.981,0.966,0.99
Relative,2012–2016,persons,35–44,5,hodgkin,0.953,0.927,0.971
Relative,2012–2016,persons,45–54,5,hodgkin,0.91,0.872,0.937
Relative,2012–2016,persons,55–64,5,hodgkin,0.833,0.784,0.873
Relative,2012–2016,persons,65–74,5,hodgkin,0.711,0.652,0.764
Relative,2012–2016,persons,75–84,5,hodgkin,0.456,0.374,0.538
Relative,2012–2016,persons,85+,5,hodgkin,0.188,0.077,0.36
Relative,2017–2021,females,5–14,1,hodgkin,1,0.959,1
Relative,2017–2021,females,15–24,1,hodgkin,0.9910000000000002,0.973,0.997
Relative,2017–2021,females,25–34,1,hodgkin,1,0.9920000000000002,1
Relative,2017–2021,females,35–44,1,hodgkin,1.001,0.9860000000000002,1.001
Relative,2017–2021,females,45–54,1,hodgkin,0.978,0.931,0.994
Relative,2017–2021,females,55–64,1,hodgkin,0.94,0.885,0.97
Relative,2017–2021,females,65–74,1,hodgkin,0.856,0.788,0.905
Relative,2017–2021,females,75–84,1,hodgkin,0.715,0.626,0.788
Relative,2017–2021,females,85+,1,hodgkin,0.609,0.453,0.743
Relative,2017–2021,females,5–14,2,hodgkin,1,0.959,1
Relative,2017–2021,females,15–24,2,hodgkin,0.9920000000000002,0.973,0.998
Relative,2017–2021,females,25–34,2,hodgkin,1.001,0.9920000000000002,1.001
Relative,2017–2021,females,35–44,2,hodgkin,0.997,0.968,1.001
Relative,2017–2021,females,45–54,2,hodgkin,0.964,0.91,0.9870000000000002
Relative,2017–2021,females,55–64,2,hodgkin,0.936,0.879,0.969
Relative,2017–2021,females,65–74,2,hodgkin,0.814,0.739,0.872
Relative,2017–2021,females,75–84,2,hodgkin,0.679,0.585,0.759
Relative,2017–2021,females,85+,2,hodgkin,0.382,0.233,0.542
Relative,2017–2021,females,5–14,3,hodgkin,1,0.957,1
Relative,2017–2021,females,15–24,3,hodgkin,0.9860000000000002,0.966,0.995
Relative,2017–2021,females,25–34,3,hodgkin,0.998,0.98,1.001
Relative,2017–2021,females,35–44,3,hodgkin,0.9880000000000002,0.958,0.998
Relative,2017–2021,females,45–54,3,hodgkin,0.966,0.912,0.9890000000000002
Relative,2017–2021,females,55–64,3,hodgkin,0.925,0.863,0.962
Relative,2017–2021,females,65–74,3,hodgkin,0.782,0.703,0.845
Relative,2017–2021,females,75–84,3,hodgkin,0.655,0.555,0.742
Relative,2017–2021,females,85+,3,hodgkin,NA,NA,NA
Relative,2017–2021,females,5–14,4,hodgkin,0.982,0.876,0.998
Relative,2017–2021,females,15–24,4,hodgkin,0.983,0.962,0.993
Relative,2017–2021,females,25–34,4,hodgkin,0.9920000000000002,0.974,0.999
Relative,2017–2021,females,35–44,4,hodgkin,0.9840000000000002,0.952,0.996
Relative,2017–2021,females,45–54,4,hodgkin,0.954,0.898,0.982
Relative,2017–2021,females,55–64,4,hodgkin,0.906,0.839,0.949
Relative,2017–2021,females,65–74,4,hodgkin,0.737,0.654,0.806
Relative,2017–2021,females,75–84,4,hodgkin,0.62,0.512,0.717
Relative,2017–2021,females,85+,4,hodgkin,NA,NA,NA
Relative,2017–2021,females,5–14,5,hodgkin,0.982,0.877,0.998
Relative,2017–2021,females,15–24,5,hodgkin,0.9840000000000002,0.962,0.993
Relative,2017–2021,females,25–34,5,hodgkin,0.99,0.97,0.997
Relative,2017–2021,females,35–44,5,hodgkin,0.9850000000000002,0.953,0.997
Relative,2017–2021,females,45–54,5,hodgkin,0.949,0.891,0.979
Relative,2017–2021,females,55–64,5,hodgkin,0.895,0.825,0.942
Relative,2017–2021,females,65–74,5,hodgkin,0.704,0.617,0.777
Relative,2017–2021,females,75–84,5,hodgkin,0.609,0.494,0.715
Relative,2017–2021,females,85+,5,hodgkin,NA,NA,NA
Relative,2017–2021,males,5–14,1,hodgkin,1,0.965,1
Relative,2017–2021,males,15–24,1,hodgkin,1.001,0.9920000000000002,1.001
Relative,2017–2021,males,25–34,1,hodgkin,0.998,0.98,1
Relative,2017–2021,males,35–44,1,hodgkin,0.9860000000000002,0.961,0.995
Relative,2017–2021,males,45–54,1,hodgkin,0.961,0.926,0.98
Relative,2017–2021,males,55–64,1,hodgkin,0.959,0.925,0.979
Relative,2017–2021,males,65–74,1,hodgkin,0.85,0.8,0.89
Relative,2017–2021,males,75–84,1,hodgkin,0.688,0.608,0.758
Relative,2017–2021,males,85+,1,hodgkin,0.518,0.36,0.664
Relative,2017–2021,males,5–14,2,hodgkin,1,0.963,1
Relative,2017–2021,males,15–24,2,hodgkin,0.998,0.98,1.001
Relative,2017–2021,males,25–34,2,hodgkin,0.99,0.97,0.997
Relative,2017–2021,males,35–44,2,hodgkin,0.979,0.951,0.9920000000000002
Relative,2017–2021,males,45–54,2,hodgkin,0.955,0.918,0.977
Relative,2017–2021,males,55–64,2,hodgkin,0.94,0.9,0.967
Relative,2017–2021,males,65–74,2,hodgkin,0.791,0.733,0.839
Relative,2017–2021,males,75–84,2,hodgkin,0.601,0.514,0.68
Relative,2017–2021,males,85+,2,hodgkin,NA,NA,NA
Relative,2017–2021,males,5–14,3,hodgkin,1,0.963,1
Relative,2017–2021,males,15–24,3,hodgkin,0.996,0.978,1
Relative,2017–2021,males,25–34,3,hodgkin,0.99,0.971,0.998
Relative,2017–2021,males,35–44,3,hodgkin,0.96,0.925,0.979
Relative,2017–2021,males,45–54,3,hodgkin,0.937,0.895,0.963
Relative,2017–2021,males,55–64,3,hodgkin,0.915,0.868,0.948
Relative,2017–2021,males,65–74,3,hodgkin,0.757,0.694,0.81
Relative,2017–2021,males,75–84,3,hodgkin,0.592,0.501,0.677
Relative,2017–2021,males,85+,3,hodgkin,NA,NA,NA
Relative,2017–2021,males,5–14,4,hodgkin,1.001,0.964,1.001
Relative,2017–2021,males,15–24,4,hodgkin,0.993,0.974,0.999
Relative,2017–2021,males,25–34,4,hodgkin,0.9850000000000002,0.963,0.995
Relative,2017–2021,males,35–44,4,hodgkin,0.957,0.921,0.978
Relative,2017–2021,males,45–54,4,hodgkin,0.932,0.888,0.96
Relative,2017–2021,males,55–64,4,hodgkin,0.902,0.851,0.939
Relative,2017–2021,males,65–74,4,hodgkin,0.724,0.658,0.782
Relative,2017–2021,males,75–84,4,hodgkin,0.589,0.492,0.68
Relative,2017–2021,males,85+,4,hodgkin,NA,NA,NA
Relative,2017–2021,males,5–14,5,hodgkin,1.001,0.965,1.001
Relative,2017–2021,males,15–24,5,hodgkin,0.9910000000000002,0.971,0.998
Relative,2017–2021,males,25–34,5,hodgkin,0.98,0.956,0.9920000000000002
Relative,2017–2021,males,35–44,5,hodgkin,0.959,0.923,0.98
Relative,2017–2021,males,45–54,5,hodgkin,0.918,0.871,0.95
Relative,2017–2021,males,55–64,5,hodgkin,0.874,0.817,0.917
Relative,2017–2021,males,65–74,5,hodgkin,0.695,0.625,0.758
Relative,2017–2021,males,75–84,5,hodgkin,0.577,0.475,0.675
Relative,2017–2021,males,85+,5,hodgkin,NA,NA,NA
Relative,2017–2021,persons,5–14,1,hodgkin,1,0.981,1
Relative,2017–2021,persons,15–24,1,hodgkin,0.996,0.9870000000000002,0.999
Relative,2017–2021,persons,25–34,1,hodgkin,0.999,0.99,1
Relative,2017–2021,persons,35–44,1,hodgkin,0.9920000000000002,0.978,0.998
Relative,2017–2021,persons,45–54,1,hodgkin,0.967,0.942,0.982
Relative,2017–2021,persons,55–64,1,hodgkin,0.952,0.925,0.971
Relative,2017–2021,persons,65–74,1,hodgkin,0.852,0.813,0.885
Relative,2017–2021,persons,75–84,1,hodgkin,0.7,0.642,0.752
Relative,2017–2021,persons,85+,1,hodgkin,0.565,0.455,0.667
Relative,2017–2021,persons,5–14,2,hodgkin,1,0.98,1
Relative,2017–2021,persons,15–24,2,hodgkin,0.995,0.9850000000000002,0.999
Relative,2017–2021,persons,25–34,2,hodgkin,0.995,0.9850000000000002,0.999
Relative,2017–2021,persons,35–44,2,hodgkin,0.9870000000000002,0.971,0.995
Relative,2017–2021,persons,45–54,2,hodgkin,0.958,0.931,0.976
Relative,2017–2021,persons,55–64,2,hodgkin,0.939,0.908,0.961
Relative,2017–2021,persons,65–74,2,hodgkin,0.799,0.754,0.837
Relative,2017–2021,persons,75–84,2,hodgkin,0.636,0.572,0.694
Relative,2017–2021,persons,85+,2,hodgkin,0.341,0.237,0.454
Relative,2017–2021,persons,5–14,3,hodgkin,1,0.98,1
Relative,2017–2021,persons,15–24,3,hodgkin,0.9910000000000002,0.979,0.996
Relative,2017–2021,persons,25–34,3,hodgkin,0.994,0.9840000000000002,0.999
Relative,2017–2021,persons,35–44,3,hodgkin,0.972,0.952,0.9850000000000002
Relative,2017–2021,persons,45–54,3,hodgkin,0.947,0.917,0.967
Relative,2017–2021,persons,55–64,3,hodgkin,0.919,0.883,0.945
Relative,2017–2021,persons,65–74,3,hodgkin,0.766,0.718,0.808
Relative,2017–2021,persons,75–84,3,hodgkin,0.62,0.554,0.683
Relative,2017–2021,persons,85+,3,hodgkin,0.298,0.194,0.418
Relative,2017–2021,persons,5–14,4,hodgkin,0.993,0.95,1
Relative,2017–2021,persons,15–24,4,hodgkin,0.9880000000000002,0.976,0.995
Relative,2017–2021,persons,25–34,4,hodgkin,0.9890000000000002,0.977,0.995
Relative,2017–2021,persons,35–44,4,hodgkin,0.969,0.947,0.983
Relative,2017–2021,persons,45–54,4,hodgkin,0.939,0.907,0.962
Relative,2017–2021,persons,55–64,4,hodgkin,0.904,0.865,0.933
Relative,2017–2021,persons,65–74,4,hodgkin,0.728,0.677,0.774
Relative,2017–2021,persons,75–84,4,hodgkin,0.604,0.533,0.672
Relative,2017–2021,persons,85+,4,hodgkin,0.276,0.169,0.405
Relative,2017–2021,persons,5–14,5,hodgkin,0.994,0.95,1
Relative,2017–2021,persons,15–24,5,hodgkin,0.9870000000000002,0.975,0.994
Relative,2017–2021,persons,25–34,5,hodgkin,0.9850000000000002,0.971,0.993
Relative,2017–2021,persons,35–44,5,hodgkin,0.97,0.949,0.9840000000000002
Relative,2017–2021,persons,45–54,5,hodgkin,0.929,0.895,0.953
Relative,2017–2021,persons,55–64,5,hodgkin,0.882,0.84,0.916
Relative,2017–2021,persons,65–74,5,hodgkin,0.698,0.644,0.746
Relative,2017–2021,persons,75–84,5,hodgkin,0.593,0.517,0.666
Relative,2017–2021,persons,85+,5,hodgkin,0.277,0.162,0.421
Observed,2007–2011,females,5–14,1,nhl,0.945,0.84,0.982
Observed,2007–2011,females,15–24,1,nhl,0.99,0.931,0.999
Observed,2007–2011,females,25–34,1,nhl,0.973,0.936,0.9890000000000002
Observed,2007–2011,females,35–44,1,nhl,0.946,0.922,0.962
Observed,2007–2011,females,45–54,1,nhl,0.945,0.93,0.958
Observed,2007–2011,females,55–64,1,nhl,0.935,0.922,0.945
Observed,2007–2011,females,65–74,1,nhl,0.863,0.848,0.878
Observed,2007–2011,females,75–84,1,nhl,0.687,0.667,0.706
Observed,2007–2011,females,85+,1,nhl,0.43,0.397,0.463
Observed,2007–2011,females,5–14,2,nhl,0.906,0.788,0.96
Observed,2007–2011,females,15–24,2,nhl,0.949,0.882,0.978
Observed,2007–2011,females,25–34,2,nhl,0.956,0.913,0.978
Observed,2007–2011,females,35–44,2,nhl,0.919,0.891,0.939
Observed,2007–2011,females,45–54,2,nhl,0.916,0.898,0.931
Observed,2007–2011,females,55–64,2,nhl,0.894,0.879,0.908
Observed,2007–2011,females,65–74,2,nhl,0.816,0.799,0.832
Observed,2007–2011,females,75–84,2,nhl,0.607,0.586,0.628
Observed,2007–2011,females,85+,2,nhl,0.325,0.295,0.355
Observed,2007–2011,females,5–14,3,nhl,0.906,0.788,0.96
Observed,2007–2011,females,15–24,3,nhl,0.949,0.882,0.978
Observed,2007–2011,females,25–34,3,nhl,0.95,0.906,0.974
Observed,2007–2011,females,35–44,3,nhl,0.917,0.889,0.937
Observed,2007–2011,females,45–54,3,nhl,0.897,0.877,0.914
Observed,2007–2011,females,55–64,3,nhl,0.871,0.855,0.886
Observed,2007–2011,females,65–74,3,nhl,0.774,0.755,0.791
Observed,2007–2011,females,75–84,3,nhl,0.55,0.529,0.571
Observed,2007–2011,females,85+,3,nhl,0.261,0.233,0.29
Observed,2007–2011,females,5–14,4,nhl,0.906,0.788,0.96
Observed,2007–2011,females,15–24,4,nhl,0.938,0.868,0.972
Observed,2007–2011,females,25–34,4,nhl,0.944,0.898,0.97
Observed,2007–2011,females,35–44,4,nhl,0.91,0.882,0.932
Observed,2007–2011,females,45–54,4,nhl,0.885,0.864,0.902
Observed,2007–2011,females,55–64,4,nhl,0.846,0.829,0.862
Observed,2007–2011,females,65–74,4,nhl,0.732,0.712,0.751
Observed,2007–2011,females,75–84,4,nhl,0.495,0.474,0.516
Observed,2007–2011,females,85+,4,nhl,0.197,0.172,0.224
Observed,2007–2011,females,5–14,5,nhl,0.875,0.738,0.943
Observed,2007–2011,females,15–24,5,nhl,0.938,0.868,0.972
Observed,2007–2011,females,25–34,5,nhl,0.933,0.885,0.961
Observed,2007–2011,females,35–44,5,nhl,0.901,0.872,0.924
Observed,2007–2011,females,45–54,5,nhl,0.872,0.85,0.89
Observed,2007–2011,females,55–64,5,nhl,0.824,0.806,0.841
Observed,2007–2011,females,65–74,5,nhl,0.704,0.683,0.723
Observed,2007–2011,females,75–84,5,nhl,0.44,0.419,0.461
Observed,2007–2011,females,85+,5,nhl,0.158,0.135,0.183
Observed,2007–2011,males,5–14,1,nhl,0.968,0.918,0.9880000000000002
Observed,2007–2011,males,15–24,1,nhl,0.929,0.875,0.96
Observed,2007–2011,males,25–34,1,nhl,0.913,0.877,0.939
Observed,2007–2011,males,35–44,1,nhl,0.94,0.919,0.956
Observed,2007–2011,males,45–54,1,nhl,0.915,0.899,0.928
Observed,2007–2011,males,55–64,1,nhl,0.905,0.893,0.916
Observed,2007–2011,males,65–74,1,nhl,0.834,0.82,0.847
Observed,2007–2011,males,75–84,1,nhl,0.698,0.68,0.716
Observed,2007–2011,males,85+,1,nhl,0.448,0.411,0.484
Observed,2007–2011,males,5–14,2,nhl,0.928,0.867,0.962
Observed,2007–2011,males,15–24,2,nhl,0.899,0.841,0.937
Observed,2007–2011,males,25–34,2,nhl,0.881,0.84,0.912
Observed,2007–2011,males,35–44,2,nhl,0.899,0.873,0.92
Observed,2007–2011,males,45–54,2,nhl,0.873,0.855,0.889
Observed,2007–2011,males,55–64,2,nhl,0.841,0.827,0.855
Observed,2007–2011,males,65–74,2,nhl,0.761,0.744,0.776
Observed,2007–2011,males,75–84,2,nhl,0.59,0.57,0.609
Observed,2007–2011,males,85+,2,nhl,0.344,0.309,0.379
Observed,2007–2011,males,5–14,3,nhl,0.913,0.848,0.951
Observed,2007–2011,males,15–24,3,nhl,0.887,0.827,0.928
Observed,2007–2011,males,25–34,3,nhl,0.868,0.825,0.901
Observed,2007–2011,males,35–44,3,nhl,0.882,0.855,0.905
Observed,2007–2011,males,45–54,3,nhl,0.856,0.837,0.873
Observed,2007–2011,males,55–64,3,nhl,0.809,0.793,0.824
Observed,2007–2011,males,65–74,3,nhl,0.712,0.695,0.729
Observed,2007–2011,males,75–84,3,nhl,0.518,0.498,0.537
Observed,2007–2011,males,85+,3,nhl,0.281,0.248,0.315
Observed,2007–2011,males,5–14,4,nhl,0.913,0.848,0.951
Observed,2007–2011,males,15–24,4,nhl,0.882,0.821,0.923
Observed,2007–2011,males,25–34,4,nhl,0.85,0.806,0.886
Observed,2007–2011,males,35–44,4,nhl,0.873,0.846,0.897
Observed,2007–2011,males,45–54,4,nhl,0.832,0.811,0.85
Observed,2007–2011,males,55–64,4,nhl,0.778,0.761,0.794
Observed,2007–2011,males,65–74,4,nhl,0.667,0.649,0.684
Observed,2007–2011,males,75–84,4,nhl,0.455,0.435,0.475
Observed,2007–2011,males,85+,4,nhl,0.204,0.173,0.236
Observed,2007–2011,males,5–14,5,nhl,0.913,0.848,0.951
Observed,2007–2011,males,15–24,5,nhl,0.882,0.821,0.923
Observed,2007–2011,males,25–34,5,nhl,0.847,0.802,0.883
Observed,2007–2011,males,35–44,5,nhl,0.865,0.836,0.889
Observed,2007–2011,males,45–54,5,nhl,0.816,0.795,0.835
Observed,2007–2011,males,55–64,5,nhl,0.745,0.727,0.762
Observed,2007–2011,males,65–74,5,nhl,0.628,0.609,0.646
Observed,2007–2011,males,75–84,5,nhl,0.395,0.375,0.414
Observed,2007–2011,males,85+,5,nhl,0.153,0.124,0.184
Observed,2007–2021,females,5–14,1,nhl,0.921,0.866,0.955
Observed,2007–2021,females,15–24,1,nhl,0.962,0.933,0.979
Observed,2007–2021,females,25–34,1,nhl,0.966,0.949,0.978
Observed,2007–2021,females,35–44,1,nhl,0.96,0.948,0.968
Observed,2007–2021,females,45–54,1,nhl,0.951,0.943,0.958
Observed,2007–2021,females,55–64,1,nhl,0.938,0.932,0.944
Observed,2007–2021,females,65–74,1,nhl,0.89,0.883,0.897
Observed,2007–2021,females,75–84,1,nhl,0.751,0.741,0.76
Observed,2007–2021,females,85+,1,nhl,0.52,0.503,0.537
Observed,2007–2021,females,5–14,2,nhl,0.887,0.824,0.928
Observed,2007–2021,females,15–24,2,nhl,0.939,0.904,0.961
Observed,2007–2021,females,25–34,2,nhl,0.944,0.923,0.959
Observed,2007–2021,females,35–44,2,nhl,0.937,0.924,0.949
Observed,2007–2021,females,45–54,2,nhl,0.928,0.918,0.936
Observed,2007–2021,females,55–64,2,nhl,0.905,0.897,0.912
Observed,2007–2021,females,65–74,2,nhl,0.844,0.836,0.852
Observed,2007–2021,females,75–84,2,nhl,0.673,0.662,0.684
Observed,2007–2021,females,85+,2,nhl,0.41,0.393,0.426
Observed,2007–2021,females,5–14,3,nhl,0.887,0.824,0.928
Observed,2007–2021,females,15–24,3,nhl,0.932,0.896,0.956
Observed,2007–2021,females,25–34,3,nhl,0.939,0.918,0.955
Observed,2007–2021,females,35–44,3,nhl,0.926,0.911,0.938
Observed,2007–2021,females,45–54,3,nhl,0.912,0.902,0.921
Observed,2007–2021,females,55–64,3,nhl,0.884,0.875,0.891
Observed,2007–2021,females,65–74,3,nhl,0.807,0.798,0.815
Observed,2007–2021,females,75–84,3,nhl,0.617,0.605,0.628
Observed,2007–2021,females,85+,3,nhl,0.335,0.319,0.351
Observed,2007–2021,females,5–14,4,nhl,0.887,0.824,0.928
Observed,2007–2021,females,15–24,4,nhl,0.929,0.893,0.953
Observed,2007–2021,females,25–34,4,nhl,0.936,0.914,0.953
Observed,2007–2021,females,35–44,4,nhl,0.92,0.905,0.932
Observed,2007–2021,females,45–54,4,nhl,0.898,0.887,0.908
Observed,2007–2021,females,55–64,4,nhl,0.866,0.858,0.875
Observed,2007–2021,females,65–74,4,nhl,0.776,0.767,0.785
Observed,2007–2021,females,75–84,4,nhl,0.567,0.555,0.578
Observed,2007–2021,females,85+,4,nhl,0.275,0.26,0.29
Observed,2007–2021,females,5–14,5,nhl,0.879,0.814,0.922
Observed,2007–2021,females,15–24,5,nhl,0.929,0.893,0.953
Observed,2007–2021,females,25–34,5,nhl,0.931,0.909,0.948
Observed,2007–2021,females,35–44,5,nhl,0.911,0.895,0.924
Observed,2007–2021,females,45–54,5,nhl,0.886,0.875,0.896
Observed,2007–2021,females,55–64,5,nhl,0.849,0.84,0.858
Observed,2007–2021,females,65–74,5,nhl,0.746,0.736,0.756
Observed,2007–2021,females,75–84,5,nhl,0.514,0.502,0.525
Observed,2007–2021,females,85+,5,nhl,0.224,0.21,0.239
Observed,2007–2021,males,5–14,1,nhl,0.967,0.945,0.981
Observed,2007–2021,males,15–24,1,nhl,0.938,0.912,0.956
Observed,2007–2021,males,25–34,1,nhl,0.942,0.925,0.955
Observed,2007–2021,males,35–44,1,nhl,0.95,0.939,0.958
Observed,2007–2021,males,45–54,1,nhl,0.928,0.92,0.935
Observed,2007–2021,males,55–64,1,nhl,0.912,0.906,0.918
Observed,2007–2021,males,65–74,1,nhl,0.863,0.857,0.869
Observed,2007–2021,males,75–84,1,nhl,0.742,0.733,0.75
Observed,2007–2021,males,85+,1,nhl,0.519,0.501,0.536
Observed,2007–2021,males,5–14,2,nhl,0.937,0.908,0.957
Observed,2007–2021,males,15–24,2,nhl,0.922,0.895,0.942
Observed,2007–2021,males,25–34,2,nhl,0.918,0.899,0.934
Observed,2007–2021,males,35–44,2,nhl,0.918,0.905,0.929
Observed,2007–2021,males,45–54,2,nhl,0.892,0.883,0.901
Observed,2007–2021,males,55–64,2,nhl,0.861,0.853,0.868
Observed,2007–2021,males,65–74,2,nhl,0.796,0.789,0.804
Observed,2007–2021,males,75–84,2,nhl,0.646,0.636,0.656
Observed,2007–2021,males,85+,2,nhl,0.399,0.382,0.416
Observed,2007–2021,males,5–14,3,nhl,0.926,0.896,0.948
Observed,2007–2021,males,15–24,3,nhl,0.91,0.881,0.932
Observed,2007–2021,males,25–34,3,nhl,0.904,0.884,0.921
Observed,2007–2021,males,35–44,3,nhl,0.905,0.892,0.917
Observed,2007–2021,males,45–54,3,nhl,0.872,0.862,0.881
Observed,2007–2021,males,55–64,3,nhl,0.832,0.824,0.84
Observed,2007–2021,males,65–74,3,nhl,0.749,0.741,0.757
Observed,2007–2021,males,75–84,3,nhl,0.576,0.566,0.586
Observed,2007–2021,males,85+,3,nhl,0.318,0.302,0.334
Observed,2007–2021,males,5–14,4,nhl,0.921,0.89,0.944
Observed,2007–2021,males,15–24,4,nhl,0.902,0.872,0.925
Observed,2007–2021,males,25–34,4,nhl,0.898,0.877,0.915
Observed,2007–2021,males,35–44,4,nhl,0.897,0.883,0.909
Observed,2007–2021,males,45–54,4,nhl,0.855,0.844,0.865
Observed,2007–2021,males,55–64,4,nhl,0.805,0.796,0.813
Observed,2007–2021,males,65–74,4,nhl,0.708,0.699,0.716
Observed,2007–2021,males,75–84,4,nhl,0.51,0.5,0.52
Observed,2007–2021,males,85+,4,nhl,0.249,0.233,0.264
Observed,2007–2021,males,5–14,5,nhl,0.921,0.89,0.944
Observed,2007–2021,males,15–24,5,nhl,0.902,0.872,0.925
Observed,2007–2021,males,25–34,5,nhl,0.89,0.868,0.908
Observed,2007–2021,males,35–44,5,nhl,0.891,0.876,0.903
Observed,2007–2021,males,45–54,5,nhl,0.84,0.829,0.85
Observed,2007–2021,males,55–64,5,nhl,0.78,0.771,0.789
Observed,2007–2021,males,65–74,5,nhl,0.675,0.666,0.683
Observed,2007–2021,males,75–84,5,nhl,0.452,0.442,0.463
Observed,2007–2021,males,85+,5,nhl,0.19,0.176,0.204
Observed,2012–2016,females,5–14,1,nhl,0.863,0.72,0.936
Observed,2012–2016,females,15–24,1,nhl,0.943,0.878,0.974
Observed,2012–2016,females,25–34,1,nhl,0.962,0.926,0.981
Observed,2012–2016,females,35–44,1,nhl,0.968,0.949,0.981
Observed,2012–2016,females,45–54,1,nhl,0.95,0.936,0.961
Observed,2012–2016,females,55–64,1,nhl,0.937,0.926,0.947
Observed,2012–2016,females,65–74,1,nhl,0.902,0.89,0.912
Observed,2012–2016,females,75–84,1,nhl,0.76,0.743,0.777
Observed,2012–2016,females,85+,1,nhl,0.524,0.494,0.553
Observed,2012–2016,females,5–14,2,nhl,0.841,0.696,0.921
Observed,2012–2016,females,15–24,2,nhl,0.915,0.843,0.955
Observed,2012–2016,females,25–34,2,nhl,0.924,0.879,0.953
Observed,2012–2016,females,35–44,2,nhl,0.942,0.918,0.96
Observed,2012–2016,females,45–54,2,nhl,0.925,0.909,0.939
Observed,2012–2016,females,55–64,2,nhl,0.908,0.894,0.919
Observed,2012–2016,females,65–74,2,nhl,0.852,0.838,0.865
Observed,2012–2016,females,75–84,2,nhl,0.67,0.651,0.689
Observed,2012–2016,females,85+,2,nhl,0.406,0.377,0.434
Observed,2012–2016,females,5–14,3,nhl,0.841,0.696,0.921
Observed,2012–2016,females,15–24,3,nhl,0.905,0.831,0.948
Observed,2012–2016,females,25–34,3,nhl,0.919,0.874,0.949
Observed,2012–2016,females,35–44,3,nhl,0.929,0.903,0.948
Observed,2012–2016,females,45–54,3,nhl,0.911,0.893,0.926
Observed,2012–2016,females,55–64,3,nhl,0.89,0.875,0.902
Observed,2012–2016,females,65–74,3,nhl,0.812,0.797,0.827
Observed,2012–2016,females,75–84,3,nhl,0.614,0.594,0.634
Observed,2012–2016,females,85+,3,nhl,0.328,0.301,0.356
Observed,2012–2016,females,5–14,4,nhl,0.841,0.696,0.921
Observed,2012–2016,females,15–24,4,nhl,0.905,0.831,0.948
Observed,2012–2016,females,25–34,4,nhl,0.915,0.868,0.945
Observed,2012–2016,females,35–44,4,nhl,0.921,0.894,0.942
Observed,2012–2016,females,45–54,4,nhl,0.897,0.879,0.913
Observed,2012–2016,females,55–64,4,nhl,0.876,0.861,0.889
Observed,2012–2016,females,65–74,4,nhl,0.79,0.773,0.805
