survival_type,period,sex,age_group,years_since_dx,subtype,survival_pct,ci_lower,ci_upper
Observed,2007–2011,persons,65–74,1,mantle_cell,0.869,0.824,0.903
Observed,2007–2011,persons,75–84,1,mantle_cell,0.756,0.7,0.803
Observed,2007–2011,persons,85+,1,mantle_cell,0.546,0.418,0.657
Observed,2007–2011,persons,5–14,2,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,15–24,2,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,25–34,2,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,35–44,2,mantle_cell,0.96,0.746,0.994
Observed,2007–2011,persons,45–54,2,mantle_cell,0.909,0.837,0.95
Observed,2007–2011,persons,55–64,2,mantle_cell,0.831,0.769,0.877
Observed,2007–2011,persons,65–74,2,mantle_cell,0.766,0.712,0.811
Observed,2007–2011,persons,75–84,2,mantle_cell,0.585,0.523,0.642
Observed,2007–2011,persons,85+,2,mantle_cell,0.415,0.297,0.529
Observed,2007–2011,persons,5–14,3,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,15–24,3,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,25–34,3,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,35–44,3,mantle_cell,0.96,0.746,0.994
Observed,2007–2011,persons,45–54,3,mantle_cell,0.888,0.811,0.935
Observed,2007–2011,persons,55–64,3,mantle_cell,0.779,0.712,0.832
Observed,2007–2011,persons,65–74,3,mantle_cell,0.67,0.61,0.722
Observed,2007–2011,persons,75–84,3,mantle_cell,0.465,0.402,0.525
Observed,2007–2011,persons,85+,3,mantle_cell,0.28,0.179,0.39
Observed,2007–2011,persons,5–14,4,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,15–24,4,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,25–34,4,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,35–44,4,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,45–54,4,mantle_cell,0.846,0.761,0.903
Observed,2007–2011,persons,55–64,4,mantle_cell,0.702,0.629,0.763
Observed,2007–2011,persons,65–74,4,mantle_cell,0.587,0.524,0.645
Observed,2007–2011,persons,75–84,4,mantle_cell,0.381,0.32,0.442
Observed,2007–2011,persons,85+,4,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,5–14,5,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,15–24,5,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,25–34,5,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,35–44,5,mantle_cell,NA,NA,NA
Observed,2007–2011,persons,45–54,5,mantle_cell,0.799,0.704,0.866
Observed,2007–2011,persons,55–64,5,mantle_cell,0.636,0.56,0.702
Observed,2007–2011,persons,65–74,5,mantle_cell,0.514,0.45,0.575
Observed,2007–2011,persons,75–84,5,mantle_cell,0.313,0.254,0.374
Observed,2007–2011,persons,85+,5,mantle_cell,NA,NA,NA
Observed,2007–2021,females,5–14,1,mantle_cell,NA,NA,NA
Observed,2007–2021,females,15–24,1,mantle_cell,NA,NA,NA
Observed,2007–2021,females,25–34,1,mantle_cell,NA,NA,NA
Observed,2007–2021,females,35–44,1,mantle_cell,NA,NA,NA
Observed,2007–2021,females,45–54,1,mantle_cell,0.954,0.881,0.982
Observed,2007–2021,females,55–64,1,mantle_cell,0.948,0.905,0.971
Observed,2007–2021,females,65–74,1,mantle_cell,0.891,0.851,0.921
Observed,2007–2021,females,75–84,1,mantle_cell,0.8,0.75,0.842
Observed,2007–2021,females,85+,1,mantle_cell,0.579,0.482,0.664
Observed,2007–2021,females,5–14,2,mantle_cell,NA,NA,NA
Observed,2007–2021,females,15–24,2,mantle_cell,NA,NA,NA
Observed,2007–2021,females,25–34,2,mantle_cell,NA,NA,NA
Observed,2007–2021,females,35–44,2,mantle_cell,NA,NA,NA
Observed,2007–2021,females,45–54,2,mantle_cell,0.929,0.85,0.968
Observed,2007–2021,females,55–64,2,mantle_cell,0.866,0.808,0.907
Observed,2007–2021,females,65–74,2,mantle_cell,0.846,0.8,0.882
Observed,2007–2021,females,75–84,2,mantle_cell,0.682,0.626,0.732
Observed,2007–2021,females,85+,2,mantle_cell,0.477,0.384,0.565
Observed,2007–2021,females,5–14,3,mantle_cell,NA,NA,NA
Observed,2007–2021,females,15–24,3,mantle_cell,NA,NA,NA
Observed,2007–2021,females,25–34,3,mantle_cell,NA,NA,NA
Observed,2007–2021,females,35–44,3,mantle_cell,NA,NA,NA
Observed,2007–2021,females,45–54,3,mantle_cell,0.905,0.819,0.951
Observed,2007–2021,females,55–64,3,mantle_cell,0.82,0.756,0.869
Observed,2007–2021,females,65–74,3,mantle_cell,0.776,0.724,0.82
Observed,2007–2021,females,75–84,3,mantle_cell,0.585,0.526,0.639
Observed,2007–2021,females,85+,3,mantle_cell,0.352,0.264,0.441
Observed,2007–2021,females,5–14,4,mantle_cell,NA,NA,NA
Observed,2007–2021,females,15–24,4,mantle_cell,NA,NA,NA
Observed,2007–2021,females,25–34,4,mantle_cell,NA,NA,NA
Observed,2007–2021,females,35–44,4,mantle_cell,NA,NA,NA
Observed,2007–2021,females,45–54,4,mantle_cell,0.855,0.758,0.915
Observed,2007–2021,females,55–64,4,mantle_cell,0.79,0.723,0.843
Observed,2007–2021,females,65–74,4,mantle_cell,0.72,0.663,0.769
Observed,2007–2021,females,75–84,4,mantle_cell,0.504,0.445,0.56
Observed,2007–2021,females,85+,4,mantle_cell,0.284,0.203,0.371
Observed,2007–2021,females,5–14,5,mantle_cell,NA,NA,NA
Observed,2007–2021,females,15–24,5,mantle_cell,NA,NA,NA
Observed,2007–2021,females,25–34,5,mantle_cell,NA,NA,NA
Observed,2007–2021,females,35–44,5,mantle_cell,NA,NA,NA
Observed,2007–2021,females,45–54,5,mantle_cell,0.777,0.669,0.853
Observed,2007–2021,females,55–64,5,mantle_cell,0.745,0.673,0.803
Observed,2007–2021,females,65–74,5,mantle_cell,0.639,0.578,0.694
Observed,2007–2021,females,75–84,5,mantle_cell,0.456,0.397,0.514
Observed,2007–2021,females,85+,5,mantle_cell,0.207,0.135,0.29
Observed,2007–2021,males,5–14,1,mantle_cell,NA,NA,NA
Observed,2007–2021,males,15–24,1,mantle_cell,NA,NA,NA
Observed,2007–2021,males,25–34,1,mantle_cell,NA,NA,NA
Observed,2007–2021,males,35–44,1,mantle_cell,1,0.946,1
Observed,2007–2021,males,45–54,1,mantle_cell,0.963,0.929,0.98
Observed,2007–2021,males,55–64,1,mantle_cell,0.928,0.905,0.946
Observed,2007–2021,males,65–74,1,mantle_cell,0.88,0.857,0.9
Observed,2007–2021,males,75–84,1,mantle_cell,0.793,0.761,0.821
Observed,2007–2021,males,85+,1,mantle_cell,0.529,0.46,0.593
Observed,2007–2021,males,5–14,2,mantle_cell,NA,NA,NA
Observed,2007–2021,males,15–24,2,mantle_cell,NA,NA,NA
Observed,2007–2021,males,25–34,2,mantle_cell,NA,NA,NA
Observed,2007–2021,males,35–44,2,mantle_cell,0.929,0.821,0.973
Observed,2007–2021,males,45–54,2,mantle_cell,0.921,0.878,0.949
Observed,2007–2021,males,55–64,2,mantle_cell,0.858,0.827,0.884
Observed,2007–2021,males,65–74,2,mantle_cell,0.791,0.762,0.816
Observed,2007–2021,males,75–84,2,mantle_cell,0.634,0.597,0.669
Observed,2007–2021,males,85+,2,mantle_cell,0.386,0.32,0.451
Observed,2007–2021,males,5–14,3,mantle_cell,NA,NA,NA
Observed,2007–2021,males,15–24,3,mantle_cell,NA,NA,NA
Observed,2007–2021,males,25–34,3,mantle_cell,NA,NA,NA
Observed,2007–2021,males,35–44,3,mantle_cell,0.874,0.755,0.938
Observed,2007–2021,males,45–54,3,mantle_cell,0.895,0.848,0.928
Observed,2007–2021,males,55–64,3,mantle_cell,0.814,0.779,0.843
Observed,2007–2021,males,65–74,3,mantle_cell,0.693,0.66,0.723
Observed,2007–2021,males,75–84,3,mantle_cell,0.543,0.504,0.58
Observed,2007–2021,males,85+,3,mantle_cell,0.26,0.201,0.322
Observed,2007–2021,males,5–14,4,mantle_cell,NA,NA,NA
Observed,2007–2021,males,15–24,4,mantle_cell,NA,NA,NA
Observed,2007–2021,males,25–34,4,mantle_cell,NA,NA,NA
Observed,2007–2021,males,35–44,4,mantle_cell,0.874,0.755,0.938
Observed,2007–2021,males,45–54,4,mantle_cell,0.859,0.808,0.898
Observed,2007–2021,males,55–64,4,mantle_cell,0.748,0.71,0.782
Observed,2007–2021,males,65–74,4,mantle_cell,0.618,0.583,0.651
Observed,2007–2021,males,75–84,4,mantle_cell,0.447,0.408,0.485
Observed,2007–2021,males,85+,4,mantle_cell,0.2,0.146,0.261
Observed,2007–2021,males,5–14,5,mantle_cell,NA,NA,NA
Observed,2007–2021,males,15–24,5,mantle_cell,NA,NA,NA
Observed,2007–2021,males,25–34,5,mantle_cell,NA,NA,NA
Observed,2007–2021,males,35–44,5,mantle_cell,0.855,0.732,0.925
Observed,2007–2021,males,45–54,5,mantle_cell,0.827,0.772,0.87
Observed,2007–2021,males,55–64,5,mantle_cell,0.697,0.656,0.734
Observed,2007–2021,males,65–74,5,mantle_cell,0.555,0.518,0.589
Observed,2007–2021,males,75–84,5,mantle_cell,0.37,0.331,0.408
Observed,2007–2021,males,85+,5,mantle_cell,0.117,0.073,0.173
Observed,2007–2021,persons,5–14,1,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,15–24,1,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,25–34,1,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,35–44,1,mantle_cell,0.9850000000000002,0.898,0.998
Observed,2007–2021,persons,45–54,1,mantle_cell,0.96,0.933,0.977
Observed,2007–2021,persons,55–64,1,mantle_cell,0.933,0.913,0.948
Observed,2007–2021,persons,65–74,1,mantle_cell,0.883,0.863,0.9
Observed,2007–2021,persons,75–84,1,mantle_cell,0.795,0.768,0.819
Observed,2007–2021,persons,85+,1,mantle_cell,0.546,0.49,0.598
Observed,2007–2021,persons,5–14,2,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,15–24,2,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,25–34,2,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,35–44,2,mantle_cell,0.926,0.831,0.968
Observed,2007–2021,persons,45–54,2,mantle_cell,0.923,0.888,0.947
Observed,2007–2021,persons,55–64,2,mantle_cell,0.86,0.833,0.882
Observed,2007–2021,persons,65–74,2,mantle_cell,0.805,0.781,0.827
Observed,2007–2021,persons,75–84,2,mantle_cell,0.649,0.618,0.678
Observed,2007–2021,persons,85+,2,mantle_cell,0.419,0.365,0.472
Observed,2007–2021,persons,5–14,3,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,15–24,3,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,25–34,3,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,35–44,3,mantle_cell,0.881,0.777,0.939
Observed,2007–2021,persons,45–54,3,mantle_cell,0.897,0.859,0.926
Observed,2007–2021,persons,55–64,3,mantle_cell,0.815,0.786,0.841
Observed,2007–2021,persons,65–74,3,mantle_cell,0.714,0.687,0.74
Observed,2007–2021,persons,75–84,3,mantle_cell,0.556,0.523,0.586
Observed,2007–2021,persons,85+,3,mantle_cell,0.293,0.243,0.344
Observed,2007–2021,persons,5–14,4,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,15–24,4,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,25–34,4,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,35–44,4,mantle_cell,0.866,0.758,0.928
Observed,2007–2021,persons,45–54,4,mantle_cell,0.858,0.814,0.892
Observed,2007–2021,persons,55–64,4,mantle_cell,0.758,0.726,0.788
Observed,2007–2021,persons,65–74,4,mantle_cell,0.644,0.614,0.672
Observed,2007–2021,persons,75–84,4,mantle_cell,0.464,0.432,0.496
Observed,2007–2021,persons,85+,4,mantle_cell,0.231,0.185,0.28
Observed,2007–2021,persons,5–14,5,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,15–24,5,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,25–34,5,mantle_cell,NA,NA,NA
Observed,2007–2021,persons,35–44,5,mantle_cell,0.85,0.74,0.917
Observed,2007–2021,persons,45–54,5,mantle_cell,0.814,0.766,0.853
Observed,2007–2021,persons,55–64,5,mantle_cell,0.708,0.674,0.74
Observed,2007–2021,persons,65–74,5,mantle_cell,0.576,0.545,0.606
Observed,2007–2021,persons,75–84,5,mantle_cell,0.397,0.365,0.429
Observed,2007–2021,persons,85+,5,mantle_cell,0.151,0.111,0.197
Observed,2012–2016,females,5–14,1,mantle_cell,NA,NA,NA
Observed,2012–2016,females,15–24,1,mantle_cell,NA,NA,NA
Observed,2012–2016,females,25–34,1,mantle_cell,NA,NA,NA
Observed,2012–2016,females,35–44,1,mantle_cell,NA,NA,NA
Observed,2012–2016,females,45–54,1,mantle_cell,1,0.898,1
Observed,2012–2016,females,55–64,1,mantle_cell,0.934,0.834,0.975
Observed,2012–2016,females,65–74,1,mantle_cell,0.905,0.835,0.946
Observed,2012–2016,females,75–84,1,mantle_cell,0.836,0.755,0.892
Observed,2012–2016,females,85+,1,mantle_cell,0.602,0.442,0.73
Observed,2012–2016,females,5–14,2,mantle_cell,NA,NA,NA
Observed,2012–2016,females,15–24,2,mantle_cell,NA,NA,NA
Observed,2012–2016,females,25–34,2,mantle_cell,NA,NA,NA
Observed,2012–2016,females,35–44,2,mantle_cell,NA,NA,NA
Observed,2012–2016,females,45–54,2,mantle_cell,1,0.898,1
Observed,2012–2016,females,55–64,2,mantle_cell,0.844,0.72,0.915
Observed,2012–2016,females,65–74,2,mantle_cell,0.885,0.81,0.932
Observed,2012–2016,females,75–84,2,mantle_cell,0.692,0.6,0.767
Observed,2012–2016,females,85+,2,mantle_cell,0.51,0.355,0.646
Observed,2012–2016,females,5–14,3,mantle_cell,NA,NA,NA
Observed,2012–2016,females,15–24,3,mantle_cell,NA,NA,NA
Observed,2012–2016,females,25–34,3,mantle_cell,NA,NA,NA
Observed,2012–2016,females,35–44,3,mantle_cell,NA,NA,NA
Observed,2012–2016,females,45–54,3,mantle_cell,0.961,0.754,0.994
Observed,2012–2016,females,55–64,3,mantle_cell,0.825,0.698,0.902
Observed,2012–2016,females,65–74,3,mantle_cell,0.782,0.686,0.851
Observed,2012–2016,females,75–84,3,mantle_cell,0.596,0.501,0.678
Observed,2012–2016,females,85+,3,mantle_cell,NA,NA,NA
Observed,2012–2016,females,5–14,4,mantle_cell,NA,NA,NA
Observed,2012–2016,females,15–24,4,mantle_cell,NA,NA,NA
Observed,2012–2016,females,25–34,4,mantle_cell,NA,NA,NA
Observed,2012–2016,females,35–44,4,mantle_cell,NA,NA,NA
Observed,2012–2016,females,45–54,4,mantle_cell,NA,NA,NA
Observed,2012–2016,females,55–64,4,mantle_cell,0.787,0.654,0.873
Observed,2012–2016,females,65–74,4,mantle_cell,0.721,0.614,0.804
Observed,2012–2016,females,75–84,4,mantle_cell,0.518,0.422,0.605
Observed,2012–2016,females,85+,4,mantle_cell,NA,NA,NA
Observed,2012–2016,females,5–14,5,mantle_cell,NA,NA,NA
Observed,2012–2016,females,15–24,5,mantle_cell,NA,NA,NA
Observed,2012–2016,females,25–34,5,mantle_cell,NA,NA,NA
Observed,2012–2016,females,35–44,5,mantle_cell,NA,NA,NA
Observed,2012–2016,females,45–54,5,mantle_cell,NA,NA,NA
Observed,2012–2016,females,55–64,5,mantle_cell,0.767,0.632,0.858
Observed,2012–2016,females,65–74,5,mantle_cell,0.672,0.556,0.763
Observed,2012–2016,females,75–84,5,mantle_cell,0.443,0.347,0.534
Observed,2012–2016,females,85+,5,mantle_cell,NA,NA,NA
Observed,2012–2016,males,5–14,1,mantle_cell,NA,NA,NA
Observed,2012–2016,males,15–24,1,mantle_cell,NA,NA,NA
Observed,2012–2016,males,25–34,1,mantle_cell,NA,NA,NA
Observed,2012–2016,males,35–44,1,mantle_cell,NA,NA,NA
Observed,2012–2016,males,45–54,1,mantle_cell,0.919,0.829,0.963
Observed,2012–2016,males,55–64,1,mantle_cell,0.906,0.856,0.939
Observed,2012–2016,males,65–74,1,mantle_cell,0.878,0.833,0.912
Observed,2012–2016,males,75–84,1,mantle_cell,0.808,0.75,0.854
Observed,2012–2016,males,85+,1,mantle_cell,0.469,0.354,0.577
Observed,2012–2016,males,5–14,2,mantle_cell,NA,NA,NA
Observed,2012–2016,males,15–24,2,mantle_cell,NA,NA,NA
Observed,2012–2016,males,25–34,2,mantle_cell,NA,NA,NA
Observed,2012–2016,males,35–44,2,mantle_cell,NA,NA,NA
Observed,2012–2016,males,45–54,2,mantle_cell,0.881,0.784,0.936
Observed,2012–2016,males,55–64,2,mantle_cell,0.849,0.792,0.892
Observed,2012–2016,males,65–74,2,mantle_cell,0.794,0.741,0.838
Observed,2012–2016,males,75–84,2,mantle_cell,0.619,0.551,0.68
Observed,2012–2016,males,85+,2,mantle_cell,0.346,0.238,0.456
Observed,2012–2016,males,5–14,3,mantle_cell,NA,NA,NA
Observed,2012–2016,males,15–24,3,mantle_cell,NA,NA,NA
Observed,2012–2016,males,25–34,3,mantle_cell,NA,NA,NA
Observed,2012–2016,males,35–44,3,mantle_cell,NA,NA,NA
Observed,2012–2016,males,45–54,3,mantle_cell,0.858,0.758,0.918
Observed,2012–2016,males,55–64,3,mantle_cell,0.806,0.743,0.855
Observed,2012–2016,males,65–74,3,mantle_cell,0.669,0.607,0.722
Observed,2012–2016,males,75–84,3,mantle_cell,0.525,0.456,0.589
Observed,2012–2016,males,85+,3,mantle_cell,0.208,0.117,0.318
Observed,2012–2016,males,5–14,4,mantle_cell,NA,NA,NA
Observed,2012–2016,males,15–24,4,mantle_cell,NA,NA,NA
Observed,2012–2016,males,25–34,4,mantle_cell,NA,NA,NA
Observed,2012–2016,males,35–44,4,mantle_cell,NA,NA,NA
Observed,2012–2016,males,45–54,4,mantle_cell,0.823,0.72,0.891
Observed,2012–2016,males,55–64,4,mantle_cell,0.744,0.675,0.8
Observed,2012–2016,males,65–74,4,mantle_cell,0.58,0.516,0.638
Observed,2012–2016,males,75–84,4,mantle_cell,0.409,0.342,0.475
Observed,2012–2016,males,85+,4,mantle_cell,0.168,0.085,0.275
Observed,2012–2016,males,5–14,5,mantle_cell,NA,NA,NA
Observed,2012–2016,males,15–24,5,mantle_cell,NA,NA,NA
Observed,2012–2016,males,25–34,5,mantle_cell,NA,NA,NA
Observed,2012–2016,males,35–44,5,mantle_cell,NA,NA,NA
Observed,2012–2016,males,45–54,5,mantle_cell,0.77,0.664,0.846
Observed,2012–2016,males,55–64,5,mantle_cell,0.656,0.581,0.72
Observed,2012–2016,males,65–74,5,mantle_cell,0.501,0.437,0.562
Observed,2012–2016,males,75–84,5,mantle_cell,0.339,0.275,0.405
Observed,2012–2016,males,85+,5,mantle_cell,0.074,0.024,0.16
Observed,2012–2016,persons,5–14,1,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,15–24,1,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,25–34,1,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,35–44,1,mantle_cell,1,0.876,1
Observed,2012–2016,persons,45–54,1,mantle_cell,0.941,0.874,0.973
Observed,2012–2016,persons,55–64,1,mantle_cell,0.912,0.871,0.941
Observed,2012–2016,persons,65–74,1,mantle_cell,0.886,0.85,0.914
Observed,2012–2016,persons,75–84,1,mantle_cell,0.818,0.772,0.855
Observed,2012–2016,persons,85+,1,mantle_cell,0.519,0.425,0.604
Observed,2012–2016,persons,5–14,2,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,15–24,2,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,25–34,2,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,35–44,2,mantle_cell,0.956,0.724,0.994
Observed,2012–2016,persons,45–54,2,mantle_cell,0.913,0.84,0.954
Observed,2012–2016,persons,55–64,2,mantle_cell,0.848,0.798,0.887
Observed,2012–2016,persons,65–74,2,mantle_cell,0.82,0.777,0.855
Observed,2012–2016,persons,75–84,2,mantle_cell,0.644,0.591,0.693
Observed,2012–2016,persons,85+,2,mantle_cell,0.409,0.319,0.497
Observed,2012–2016,persons,5–14,3,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,15–24,3,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,25–34,3,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,35–44,3,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,45–54,3,mantle_cell,0.886,0.808,0.933
Observed,2012–2016,persons,55–64,3,mantle_cell,0.811,0.757,0.854
Observed,2012–2016,persons,65–74,3,mantle_cell,0.7,0.649,0.745
Observed,2012–2016,persons,75–84,3,mantle_cell,0.55,0.494,0.601
Observed,2012–2016,persons,85+,3,mantle_cell,0.281,0.197,0.37
Observed,2012–2016,persons,5–14,4,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,15–24,4,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,25–34,4,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,35–44,4,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,45–54,4,mantle_cell,0.84,0.755,0.897
Observed,2012–2016,persons,55–64,4,mantle_cell,0.754,0.695,0.803
Observed,2012–2016,persons,65–74,4,mantle_cell,0.616,0.562,0.666
Observed,2012–2016,persons,75–84,4,mantle_cell,0.447,0.392,0.5
Observed,2012–2016,persons,85+,4,mantle_cell,0.235,0.156,0.322
Observed,2012–2016,persons,5–14,5,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,15–24,5,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,25–34,5,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,35–44,5,mantle_cell,NA,NA,NA
Observed,2012–2016,persons,45–54,5,mantle_cell,0.78,0.69,0.846
Observed,2012–2016,persons,55–64,5,mantle_cell,0.682,0.618,0.738
Observed,2012–2016,persons,65–74,5,mantle_cell,0.543,0.487,0.596
Observed,2012–2016,persons,75–84,5,mantle_cell,0.375,0.321,0.429
Observed,2012–2016,persons,85+,5,mantle_cell,0.122,0.062,0.202
Observed,2017–2021,females,5–14,1,mantle_cell,NA,NA,NA
Observed,2017–2021,females,15–24,1,mantle_cell,NA,NA,NA
Observed,2017–2021,females,25–34,1,mantle_cell,NA,NA,NA
Observed,2017–2021,females,35–44,1,mantle_cell,NA,NA,NA
Observed,2017–2021,females,45–54,1,mantle_cell,0.968,0.793,0.995
Observed,2017–2021,females,55–64,1,mantle_cell,0.952,0.877,0.982
Observed,2017–2021,females,65–74,1,mantle_cell,0.909,0.843,0.949
Observed,2017–2021,females,75–84,1,mantle_cell,0.8,0.702,0.869
Observed,2017–2021,females,85+,1,mantle_cell,0.574,0.409,0.708
Observed,2017–2021,females,5–14,2,mantle_cell,NA,NA,NA
Observed,2017–2021,females,15–24,2,mantle_cell,NA,NA,NA
Observed,2017–2021,females,25–34,2,mantle_cell,NA,NA,NA
Observed,2017–2021,females,35–44,2,mantle_cell,NA,NA,NA
Observed,2017–2021,females,45–54,2,mantle_cell,0.935,0.766,0.983
Observed,2017–2021,females,55–64,2,mantle_cell,0.892,0.803,0.942
Observed,2017–2021,females,65–74,2,mantle_cell,0.851,0.774,0.903
Observed,2017–2021,females,75–84,2,mantle_cell,0.699,0.595,0.781
Observed,2017–2021,females,85+,2,mantle_cell,0.506,0.347,0.645
Observed,2017–2021,females,5–14,3,mantle_cell,NA,NA,NA
Observed,2017–2021,females,15–24,3,mantle_cell,NA,NA,NA
Observed,2017–2021,females,25–34,3,mantle_cell,NA,NA,NA
Observed,2017–2021,females,35–44,3,mantle_cell,NA,NA,NA
Observed,2017–2021,females,45–54,3,mantle_cell,0.935,0.766,0.983
Observed,2017–2021,females,55–64,3,mantle_cell,0.807,0.704,0.877
Observed,2017–2021,females,65–74,3,mantle_cell,0.803,0.72,0.863
Observed,2017–2021,females,75–84,3,mantle_cell,0.658,0.552,0.744
Observed,2017–2021,females,85+,3,mantle_cell,NA,NA,NA
Observed,2017–2021,females,5–14,4,mantle_cell,NA,NA,NA
Observed,2017–2021,females,15–24,4,mantle_cell,NA,NA,NA
Observed,2017–2021,females,25–34,4,mantle_cell,NA,NA,NA
Observed,2017–2021,females,35–44,4,mantle_cell,NA,NA,NA
Observed,2017–2021,females,45–54,4,mantle_cell,0.905,0.735,0.968
Observed,2017–2021,females,55–64,4,mantle_cell,0.767,0.659,0.844
Observed,2017–2021,females,65–74,4,mantle_cell,0.755,0.669,0.822
Observed,2017–2021,females,75–84,4,mantle_cell,0.571,0.467,0.662
Observed,2017–2021,females,85+,4,mantle_cell,NA,NA,NA
Observed,2017–2021,females,5–14,5,mantle_cell,NA,NA,NA
Observed,2017–2021,females,15–24,5,mantle_cell,NA,NA,NA
Observed,2017–2021,females,25–34,5,mantle_cell,NA,NA,NA
Observed,2017–2021,females,35–44,5,mantle_cell,NA,NA,NA
Observed,2017–2021,females,45–54,5,mantle_cell,0.841,0.658,0.93
Observed,2017–2021,females,55–64,5,mantle_cell,0.737,0.624,0.82
Observed,2017–2021,females,65–74,5,mantle_cell,0.65,0.559,0.727
Observed,2017–2021,females,75–84,5,mantle_cell,0.54,0.436,0.633
Observed,2017–2021,females,85+,5,mantle_cell,NA,NA,NA
Observed,2017–2021,males,5–14,1,mantle_cell,NA,NA,NA
Observed,2017–2021,males,15–24,1,mantle_cell,NA,NA,NA
Observed,2017–2021,males,25–34,1,mantle_cell,NA,NA,NA
Observed,2017–2021,males,35–44,1,mantle_cell,NA,NA,NA
Observed,2017–2021,males,45–54,1,mantle_cell,0.9870000000000002,0.914,0.998
Observed,2017–2021,males,55–64,1,mantle_cell,0.943,0.906,0.966
Observed,2017–2021,males,65–74,1,mantle_cell,0.883,0.846,0.911
Observed,2017–2021,males,75–84,1,mantle_cell,0.803,0.752,0.845
Observed,2017–2021,males,85+,1,mantle_cell,0.567,0.465,0.658
Observed,2017–2021,males,5–14,2,mantle_cell,NA,NA,NA
Observed,2017–2021,males,15–24,2,mantle_cell,NA,NA,NA
Observed,2017–2021,males,25–34,2,mantle_cell,NA,NA,NA
Observed,2017–2021,males,35–44,2,mantle_cell,NA,NA,NA
Observed,2017–2021,males,45–54,2,mantle_cell,0.949,0.869,0.98
Observed,2017–2021,males,55–64,2,mantle_cell,0.883,0.835,0.918
Observed,2017–2021,males,65–74,2,mantle_cell,0.804,0.76,0.841
Observed,2017–2021,males,75–84,2,mantle_cell,0.698,0.641,0.748
Observed,2017–2021,males,85+,2,mantle_cell,0.394,0.298,0.488
Observed,2017–2021,males,5–14,3,mantle_cell,NA,NA,NA
Observed,2017–2021,males,15–24,3,mantle_cell,NA,NA,NA
Observed,2017–2021,males,25–34,3,mantle_cell,NA,NA,NA
Observed,2017–2021,males,35–44,3,mantle_cell,NA,NA,NA
Observed,2017–2021,males,45–54,3,mantle_cell,0.908,0.816,0.955
Observed,2017–2021,males,55–64,3,mantle_cell,0.852,0.8,0.891
Observed,2017–2021,males,65–74,3,mantle_cell,0.734,0.685,0.777
Observed,2017–2021,males,75–84,3,mantle_cell,0.61,0.549,0.664
Observed,2017–2021,males,85+,3,mantle_cell,0.265,0.183,0.353
Observed,2017–2021,males,5–14,4,mantle_cell,NA,NA,NA
Observed,2017–2021,males,15–24,4,mantle_cell,NA,NA,NA
Observed,2017–2021,males,25–34,4,mantle_cell,NA,NA,NA
Observed,2017–2021,males,35–44,4,mantle_cell,NA,NA,NA
Observed,2017–2021,males,45–54,4,mantle_cell,0.878,0.779,0.935
Observed,2017–2021,males,55–64,4,mantle_cell,0.805,0.747,0.851
Observed,2017–2021,males,65–74,4,mantle_cell,0.676,0.623,0.723
