year,cancer_group,duration,sex,age_group,prevalence
2020,Non-Hodgkin lymphoma,10,males,45–54,2024
2020,Non-Hodgkin lymphoma,10,males,55–64,4002
2020,Non-Hodgkin lymphoma,10,males,5–14,162
2020,Non-Hodgkin lymphoma,10,males,65–74,6287
2020,Non-Hodgkin lymphoma,10,males,75–84,5007
2020,Non-Hodgkin lymphoma,10,males,85+,1832
2021,Hodgkin lymphoma,1,females,15–24,60
2021,Hodgkin lymphoma,1,females,25–34,85
2021,Hodgkin lymphoma,1,females,35–44,50
2021,Hodgkin lymphoma,1,females,45–54,40
2021,Hodgkin lymphoma,1,females,55–64,26
2021,Hodgkin lymphoma,1,females,5–14,7
2021,Hodgkin lymphoma,1,females,65–74,39
2021,Hodgkin lymphoma,1,females,75–84,32
2021,Hodgkin lymphoma,1,females,85+,8
2021,Hodgkin lymphoma,1,males,15–24,55
2021,Hodgkin lymphoma,1,males,25–34,67
2021,Hodgkin lymphoma,1,males,35–44,63
2021,Hodgkin lymphoma,1,males,45–54,44
2021,Hodgkin lymphoma,1,males,55–64,68
2021,Hodgkin lymphoma,1,males,5–14,18
2021,Hodgkin lymphoma,1,males,65–74,43
2021,Hodgkin lymphoma,1,males,75–84,29
2021,Hodgkin lymphoma,1,males,85+,8
2021,Hodgkin lymphoma,5,females,15–24,261
2021,Hodgkin lymphoma,5,females,25–34,385
2021,Hodgkin lymphoma,5,females,35–44,253
2021,Hodgkin lymphoma,5,females,45–54,127
2021,Hodgkin lymphoma,5,females,55–64,128
2021,Hodgkin lymphoma,5,females,5–14,33
2021,Hodgkin lymphoma,5,females,65–74,139
2021,Hodgkin lymphoma,5,females,75–84,111
2021,Hodgkin lymphoma,5,females,85+,29
2021,Hodgkin lymphoma,5,males,15–24,259
2021,Hodgkin lymphoma,5,males,25–34,357
2021,Hodgkin lymphoma,5,males,35–44,285
2021,Hodgkin lymphoma,5,males,45–54,239
2021,Hodgkin lymphoma,5,males,55–64,240
2021,Hodgkin lymphoma,5,males,5–14,51
2021,Hodgkin lymphoma,5,males,65–74,213
2021,Hodgkin lymphoma,5,males,75–84,139
2021,Hodgkin lymphoma,5,males,85+,27
2021,Hodgkin lymphoma,10,females,15–24,389
2021,Hodgkin lymphoma,10,females,25–34,732
2021,Hodgkin lymphoma,10,females,35–44,527
2021,Hodgkin lymphoma,10,females,45–54,299
2021,Hodgkin lymphoma,10,females,55–64,265
2021,Hodgkin lymphoma,10,females,5–14,38
2021,Hodgkin lymphoma,10,females,65–74,242
2021,Hodgkin lymphoma,10,females,75–84,185
2021,Hodgkin lymphoma,10,females,85+,55
2021,Hodgkin lymphoma,10,males,15–24,391
2021,Hodgkin lymphoma,10,males,25–34,688
2021,Hodgkin lymphoma,10,males,35–44,587
2021,Hodgkin lymphoma,10,males,45–54,425
2021,Hodgkin lymphoma,10,males,55–64,437
2021,Hodgkin lymphoma,10,males,5–14,68
2021,Hodgkin lymphoma,10,males,65–74,358
2021,Hodgkin lymphoma,10,males,75–84,238
2021,Hodgkin lymphoma,10,males,85+,57
2021,Hodgkin lymphoma,40,females,15–24,404
2021,Hodgkin lymphoma,40,females,25–34,1117
2021,Hodgkin lymphoma,40,females,35–44,1335
2021,Hodgkin lymphoma,40,females,45–54,1212
2021,Hodgkin lymphoma,40,females,55–64,1023
2021,Hodgkin lymphoma,40,females,5–14,40
2021,Hodgkin lymphoma,40,females,65–74,653
2021,Hodgkin lymphoma,40,females,75–84,373
2021,Hodgkin lymphoma,40,females,85+,115
2021,Hodgkin lymphoma,40,males,15–24,442
2021,Hodgkin lymphoma,40,males,25–34,1091
2021,Hodgkin lymphoma,40,males,35–44,1472
2021,Hodgkin lymphoma,40,males,45–54,1424
2021,Hodgkin lymphoma,40,males,55–64,1284
2021,Hodgkin lymphoma,40,males,5–14,68
2021,Hodgkin lymphoma,40,males,65–74,895
2021,Hodgkin lymphoma,40,males,75–84,504
2021,Hodgkin lymphoma,40,males,85+,113
2021,Non-Hodgkin lymphoma,1,females,15–24,16
2021,Non-Hodgkin lymphoma,1,females,25–34,52
2021,Non-Hodgkin lymphoma,1,females,35–44,98
2021,Non-Hodgkin lymphoma,1,females,45–54,208
2021,Non-Hodgkin lymphoma,1,females,55–64,455
2021,Non-Hodgkin lymphoma,1,females,5–14,14
2021,Non-Hodgkin lymphoma,1,females,65–74,663
2021,Non-Hodgkin lymphoma,1,females,75–84,597
2021,Non-Hodgkin lymphoma,1,females,85+,232
2021,Non-Hodgkin lymphoma,1,males,15–24,33
2021,Non-Hodgkin lymphoma,1,males,25–34,56
2021,Non-Hodgkin lymphoma,1,males,35–44,133
2021,Non-Hodgkin lymphoma,1,males,45–54,285
2021,Non-Hodgkin lymphoma,1,males,55–64,596
2021,Non-Hodgkin lymphoma,1,males,5–14,26
2021,Non-Hodgkin lymphoma,1,males,65–74,873
2021,Non-Hodgkin lymphoma,1,males,75–84,778
2021,Non-Hodgkin lymphoma,1,males,85+,240
2021,Non-Hodgkin lymphoma,5,females,15–24,59
2021,Non-Hodgkin lymphoma,5,females,25–34,199
2021,Non-Hodgkin lymphoma,5,females,35–44,404
2021,Non-Hodgkin lymphoma,5,females,45–54,879
2021,Non-Hodgkin lymphoma,5,females,55–64,1929
2021,Non-Hodgkin lymphoma,5,females,5–14,44
2021,Non-Hodgkin lymphoma,5,females,65–74,2863
2021,Non-Hodgkin lymphoma,5,females,75–84,2540
2021,Non-Hodgkin lymphoma,5,females,85+,1059
2021,Non-Hodgkin lymphoma,5,males,15–24,134
2021,Non-Hodgkin lymphoma,5,males,25–34,244
2021,Non-Hodgkin lymphoma,5,males,35–44,529
2021,Non-Hodgkin lymphoma,5,males,45–54,1210
2021,Non-Hodgkin lymphoma,5,males,55–64,2551
2021,Non-Hodgkin lymphoma,5,males,5–14,101
2021,Non-Hodgkin lymphoma,5,males,65–74,3852
2021,Non-Hodgkin lymphoma,5,males,75–84,3302
2021,Non-Hodgkin lymphoma,5,males,85+,1055
2021,Non-Hodgkin lymphoma,10,females,15–24,97
2021,Non-Hodgkin lymphoma,10,females,25–34,334
2021,Non-Hodgkin lymphoma,10,females,35–44,645
2021,Non-Hodgkin lymphoma,10,females,45–54,1429
2021,Non-Hodgkin lymphoma,10,females,55–64,3174
2021,Non-Hodgkin lymphoma,10,females,5–14,58
2021,Non-Hodgkin lymphoma,10,females,65–74,4815
2021,Non-Hodgkin lymphoma,10,females,75–84,4346
2021,Non-Hodgkin lymphoma,10,females,85+,1935
2021,Non-Hodgkin lymphoma,10,males,15–24,250
2021,Non-Hodgkin lymphoma,10,males,25–34,422
2021,Non-Hodgkin lymphoma,10,males,35–44,897
2021,Non-Hodgkin lymphoma,10,males,45–54,1982
2021,Non-Hodgkin lymphoma,10,males,55–64,4054
2021,Non-Hodgkin lymphoma,10,males,5–14,156
2021,Non-Hodgkin lymphoma,10,males,65–74,6259
2021,Non-Hodgkin lymphoma,10,males,75–84,5406
2021,Non-Hodgkin lymphoma,10,males,85+,1910
2021,Non-Hodgkin lymphoma,40,females,15–24,141
2021,Non-Hodgkin lymphoma,40,females,25–34,490
2021,Non-Hodgkin lymphoma,40,females,35–44,1023
2021,Non-Hodgkin lymphoma,40,females,45–54,2260
2021,Non-Hodgkin lymphoma,40,females,55–64,4799
2021,Non-Hodgkin lymphoma,40,females,5–14,59
2021,Non-Hodgkin lymphoma,40,females,65–74,7944
2021,Non-Hodgkin lymphoma,40,females,75–84,7354
2021,Non-Hodgkin lymphoma,40,females,85+,3608
2021,Non-Hodgkin lymphoma,40,males,15–24,380
2021,Non-Hodgkin lymphoma,40,males,25–34,774
2021,Non-Hodgkin lymphoma,40,males,35–44,1558
2021,Non-Hodgkin lymphoma,40,males,45–54,3161
2021,Non-Hodgkin lymphoma,40,males,55–64,6314
2021,Non-Hodgkin lymphoma,40,males,5–14,167
2021,Non-Hodgkin lymphoma,40,males,65–74,9834
2021,Non-Hodgkin lymphoma,40,males,75–84,8612
2021,Non-Hodgkin lymphoma,40,males,85+,3261
2022,Hodgkin lymphoma,1,females,15–24,61
2022,Hodgkin lymphoma,1,females,25–34,79
2022,Hodgkin lymphoma,1,females,35–44,49
2022,Hodgkin lymphoma,1,females,45–54,27
2022,Hodgkin lymphoma,1,females,55–64,28
2022,Hodgkin lymphoma,1,females,5–14,15
2022,Hodgkin lymphoma,1,females,65–74,31
2022,Hodgkin lymphoma,1,females,75–84,34
2022,Hodgkin lymphoma,1,females,85+,9
2022,Hodgkin lymphoma,1,males,15–24,63
2022,Hodgkin lymphoma,1,males,25–34,65
2022,Hodgkin lymphoma,1,males,35–44,58
2022,Hodgkin lymphoma,1,males,45–54,49
2022,Hodgkin lymphoma,1,males,55–64,60
2022,Hodgkin lymphoma,1,males,5–14,15
2022,Hodgkin lymphoma,1,males,65–74,50
2022,Hodgkin lymphoma,1,males,75–84,34
2022,Hodgkin lymphoma,1,males,85+,9
2022,Hodgkin lymphoma,5,females,15–24,270
2022,Hodgkin lymphoma,5,females,25–34,385
2022,Hodgkin lymphoma,5,females,35–44,256
2022,Hodgkin lymphoma,5,females,45–54,129
2022,Hodgkin lymphoma,5,females,55–64,135
2022,Hodgkin lymphoma,5,females,5–14,35
2022,Hodgkin lymphoma,5,females,65–74,136
2022,Hodgkin lymphoma,5,females,75–84,123
2022,Hodgkin lymphoma,5,females,85+,32
2022,Hodgkin lymphoma,5,males,15–24,265
2022,Hodgkin lymphoma,5,males,25–34,338
2022,Hodgkin lymphoma,5,males,35–44,291
2022,Hodgkin lymphoma,5,males,45–54,243
2022,Hodgkin lymphoma,5,males,55–64,253
2022,Hodgkin lymphoma,5,males,5–14,51
2022,Hodgkin lymphoma,5,males,65–74,215
2022,Hodgkin lymphoma,5,males,75–84,147
2022,Hodgkin lymphoma,5,males,85+,28
2022,Hodgkin lymphoma,10,females,15–24,391
2022,Hodgkin lymphoma,10,females,25–34,744
2022,Hodgkin lymphoma,10,females,35–44,549
2022,Hodgkin lymphoma,10,females,45–54,301
2022,Hodgkin lymphoma,10,females,55–64,269
2022,Hodgkin lymphoma,10,females,5–14,42
2022,Hodgkin lymphoma,10,females,65–74,249
2022,Hodgkin lymphoma,10,females,75–84,202
2022,Hodgkin lymphoma,10,females,85+,59
2022,Hodgkin lymphoma,10,males,15–24,393
2022,Hodgkin lymphoma,10,males,25–34,677
2022,Hodgkin lymphoma,10,males,35–44,588
2022,Hodgkin lymphoma,10,males,45–54,440
2022,Hodgkin lymphoma,10,males,55–64,440
2022,Hodgkin lymphoma,10,males,5–14,66
2022,Hodgkin lymphoma,10,males,65–74,369
2022,Hodgkin lymphoma,10,males,75–84,248
2022,Hodgkin lymphoma,10,males,85+,61
2022,Non-Hodgkin lymphoma,1,females,15–24,14
2022,Non-Hodgkin lymphoma,1,females,25–34,50
2022,Non-Hodgkin lymphoma,1,females,35–44,94
2022,Non-Hodgkin lymphoma,1,females,45–54,208
2022,Non-Hodgkin lymphoma,1,females,55–64,471
2022,Non-Hodgkin lymphoma,1,females,5–14,12
2022,Non-Hodgkin lymphoma,1,females,65–74,719
2022,Non-Hodgkin lymphoma,1,females,75–84,639
2022,Non-Hodgkin lymphoma,1,females,85+,256
2022,Non-Hodgkin lymphoma,1,males,15–24,32
2022,Non-Hodgkin lymphoma,1,males,25–34,55
2022,Non-Hodgkin lymphoma,1,males,35–44,125
2022,Non-Hodgkin lymphoma,1,males,45–54,297
2022,Non-Hodgkin lymphoma,1,males,55–64,641
2022,Non-Hodgkin lymphoma,1,males,5–14,27
2022,Non-Hodgkin lymphoma,1,males,65–74,962
2022,Non-Hodgkin lymphoma,1,males,75–84,864
2022,Non-Hodgkin lymphoma,1,males,85+,270
2022,Non-Hodgkin lymphoma,5,females,15–24,60
2022,Non-Hodgkin lymphoma,5,females,25–34,196
2022,Non-Hodgkin lymphoma,5,females,35–44,412
2022,Non-Hodgkin lymphoma,5,females,45–54,870
2022,Non-Hodgkin lymphoma,5,females,55–64,1898
2022,Non-Hodgkin lymphoma,5,females,5–14,47
2022,Non-Hodgkin lymphoma,5,females,65–74,2987
2022,Non-Hodgkin lymphoma,5,females,75–84,2710
2022,Non-Hodgkin lymphoma,5,females,85+,1129
2022,Non-Hodgkin lymphoma,5,males,15–24,140
2022,Non-Hodgkin lymphoma,5,males,25–34,240
2022,Non-Hodgkin lymphoma,5,males,35–44,538
2022,Non-Hodgkin lymphoma,5,males,45–54,1205
2022,Non-Hodgkin lymphoma,5,males,55–64,2605
2022,Non-Hodgkin lymphoma,5,males,5–14,107
2022,Non-Hodgkin lymphoma,5,males,65–74,3875
2022,Non-Hodgkin lymphoma,5,males,75–84,3520
2022,Non-Hodgkin lymphoma,5,males,85+,1123
2022,Non-Hodgkin lymphoma,10,females,15–24,97
2022,Non-Hodgkin lymphoma,10,females,25–34,333
2022,Non-Hodgkin lymphoma,10,females,35–44,656
2022,Non-Hodgkin lymphoma,10,females,45–54,1417
2022,Non-Hodgkin lymphoma,10,females,55–64,3181
2022,Non-Hodgkin lymphoma,10,females,5–14,61
2022,Non-Hodgkin lymphoma,10,females,65–74,4973
2022,Non-Hodgkin lymphoma,10,females,75–84,4670
2022,Non-Hodgkin lymphoma,10,females,85+,2054
2022,Non-Hodgkin lymphoma,10,males,15–24,250
2022,Non-Hodgkin lymphoma,10,males,25–34,418
2022,Non-Hodgkin lymphoma,10,males,35–44,894
2022,Non-Hodgkin lymphoma,10,males,45–54,1990
2022,Non-Hodgkin lymphoma,10,males,55–64,4116
2022,Non-Hodgkin lymphoma,10,males,5–14,156
2022,Non-Hodgkin lymphoma,10,males,65–74,6410
2022,Non-Hodgkin lymphoma,10,males,75–84,5795
2022,Non-Hodgkin lymphoma,10,males,85+,2045
2023,Hodgkin lymphoma,1,females,15–24,64
2023,Hodgkin lymphoma,1,females,25–34,83
2023,Hodgkin lymphoma,1,females,35–44,51
2023,Hodgkin lymphoma,1,females,45–54,27
2023,Hodgkin lymphoma,1,females,55–64,27
2023,Hodgkin lymphoma,1,females,5–14,16
2023,Hodgkin lymphoma,1,females,65–74,33
2023,Hodgkin lymphoma,1,females,75–84,37
2023,Hodgkin lymphoma,1,females,85+,11
2023,Hodgkin lymphoma,1,males,15–24,65
2023,Hodgkin lymphoma,1,males,25–34,67
2023,Hodgkin lymphoma,1,males,35–44,61
2023,Hodgkin lymphoma,1,males,45–54,49
2023,Hodgkin lymphoma,1,males,55–64,62
2023,Hodgkin lymphoma,1,males,5–14,15
2023,Hodgkin lymphoma,1,males,65–74,51
2023,Hodgkin lymphoma,1,males,75–84,36
2023,Hodgkin lymphoma,1,males,85+,10
2023,Hodgkin lymphoma,5,females,15–24,276
2023,Hodgkin lymphoma,5,females,25–34,401
2023,Hodgkin lymphoma,5,females,35–44,270
2023,Hodgkin lymphoma,5,females,45–54,142
2023,Hodgkin lymphoma,5,females,55–64,130
2023,Hodgkin lymphoma,5,females,5–14,37
2023,Hodgkin lymphoma,5,females,65–74,144
2023,Hodgkin lymphoma,5,females,75–84,135
2023,Hodgkin lymphoma,5,females,85+,35
2023,Hodgkin lymphoma,5,males,15–24,279
2023,Hodgkin lymphoma,5,males,25–34,341
2023,Hodgkin lymphoma,5,males,35–44,299
2023,Hodgkin lymphoma,5,males,45–54,237
2023,Hodgkin lymphoma,5,males,55–64,262
2023,Hodgkin lymphoma,5,males,5–14,49
2023,Hodgkin lymphoma,5,males,65–74,225
2023,Hodgkin lymphoma,5,males,75–84,154
2023,Hodgkin lymphoma,5,males,85+,32
2023,Hodgkin lymphoma,10,females,15–24,400
2023,Hodgkin lymphoma,10,females,25–34,747
2023,Hodgkin lymphoma,10,females,35–44,569
2023,Hodgkin lymphoma,10,females,45–54,300
2023,Hodgkin lymphoma,10,females,55–64,257
2023,Hodgkin lymphoma,10,females,5–14,45
2023,Hodgkin lymphoma,10,females,65–74,257
2023,Hodgkin lymphoma,10,females,75–84,222
2023,Hodgkin lymphoma,10,females,85+,61
2023,Hodgkin lymphoma,10,males,15–24,399
2023,Hodgkin lymphoma,10,males,25–34,675
2023,Hodgkin lymphoma,10,males,35–44,603
2023,Hodgkin lymphoma,10,males,45–54,459
2023,Hodgkin lymphoma,10,males,55–64,455
2023,Hodgkin lymphoma,10,males,5–14,65
2023,Hodgkin lymphoma,10,males,65–74,375
2023,Hodgkin lymphoma,10,males,75–84,264
2023,Hodgkin lymphoma,10,males,85+,64
2023,Non-Hodgkin lymphoma,1,females,15–24,15
2023,Non-Hodgkin lymphoma,1,females,25–34,53
2023,Non-Hodgkin lymphoma,1,females,35–44,95
2023,Non-Hodgkin lymphoma,1,females,45–54,205
2023,Non-Hodgkin lymphoma,1,females,55–64,475
2023,Non-Hodgkin lymphoma,1,females,5–14,12
2023,Non-Hodgkin lymphoma,1,females,65–74,737
2023,Non-Hodgkin lymphoma,1,females,75–84,679
2023,Non-Hodgkin lymphoma,1,females,85+,270
2023,Non-Hodgkin lymphoma,1,males,15–24,34
2023,Non-Hodgkin lymphoma,1,males,25–34,57
2023,Non-Hodgkin lymphoma,1,males,35–44,125
2023,Non-Hodgkin lymphoma,1,males,45–54,298
2023,Non-Hodgkin lymphoma,1,males,55–64,649
2023,Non-Hodgkin lymphoma,1,males,5–14,27
2023,Non-Hodgkin lymphoma,1,males,65–74,978
2023,Non-Hodgkin lymphoma,1,males,75–84,920
2023,Non-Hodgkin lymphoma,1,males,85+,284
2023,Non-Hodgkin lymphoma,5,females,15–24,61
2023,Non-Hodgkin lymphoma,5,females,25–34,197
2023,Non-Hodgkin lymphoma,5,females,35–44,417
2023,Non-Hodgkin lymphoma,5,females,45–54,875
2023,Non-Hodgkin lymphoma,5,females,55–64,1941
2023,Non-Hodgkin lymphoma,5,females,5–14,50
2023,Non-Hodgkin lymphoma,5,females,65–74,3092
2023,Non-Hodgkin lymphoma,5,females,75–84,2875
2023,Non-Hodgkin lymphoma,5,females,85+,1194
2023,Non-Hodgkin lymphoma,5,males,15–24,149
2023,Non-Hodgkin lymphoma,5,males,25–34,240
2023,Non-Hodgkin lymphoma,5,males,35–44,520
2023,Non-Hodgkin lymphoma,5,males,45–54,1226
2023,Non-Hodgkin lymphoma,5,males,55–64,2651
2023,Non-Hodgkin lymphoma,5,males,5–14,108
2023,Non-Hodgkin lymphoma,5,males,65–74,3959
2023,Non-Hodgkin lymphoma,5,males,75–84,3747
2023,Non-Hodgkin lymphoma,5,males,85+,1194
2023,Non-Hodgkin lymphoma,10,females,15–24,94
2023,Non-Hodgkin lymphoma,10,females,25–34,340
2023,Non-Hodgkin lymphoma,10,females,35–44,669
2023,Non-Hodgkin lymphoma,10,females,45–54,1402
2023,Non-Hodgkin lymphoma,10,females,55–64,3190
2023,Non-Hodgkin lymphoma,10,females,5–14,64
2023,Non-Hodgkin lymphoma,10,females,65–74,5153
2023,Non-Hodgkin lymphoma,10,females,75–84,5005
2023,Non-Hodgkin lymphoma,10,females,85+,2189
2023,Non-Hodgkin lymphoma,10,males,15–24,256
2023,Non-Hodgkin lymphoma,10,males,25–34,420
2023,Non-Hodgkin lymphoma,10,males,35–44,880
2023,Non-Hodgkin lymphoma,10,males,45–54,2004
2023,Non-Hodgkin lymphoma,10,males,55–64,4195
2023,Non-Hodgkin lymphoma,10,males,5–14,156
2023,Non-Hodgkin lymphoma,10,males,65–74,6571
2023,Non-Hodgkin lymphoma,10,males,75–84,6201
2023,Non-Hodgkin lymphoma,10,males,85+,2184
2024,Hodgkin lymphoma,1,females,15–24,66
2024,Hodgkin lymphoma,1,females,25–34,87
2024,Hodgkin lymphoma,1,females,35–44,52
2024,Hodgkin lymphoma,1,females,45–54,25
2024,Hodgkin lymphoma,1,females,55–64,28
2024,Hodgkin lymphoma,1,females,5–14,17
2024,Hodgkin lymphoma,1,females,65–74,33
2024,Hodgkin lymphoma,1,females,75–84,41
2024,Hodgkin lymphoma,1,females,85+,11
2024,Hodgkin lymphoma,1,males,15–24,67
2024,Hodgkin lymphoma,1,males,25–34,69
2024,Hodgkin lymphoma,1,males,35–44,64
2024,Hodgkin lymphoma,1,males,45–54,49
2024,Hodgkin lymphoma,1,males,55–64,65
2024,Hodgkin lymphoma,1,males,5–14,13
2024,Hodgkin lymphoma,1,males,65–74,52
2024,Hodgkin lymphoma,1,males,75–84,38
2024,Hodgkin lymphoma,1,males,85+,10
2024,Hodgkin lymphoma,5,females,15–24,277
2024,Hodgkin lymphoma,5,females,25–34,402
2024,Hodgkin lymphoma,5,females,35–44,281
2024,Hodgkin lymphoma,5,females,45–54,144
2024,Hodgkin lymphoma,5,females,55–64,137
2024,Hodgkin lymphoma,5,females,5–14,38
2024,Hodgkin lymphoma,5,females,65–74,153
2024,Hodgkin lymphoma,5,females,75–84,147
2024,Hodgkin lymphoma,5,females,85+,36
2024,Hodgkin lymphoma,5,males,15–24,282
2024,Hodgkin lymphoma,5,males,25–34,345
2024,Hodgkin lymphoma,5,males,35–44,307
2024,Hodgkin lymphoma,5,males,45–54,240
2024,Hodgkin lymphoma,5,males,55–64,273
2024,Hodgkin lymphoma,5,males,5–14,47
2024,Hodgkin lymphoma,5,males,65–74,230
2024,Hodgkin lymphoma,5,males,75–84,164
2024,Hodgkin lymphoma,5,males,85+,36
2024,Hodgkin lymphoma,10,females,15–24,407
2024,Hodgkin lymphoma,10,females,25–34,768
2024,Hodgkin lymphoma,10,females,35–44,578
2024,Hodgkin lymphoma,10,females,45–54,306
2024,Hodgkin lymphoma,10,females,55–64,253
2024,Hodgkin lymphoma,10,females,5–14,48
2024,Hodgkin lymphoma,10,females,65–74,260
2024,Hodgkin lymphoma,10,females,75–84,237
2024,Hodgkin lymphoma,10,females,85+,67
2024,Hodgkin lymphoma,10,males,15–24,405
2024,Hodgkin lymphoma,10,males,25–34,682
2024,Hodgkin lymphoma,10,males,35–44,616
2024,Hodgkin lymphoma,10,males,45–54,457
2024,Hodgkin lymphoma,10,males,55–64,460
2024,Hodgkin lymphoma,10,males,5–14,62
2024,Hodgkin lymphoma,10,males,65–74,397
2024,Hodgkin lymphoma,10,males,75–84,276
2024,Hodgkin lymphoma,10,males,85+,70
2024,Non-Hodgkin lymphoma,1,females,15–24,14
2024,Non-Hodgkin lymphoma,1,females,25–34,53
2024,Non-Hodgkin lymphoma,1,females,35–44,97
2024,Non-Hodgkin lymphoma,1,females,45–54,203
2024,Non-Hodgkin lymphoma,1,females,55–64,481
2024,Non-Hodgkin lymphoma,1,females,5–14,12
2024,Non-Hodgkin lymphoma,1,females,65–74,754
2024,Non-Hodgkin lymphoma,1,females,75–84,718
2024,Non-Hodgkin lymphoma,1,females,85+,288
2024,Non-Hodgkin lymphoma,1,males,15–24,35
2024,Non-Hodgkin lymphoma,1,males,25–34,57
2024,Non-Hodgkin lymphoma,1,males,35–44,126
2024,Non-Hodgkin lymphoma,1,males,45–54,300
2024,Non-Hodgkin lymphoma,1,males,55–64,657
2024,Non-Hodgkin lymphoma,1,males,5–14,27
2024,Non-Hodgkin lymphoma,1,males,65–74,998
2024,Non-Hodgkin lymphoma,1,males,75–84,975
2024,Non-Hodgkin lymphoma,1,males,85+,302
2024,Non-Hodgkin lymphoma,5,females,15–24,58
2024,Non-Hodgkin lymphoma,5,females,25–34,212
2024,Non-Hodgkin lymphoma,5,females,35–44,433
2024,Non-Hodgkin lymphoma,5,females,45–54,889
2024,Non-Hodgkin lymphoma,5,females,55–64,1949
2024,Non-Hodgkin lymphoma,5,females,5–14,50
2024,Non-Hodgkin lymphoma,5,females,65–74,3162
2024,Non-Hodgkin lymphoma,5,females,75–84,3072
2024,Non-Hodgkin lymphoma,5,females,85+,1285
2024,Non-Hodgkin lymphoma,5,males,15–24,149
2024,Non-Hodgkin lymphoma,5,males,25–34,232
2024,Non-Hodgkin lymphoma,5,males,35–44,514
2024,Non-Hodgkin lymphoma,5,males,45–54,1232
2024,Non-Hodgkin lymphoma,5,males,55–64,2662
2024,Non-Hodgkin lymphoma,5,males,5–14,106
2024,Non-Hodgkin lymphoma,5,males,65–74,4055
2024,Non-Hodgkin lymphoma,5,males,75–84,3980
2024,Non-Hodgkin lymphoma,5,males,85+,1294
2024,Non-Hodgkin lymphoma,10,females,15–24,96
2024,Non-Hodgkin lymphoma,10,females,25–34,335
2024,Non-Hodgkin lymphoma,10,females,35–44,687
2024,Non-Hodgkin lymphoma,10,females,45–54,1392
2024,Non-Hodgkin lymphoma,10,females,55–64,3212
2024,Non-Hodgkin lymphoma,10,females,5–14,67
2024,Non-Hodgkin lymphoma,10,females,65–74,5292
2024,Non-Hodgkin lymphoma,10,females,75–84,5304
2024,Non-Hodgkin lymphoma,10,females,85+,2329
2024,Non-Hodgkin lymphoma,10,males,15–24,262
2024,Non-Hodgkin lymphoma,10,males,25–34,418
2024,Non-Hodgkin lymphoma,10,males,35–44,875
2024,Non-Hodgkin lymphoma,10,males,45–54,1997
2024,Non-Hodgkin lymphoma,10,males,55–64,4257
2024,Non-Hodgkin lymphoma,10,males,5–14,157
2024,Non-Hodgkin lymphoma,10,males,65–74,6724
2024,Non-Hodgkin lymphoma,10,males,75–84,6631
2024,Non-Hodgkin lymphoma,10,males,85+,2336
2025,Hodgkin lymphoma,1,females,15–24,68
2025,Hodgkin lymphoma,1,females,25–34,91
2025,Hodgkin lymphoma,1,females,35–44,52
2025,Hodgkin lymphoma,1,females,45–54,25
2025,Hodgkin lymphoma,1,females,55–64,28
2025,Hodgkin lymphoma,1,females,5–14,18
2025,Hodgkin lymphoma,1,females,65–74,33
2025,Hodgkin lymphoma,1,females,75–84,44
2025,Hodgkin lymphoma,1,females,85+,12
2025,Hodgkin lymphoma,1,males,15–24,70
2025,Hodgkin lymphoma,1,males,25–34,69
2025,Hodgkin lymphoma,1,males,35–44,66
2025,Hodgkin lymphoma,1,males,45–54,51
2025,Hodgkin lymphoma,1,males,55–64,67
2025,Hodgkin lymphoma,1,males,5–14,13
2025,Hodgkin lymphoma,1,males,65–74,51
2025,Hodgkin lymphoma,1,males,75–84,39
2025,Hodgkin lymphoma,1,males,85+,10
2025,Hodgkin lymphoma,5,females,15–24,274
2025,Hodgkin lymphoma,5,females,25–34,424
2025,Hodgkin lymphoma,5,females,35–44,289
2025,Hodgkin lymphoma,5,females,45–54,144
2025,Hodgkin lymphoma,5,females,55–64,136
2025,Hodgkin lymphoma,5,females,5–14,41
2025,Hodgkin lymphoma,5,females,65–74,157
2025,Hodgkin lymphoma,5,females,75–84,165
2025,Hodgkin lymphoma,5,females,85+,39
2025,Hodgkin lymphoma,5,males,15–24,282
2025,Hodgkin lymphoma,5,males,25–34,328
2025,Hodgkin lymphoma,5,males,35–44,321
2025,Hodgkin lymphoma,5,males,45–54,248
2025,Hodgkin lymphoma,5,males,55–64,282
2025,Hodgkin lymphoma,5,males,5–14,45
2025,Hodgkin lymphoma,5,males,65–74,233
2025,Hodgkin lymphoma,5,males,75–84,167
2025,Hodgkin lymphoma,5,males,85+,35
2025,Hodgkin lymphoma,10,females,15–24,416
2025,Hodgkin lymphoma,10,females,25–34,784
2025,Hodgkin lymphoma,10,females,35–44,593
2025,Hodgkin lymphoma,10,females,45–54,306
2025,Hodgkin lymphoma,10,females,55–64,262
2025,Hodgkin lymphoma,10,females,5–14,50
2025,Hodgkin lymphoma,10,females,65–74,273
2025,Hodgkin lymphoma,10,females,75–84,257
2025,Hodgkin lymphoma,10,females,85+,71
2025,Hodgkin lymphoma,10,males,15–24,410
2025,Hodgkin lymphoma,10,males,25–34,669
2025,Hodgkin lymphoma,10,males,35–44,621
2025,Hodgkin lymphoma,10,males,45–54,469
2025,Hodgkin lymphoma,10,males,55–64,477
2025,Hodgkin lymphoma,10,males,5–14,60
2025,Hodgkin lymphoma,10,males,65–74,408
2025,Hodgkin lymphoma,10,males,75–84,299
2025,Hodgkin lymphoma,10,males,85+,71
