year,cancer_group,duration,sex,age_group,prevalence
2011,Hodgkin lymphoma,5,females,5–14,16
2011,Hodgkin lymphoma,5,females,65–74,83
2011,Hodgkin lymphoma,5,females,75–84,55
2011,Hodgkin lymphoma,5,females,85+,13
2011,Hodgkin lymphoma,5,males,15–24,240
2011,Hodgkin lymphoma,5,males,25–34,307
2011,Hodgkin lymphoma,5,males,35–44,215
2011,Hodgkin lymphoma,5,males,45–54,205
2011,Hodgkin lymphoma,5,males,55–64,186
2011,Hodgkin lymphoma,5,males,5–14,36
2011,Hodgkin lymphoma,5,males,65–74,127
2011,Hodgkin lymphoma,5,males,75–84,74
2011,Hodgkin lymphoma,5,males,85+,16
2011,Hodgkin lymphoma,10,females,15–24,380
2011,Hodgkin lymphoma,10,females,25–34,577
2011,Hodgkin lymphoma,10,females,35–44,370
2011,Hodgkin lymphoma,10,females,45–54,255
2011,Hodgkin lymphoma,10,females,55–64,188
2011,Hodgkin lymphoma,10,females,5–14,18
2011,Hodgkin lymphoma,10,females,65–74,148
2011,Hodgkin lymphoma,10,females,75–84,98
2011,Hodgkin lymphoma,10,females,85+,28
2011,Hodgkin lymphoma,10,males,15–24,360
2011,Hodgkin lymphoma,10,males,25–34,577
2011,Hodgkin lymphoma,10,males,35–44,434
2011,Hodgkin lymphoma,10,males,45–54,370
2011,Hodgkin lymphoma,10,males,55–64,296
2011,Hodgkin lymphoma,10,males,5–14,50
2011,Hodgkin lymphoma,10,males,65–74,208
2011,Hodgkin lymphoma,10,males,75–84,117
2011,Hodgkin lymphoma,10,males,85+,25
2011,Non-Hodgkin lymphoma,1,females,15–24,15
2011,Non-Hodgkin lymphoma,1,females,25–34,36
2011,Non-Hodgkin lymphoma,1,females,35–44,88
2011,Non-Hodgkin lymphoma,1,females,45–54,215
2011,Non-Hodgkin lymphoma,1,females,55–64,400
2011,Non-Hodgkin lymphoma,1,females,5–14,7
2011,Non-Hodgkin lymphoma,1,females,65–74,416
2011,Non-Hodgkin lymphoma,1,females,75–84,368
2011,Non-Hodgkin lymphoma,1,females,85+,147
2011,Non-Hodgkin lymphoma,1,males,15–24,27
2011,Non-Hodgkin lymphoma,1,males,25–34,52
2011,Non-Hodgkin lymphoma,1,males,35–44,144
2011,Non-Hodgkin lymphoma,1,males,45–54,300
2011,Non-Hodgkin lymphoma,1,males,55–64,539
2011,Non-Hodgkin lymphoma,1,males,5–14,29
2011,Non-Hodgkin lymphoma,1,males,65–74,625
2011,Non-Hodgkin lymphoma,1,males,75–84,495
2011,Non-Hodgkin lymphoma,1,males,85+,128
2011,Non-Hodgkin lymphoma,5,females,15–24,80
2011,Non-Hodgkin lymphoma,5,females,25–34,157
2011,Non-Hodgkin lymphoma,5,females,35–44,399
2011,Non-Hodgkin lymphoma,5,females,45–54,830
2011,Non-Hodgkin lymphoma,5,females,55–64,1573
2011,Non-Hodgkin lymphoma,5,females,5–14,33
2011,Non-Hodgkin lymphoma,5,females,65–74,1816
2011,Non-Hodgkin lymphoma,5,females,75–84,1478
2011,Non-Hodgkin lymphoma,5,females,85+,604
2011,Non-Hodgkin lymphoma,5,males,15–24,133
2011,Non-Hodgkin lymphoma,5,males,25–34,238
2011,Non-Hodgkin lymphoma,5,males,35–44,527
2011,Non-Hodgkin lymphoma,5,males,45–54,1143
2011,Non-Hodgkin lymphoma,5,males,55–64,2026
2011,Non-Hodgkin lymphoma,5,males,5–14,92
2011,Non-Hodgkin lymphoma,5,males,65–74,2393
2011,Non-Hodgkin lymphoma,5,males,75–84,1793
2011,Non-Hodgkin lymphoma,5,males,85+,526
2011,Non-Hodgkin lymphoma,10,females,15–24,106
2011,Non-Hodgkin lymphoma,10,females,25–34,259
2011,Non-Hodgkin lymphoma,10,females,35–44,625
2011,Non-Hodgkin lymphoma,10,females,45–54,1294
2011,Non-Hodgkin lymphoma,10,females,55–64,2578
2011,Non-Hodgkin lymphoma,10,females,5–14,45
2011,Non-Hodgkin lymphoma,10,females,65–74,2967
2011,Non-Hodgkin lymphoma,10,females,75–84,2503
2011,Non-Hodgkin lymphoma,10,females,85+,1064
2011,Non-Hodgkin lymphoma,10,males,15–24,233
2011,Non-Hodgkin lymphoma,10,males,25–34,399
2011,Non-Hodgkin lymphoma,10,males,35–44,830
2011,Non-Hodgkin lymphoma,10,males,45–54,1853
2011,Non-Hodgkin lymphoma,10,males,55–64,3222
2011,Non-Hodgkin lymphoma,10,males,5–14,136
2011,Non-Hodgkin lymphoma,10,males,65–74,3835
2011,Non-Hodgkin lymphoma,10,males,75–84,2826
2011,Non-Hodgkin lymphoma,10,males,85+,908
2012,Hodgkin lymphoma,1,females,15–24,67
2012,Hodgkin lymphoma,1,females,25–34,51
2012,Hodgkin lymphoma,1,females,35–44,35
2012,Hodgkin lymphoma,1,females,45–54,30
2012,Hodgkin lymphoma,1,females,55–64,25
2012,Hodgkin lymphoma,1,females,5–14,5
2012,Hodgkin lymphoma,1,females,65–74,22
2012,Hodgkin lymphoma,1,females,75–84,15
2012,Hodgkin lymphoma,1,females,85+,4
2012,Hodgkin lymphoma,1,males,15–24,68
2012,Hodgkin lymphoma,1,males,25–34,71
2012,Hodgkin lymphoma,1,males,35–44,45
2012,Hodgkin lymphoma,1,males,45–54,48
2012,Hodgkin lymphoma,1,males,55–64,35
2012,Hodgkin lymphoma,1,males,5–14,21
2012,Hodgkin lymphoma,1,males,65–74,47
2012,Hodgkin lymphoma,1,males,75–84,24
2012,Hodgkin lymphoma,1,males,85+,4
2012,Hodgkin lymphoma,5,females,15–24,264
2012,Hodgkin lymphoma,5,females,25–34,307
2012,Hodgkin lymphoma,5,females,35–44,181
2012,Hodgkin lymphoma,5,females,45–54,135
2012,Hodgkin lymphoma,5,females,55–64,105
2012,Hodgkin lymphoma,5,females,5–14,17
2012,Hodgkin lymphoma,5,females,65–74,88
2012,Hodgkin lymphoma,5,females,75–84,53
2012,Hodgkin lymphoma,5,females,85+,14
2012,Hodgkin lymphoma,5,males,15–24,247
2012,Hodgkin lymphoma,5,males,25–34,329
2012,Hodgkin lymphoma,5,males,35–44,213
2012,Hodgkin lymphoma,5,males,45–54,228
2012,Hodgkin lymphoma,5,males,55–64,175
2012,Hodgkin lymphoma,5,males,5–14,49
2012,Hodgkin lymphoma,5,males,65–74,145
2012,Hodgkin lymphoma,5,males,75–84,81
2012,Hodgkin lymphoma,5,males,85+,10
2012,Hodgkin lymphoma,10,females,15–24,388
2012,Hodgkin lymphoma,10,females,25–34,578
2012,Hodgkin lymphoma,10,females,35–44,381
2012,Hodgkin lymphoma,10,females,45–54,272
2012,Hodgkin lymphoma,10,females,55–64,187
2012,Hodgkin lymphoma,10,females,5–14,21
2012,Hodgkin lymphoma,10,females,65–74,169
2012,Hodgkin lymphoma,10,females,75–84,94
2012,Hodgkin lymphoma,10,females,85+,32
2012,Hodgkin lymphoma,10,males,15–24,372
2012,Hodgkin lymphoma,10,males,25–34,625
2012,Hodgkin lymphoma,10,males,35–44,412
2012,Hodgkin lymphoma,10,males,45–54,410
2012,Hodgkin lymphoma,10,males,55–64,305
2012,Hodgkin lymphoma,10,males,5–14,57
2012,Hodgkin lymphoma,10,males,65–74,225
2012,Hodgkin lymphoma,10,males,75–84,127
2012,Hodgkin lymphoma,10,males,85+,21
2012,Non-Hodgkin lymphoma,1,females,15–24,15
2012,Non-Hodgkin lymphoma,1,females,25–34,44
2012,Non-Hodgkin lymphoma,1,females,35–44,101
2012,Non-Hodgkin lymphoma,1,females,45–54,242
2012,Non-Hodgkin lymphoma,1,females,55–64,394
2012,Non-Hodgkin lymphoma,1,females,5–14,8
2012,Non-Hodgkin lymphoma,1,females,65–74,444
2012,Non-Hodgkin lymphoma,1,females,75–84,420
2012,Non-Hodgkin lymphoma,1,females,85+,155
2012,Non-Hodgkin lymphoma,1,males,15–24,34
2012,Non-Hodgkin lymphoma,1,males,25–34,61
2012,Non-Hodgkin lymphoma,1,males,35–44,146
2012,Non-Hodgkin lymphoma,1,males,45–54,286
2012,Non-Hodgkin lymphoma,1,males,55–64,555
2012,Non-Hodgkin lymphoma,1,males,5–14,29
2012,Non-Hodgkin lymphoma,1,males,65–74,694
2012,Non-Hodgkin lymphoma,1,males,75–84,482
2012,Non-Hodgkin lymphoma,1,males,85+,146
2012,Non-Hodgkin lymphoma,5,females,15–24,69
2012,Non-Hodgkin lymphoma,5,females,25–34,177
2012,Non-Hodgkin lymphoma,5,females,35–44,413
2012,Non-Hodgkin lymphoma,5,females,45–54,872
2012,Non-Hodgkin lymphoma,5,females,55–64,1605
2012,Non-Hodgkin lymphoma,5,females,5–14,31
2012,Non-Hodgkin lymphoma,5,females,65–74,1909
2012,Non-Hodgkin lymphoma,5,females,75–84,1589
2012,Non-Hodgkin lymphoma,5,females,85+,651
2012,Non-Hodgkin lymphoma,5,males,15–24,135
2012,Non-Hodgkin lymphoma,5,males,25–34,251
2012,Non-Hodgkin lymphoma,5,males,35–44,558
2012,Non-Hodgkin lymphoma,5,males,45–54,1146
2012,Non-Hodgkin lymphoma,5,males,55–64,2159
2012,Non-Hodgkin lymphoma,5,males,5–14,102
2012,Non-Hodgkin lymphoma,5,males,65–74,2632
2012,Non-Hodgkin lymphoma,5,males,75–84,1820
2012,Non-Hodgkin lymphoma,5,males,85+,573
2012,Non-Hodgkin lymphoma,10,females,15–24,100
2012,Non-Hodgkin lymphoma,10,females,25–34,278
2012,Non-Hodgkin lymphoma,10,females,35–44,636
2012,Non-Hodgkin lymphoma,10,females,45–54,1347
2012,Non-Hodgkin lymphoma,10,females,55–64,2617
2012,Non-Hodgkin lymphoma,10,females,5–14,46
2012,Non-Hodgkin lymphoma,10,females,65–74,3156
2012,Non-Hodgkin lymphoma,10,females,75–84,2622
2012,Non-Hodgkin lymphoma,10,females,85+,1151
2012,Non-Hodgkin lymphoma,10,males,15–24,243
2012,Non-Hodgkin lymphoma,10,males,25–34,408
2012,Non-Hodgkin lymphoma,10,males,35–44,862
2012,Non-Hodgkin lymphoma,10,males,45–54,1855
2012,Non-Hodgkin lymphoma,10,males,55–64,3338
2012,Non-Hodgkin lymphoma,10,males,5–14,148
2012,Non-Hodgkin lymphoma,10,males,65–74,4186
2012,Non-Hodgkin lymphoma,10,males,75–84,2969
2012,Non-Hodgkin lymphoma,10,males,85+,983
2013,Hodgkin lymphoma,1,females,15–24,74
2013,Hodgkin lymphoma,1,females,25–34,56
2013,Hodgkin lymphoma,1,females,35–44,47
2013,Hodgkin lymphoma,1,females,45–54,44
2013,Hodgkin lymphoma,1,females,55–64,22
2013,Hodgkin lymphoma,1,females,5–14,5
2013,Hodgkin lymphoma,1,females,65–74,21
2013,Hodgkin lymphoma,1,females,75–84,16
2013,Hodgkin lymphoma,1,females,85+,8
2013,Hodgkin lymphoma,1,males,15–24,62
2013,Hodgkin lymphoma,1,males,25–34,64
2013,Hodgkin lymphoma,1,males,35–44,38
2013,Hodgkin lymphoma,1,males,45–54,33
2013,Hodgkin lymphoma,1,males,55–64,51
2013,Hodgkin lymphoma,1,males,5–14,15
2013,Hodgkin lymphoma,1,males,65–74,38
2013,Hodgkin lymphoma,1,males,75–84,20
2013,Hodgkin lymphoma,1,males,85+,6
2013,Hodgkin lymphoma,5,females,15–24,282
2013,Hodgkin lymphoma,5,females,25–34,309
2013,Hodgkin lymphoma,5,females,35–44,204
2013,Hodgkin lymphoma,5,females,45–54,156
2013,Hodgkin lymphoma,5,females,55–64,103
2013,Hodgkin lymphoma,5,females,5–14,17
2013,Hodgkin lymphoma,5,females,65–74,100
2013,Hodgkin lymphoma,5,females,75–84,59
2013,Hodgkin lymphoma,5,females,85+,20
2013,Hodgkin lymphoma,5,males,15–24,260
2013,Hodgkin lymphoma,5,males,25–34,330
2013,Hodgkin lymphoma,5,males,35–44,211
2013,Hodgkin lymphoma,5,males,45–54,213
2013,Hodgkin lymphoma,5,males,55–64,188
2013,Hodgkin lymphoma,5,males,5–14,54
2013,Hodgkin lymphoma,5,males,65–74,161
2013,Hodgkin lymphoma,5,males,75–84,87
2013,Hodgkin lymphoma,5,males,85+,16
2013,Hodgkin lymphoma,10,females,15–24,397
2013,Hodgkin lymphoma,10,females,25–34,613
2013,Hodgkin lymphoma,10,females,35–44,402
2013,Hodgkin lymphoma,10,females,45–54,292
2013,Hodgkin lymphoma,10,females,55–64,188
2013,Hodgkin lymphoma,10,females,5–14,21
2013,Hodgkin lymphoma,10,females,65–74,188
2013,Hodgkin lymphoma,10,females,75–84,92
2013,Hodgkin lymphoma,10,females,85+,32
2013,Hodgkin lymphoma,10,males,15–24,381
2013,Hodgkin lymphoma,10,males,25–34,638
2013,Hodgkin lymphoma,10,males,35–44,408
2013,Hodgkin lymphoma,10,males,45–54,397
2013,Hodgkin lymphoma,10,males,55–64,337
2013,Hodgkin lymphoma,10,males,5–14,57
2013,Hodgkin lymphoma,10,males,65–74,246
2013,Hodgkin lymphoma,10,males,75–84,146
2013,Hodgkin lymphoma,10,males,85+,26
2013,Non-Hodgkin lymphoma,1,females,15–24,12
2013,Non-Hodgkin lymphoma,1,females,25–34,42
2013,Non-Hodgkin lymphoma,1,females,35–44,101
2013,Non-Hodgkin lymphoma,1,females,45–54,233
2013,Non-Hodgkin lymphoma,1,females,55–64,358
2013,Non-Hodgkin lymphoma,1,females,5–14,10
2013,Non-Hodgkin lymphoma,1,females,65–74,489
2013,Non-Hodgkin lymphoma,1,females,75–84,406
2013,Non-Hodgkin lymphoma,1,females,85+,164
2013,Non-Hodgkin lymphoma,1,males,15–24,34
2013,Non-Hodgkin lymphoma,1,males,25–34,64
2013,Non-Hodgkin lymphoma,1,males,35–44,135
2013,Non-Hodgkin lymphoma,1,males,45–54,275
2013,Non-Hodgkin lymphoma,1,males,55–64,520
2013,Non-Hodgkin lymphoma,1,males,5–14,21
2013,Non-Hodgkin lymphoma,1,males,65–74,725
2013,Non-Hodgkin lymphoma,1,males,75–84,514
2013,Non-Hodgkin lymphoma,1,males,85+,177
2013,Non-Hodgkin lymphoma,5,females,15–24,63
2013,Non-Hodgkin lymphoma,5,females,25–34,183
2013,Non-Hodgkin lymphoma,5,females,35–44,422
2013,Non-Hodgkin lymphoma,5,females,45–54,895
2013,Non-Hodgkin lymphoma,5,females,55–64,1614
2013,Non-Hodgkin lymphoma,5,females,5–14,31
2013,Non-Hodgkin lymphoma,5,females,65–74,2021
2013,Non-Hodgkin lymphoma,5,females,75–84,1624
2013,Non-Hodgkin lymphoma,5,females,85+,688
2013,Non-Hodgkin lymphoma,5,males,15–24,141
2013,Non-Hodgkin lymphoma,5,males,25–34,262
2013,Non-Hodgkin lymphoma,5,males,35–44,570
2013,Non-Hodgkin lymphoma,5,males,45–54,1136
2013,Non-Hodgkin lymphoma,5,males,55–64,2154
2013,Non-Hodgkin lymphoma,5,males,5–14,97
2013,Non-Hodgkin lymphoma,5,males,65–74,2872
2013,Non-Hodgkin lymphoma,5,males,75–84,1945
2013,Non-Hodgkin lymphoma,5,males,85+,661
2013,Non-Hodgkin lymphoma,10,females,15–24,101
2013,Non-Hodgkin lymphoma,10,females,25–34,288
2013,Non-Hodgkin lymphoma,10,females,35–44,642
2013,Non-Hodgkin lymphoma,10,females,45–54,1388
2013,Non-Hodgkin lymphoma,10,females,55–64,2657
2013,Non-Hodgkin lymphoma,10,females,5–14,45
2013,Non-Hodgkin lymphoma,10,females,65–74,3338
2013,Non-Hodgkin lymphoma,10,females,75–84,2709
2013,Non-Hodgkin lymphoma,10,females,85+,1234
2013,Non-Hodgkin lymphoma,10,males,15–24,248
2013,Non-Hodgkin lymphoma,10,males,25–34,423
2013,Non-Hodgkin lymphoma,10,males,35–44,871
2013,Non-Hodgkin lymphoma,10,males,45–54,1853
2013,Non-Hodgkin lymphoma,10,males,55–64,3393
2013,Non-Hodgkin lymphoma,10,males,5–14,141
2013,Non-Hodgkin lymphoma,10,males,65–74,4495
2013,Non-Hodgkin lymphoma,10,males,75–84,3120
2013,Non-Hodgkin lymphoma,10,males,85+,1109
2014,Hodgkin lymphoma,1,females,15–24,55
2014,Hodgkin lymphoma,1,females,25–34,69
2014,Hodgkin lymphoma,1,females,35–44,38
2014,Hodgkin lymphoma,1,females,45–54,32
2014,Hodgkin lymphoma,1,females,55–64,26
2014,Hodgkin lymphoma,1,females,5–14,12
2014,Hodgkin lymphoma,1,females,65–74,31
2014,Hodgkin lymphoma,1,females,75–84,17
2014,Hodgkin lymphoma,1,females,85+,4
2014,Hodgkin lymphoma,1,males,15–24,55
2014,Hodgkin lymphoma,1,males,25–34,70
2014,Hodgkin lymphoma,1,males,35–44,56
2014,Hodgkin lymphoma,1,males,45–54,49
2014,Hodgkin lymphoma,1,males,55–64,29
2014,Hodgkin lymphoma,1,males,5–14,14
2014,Hodgkin lymphoma,1,males,65–74,41
2014,Hodgkin lymphoma,1,males,75–84,14
2014,Hodgkin lymphoma,1,males,85+,2
2014,Hodgkin lymphoma,5,females,15–24,268
2014,Hodgkin lymphoma,5,females,25–34,313
2014,Hodgkin lymphoma,5,females,35–44,208
2014,Hodgkin lymphoma,5,females,45–54,154
2014,Hodgkin lymphoma,5,females,55–64,120
2014,Hodgkin lymphoma,5,females,5–14,26
2014,Hodgkin lymphoma,5,females,65–74,104
2014,Hodgkin lymphoma,5,females,75–84,62
2014,Hodgkin lymphoma,5,females,85+,18
2014,Hodgkin lymphoma,5,males,15–24,256
2014,Hodgkin lymphoma,5,males,25–34,330
2014,Hodgkin lymphoma,5,males,35–44,241
2014,Hodgkin lymphoma,5,males,45–54,209
2014,Hodgkin lymphoma,5,males,55–64,180
2014,Hodgkin lymphoma,5,males,5–14,52
2014,Hodgkin lymphoma,5,males,65–74,182
2014,Hodgkin lymphoma,5,males,75–84,82
2014,Hodgkin lymphoma,5,males,85+,13
2014,Hodgkin lymphoma,10,females,15–24,392
2014,Hodgkin lymphoma,10,females,25–34,634
2014,Hodgkin lymphoma,10,females,35–44,416
2014,Hodgkin lymphoma,10,females,45–54,279
2014,Hodgkin lymphoma,10,females,55–64,207
2014,Hodgkin lymphoma,10,females,5–14,29
2014,Hodgkin lymphoma,10,females,65–74,186
2014,Hodgkin lymphoma,10,females,75–84,106
2014,Hodgkin lymphoma,10,females,85+,27
2014,Hodgkin lymphoma,10,males,15–24,389
2014,Hodgkin lymphoma,10,males,25–34,647
2014,Hodgkin lymphoma,10,males,35–44,457
2014,Hodgkin lymphoma,10,males,45–54,396
2014,Hodgkin lymphoma,10,males,55–64,328
2014,Hodgkin lymphoma,10,males,5–14,56
2014,Hodgkin lymphoma,10,males,65–74,281
2014,Hodgkin lymphoma,10,males,75–84,140
2014,Hodgkin lymphoma,10,males,85+,22
2014,Non-Hodgkin lymphoma,1,females,15–24,25
2014,Non-Hodgkin lymphoma,1,females,25–34,41
2014,Non-Hodgkin lymphoma,1,females,35–44,94
2014,Non-Hodgkin lymphoma,1,females,45–54,205
2014,Non-Hodgkin lymphoma,1,females,55–64,426
2014,Non-Hodgkin lymphoma,1,females,5–14,5
2014,Non-Hodgkin lymphoma,1,females,65–74,602
2014,Non-Hodgkin lymphoma,1,females,75–84,461
2014,Non-Hodgkin lymphoma,1,females,85+,194
2014,Non-Hodgkin lymphoma,1,males,15–24,34
2014,Non-Hodgkin lymphoma,1,males,25–34,57
2014,Non-Hodgkin lymphoma,1,males,35–44,154
2014,Non-Hodgkin lymphoma,1,males,45–54,296
2014,Non-Hodgkin lymphoma,1,males,55–64,571
2014,Non-Hodgkin lymphoma,1,males,5–14,19
2014,Non-Hodgkin lymphoma,1,males,65–74,731
2014,Non-Hodgkin lymphoma,1,males,75–84,556
2014,Non-Hodgkin lymphoma,1,males,85+,154
2014,Non-Hodgkin lymphoma,5,females,15–24,75
2014,Non-Hodgkin lymphoma,5,females,25–34,177
2014,Non-Hodgkin lymphoma,5,females,35–44,393
2014,Non-Hodgkin lymphoma,5,females,45–54,908
2014,Non-Hodgkin lymphoma,5,females,55–64,1669
2014,Non-Hodgkin lymphoma,5,females,5–14,26
2014,Non-Hodgkin lymphoma,5,females,65–74,2231
2014,Non-Hodgkin lymphoma,5,females,75–84,1733
2014,Non-Hodgkin lymphoma,5,females,85+,721
2014,Non-Hodgkin lymphoma,5,males,15–24,144
2014,Non-Hodgkin lymphoma,5,males,25–34,256
2014,Non-Hodgkin lymphoma,5,males,35–44,590
2014,Non-Hodgkin lymphoma,5,males,45–54,1169
2014,Non-Hodgkin lymphoma,5,males,55–64,2228
2014,Non-Hodgkin lymphoma,5,males,5–14,87
2014,Non-Hodgkin lymphoma,5,males,65–74,3004
2014,Non-Hodgkin lymphoma,5,males,75–84,2115
2014,Non-Hodgkin lymphoma,5,males,85+,676
2014,Non-Hodgkin lymphoma,10,females,15–24,111
2014,Non-Hodgkin lymphoma,10,females,25–34,293
2014,Non-Hodgkin lymphoma,10,females,35–44,609
2014,Non-Hodgkin lymphoma,10,females,45–54,1439
2014,Non-Hodgkin lymphoma,10,females,55–64,2732
2014,Non-Hodgkin lymphoma,10,females,5–14,41
2014,Non-Hodgkin lymphoma,10,females,65–74,3648
2014,Non-Hodgkin lymphoma,10,females,75–84,2848
2014,Non-Hodgkin lymphoma,10,females,85+,1314
2014,Non-Hodgkin lymphoma,10,males,15–24,246
2014,Non-Hodgkin lymphoma,10,males,25–34,434
2014,Non-Hodgkin lymphoma,10,males,35–44,909
2014,Non-Hodgkin lymphoma,10,males,45–54,1868
2014,Non-Hodgkin lymphoma,10,males,55–64,3489
2014,Non-Hodgkin lymphoma,10,males,5–14,132
2014,Non-Hodgkin lymphoma,10,males,65–74,4777
2014,Non-Hodgkin lymphoma,10,males,75–84,3354
2014,Non-Hodgkin lymphoma,10,males,85+,1172
2015,Hodgkin lymphoma,1,females,15–24,62
2015,Hodgkin lymphoma,1,females,25–34,70
2015,Hodgkin lymphoma,1,females,35–44,43
2015,Hodgkin lymphoma,1,females,45–54,19
2015,Hodgkin lymphoma,1,females,55–64,21
2015,Hodgkin lymphoma,1,females,5–14,10
2015,Hodgkin lymphoma,1,females,65–74,28
2015,Hodgkin lymphoma,1,females,75–84,12
2015,Hodgkin lymphoma,1,females,85+,7
2015,Hodgkin lymphoma,1,males,15–24,78
2015,Hodgkin lymphoma,1,males,25–34,77
2015,Hodgkin lymphoma,1,males,35–44,40
2015,Hodgkin lymphoma,1,males,45–54,38
2015,Hodgkin lymphoma,1,males,55–64,44
2015,Hodgkin lymphoma,1,males,5–14,17
2015,Hodgkin lymphoma,1,males,65–74,26
2015,Hodgkin lymphoma,1,males,75–84,27
2015,Hodgkin lymphoma,1,males,85+,13
2015,Hodgkin lymphoma,5,females,15–24,263
2015,Hodgkin lymphoma,5,females,25–34,328
2015,Hodgkin lymphoma,5,females,35–44,204
2015,Hodgkin lymphoma,5,females,45–54,149
2015,Hodgkin lymphoma,5,females,55–64,118
2015,Hodgkin lymphoma,5,females,5–14,28
2015,Hodgkin lymphoma,5,females,65–74,115
2015,Hodgkin lymphoma,5,females,75–84,64
2015,Hodgkin lymphoma,5,females,85+,18
2015,Hodgkin lymphoma,5,males,15–24,284
2015,Hodgkin lymphoma,5,males,25–34,352
2015,Hodgkin lymphoma,5,males,35–44,237
2015,Hodgkin lymphoma,5,males,45–54,193
2015,Hodgkin lymphoma,5,males,55–64,185
2015,Hodgkin lymphoma,5,males,5–14,55
2015,Hodgkin lymphoma,5,males,65–74,173
2015,Hodgkin lymphoma,5,males,75–84,97
2015,Hodgkin lymphoma,5,males,85+,28
2015,Hodgkin lymphoma,10,females,15–24,384
2015,Hodgkin lymphoma,10,females,25–34,645
2015,Hodgkin lymphoma,10,females,35–44,433
2015,Hodgkin lymphoma,10,females,45–54,262
2015,Hodgkin lymphoma,10,females,55–64,221
2015,Hodgkin lymphoma,10,females,5–14,31
2015,Hodgkin lymphoma,10,females,65–74,195
2015,Hodgkin lymphoma,10,females,75–84,114
2015,Hodgkin lymphoma,10,females,85+,30
2015,Hodgkin lymphoma,10,males,15–24,398
2015,Hodgkin lymphoma,10,males,25–34,671
2015,Hodgkin lymphoma,10,males,35–44,466
2015,Hodgkin lymphoma,10,males,45–54,385
2015,Hodgkin lymphoma,10,males,55–64,351
2015,Hodgkin lymphoma,10,males,5–14,64
2015,Hodgkin lymphoma,10,males,65–74,284
2015,Hodgkin lymphoma,10,males,75–84,159
2015,Hodgkin lymphoma,10,males,85+,41
2015,Non-Hodgkin lymphoma,1,females,15–24,25
2015,Non-Hodgkin lymphoma,1,females,25–34,42
2015,Non-Hodgkin lymphoma,1,females,35–44,88
2015,Non-Hodgkin lymphoma,1,females,45–54,218
2015,Non-Hodgkin lymphoma,1,females,55–64,432
2015,Non-Hodgkin lymphoma,1,females,5–14,8
2015,Non-Hodgkin lymphoma,1,females,65–74,583
2015,Non-Hodgkin lymphoma,1,females,75–84,437
2015,Non-Hodgkin lymphoma,1,females,85+,164
2015,Non-Hodgkin lymphoma,1,males,15–24,30
2015,Non-Hodgkin lymphoma,1,males,25–34,68
2015,Non-Hodgkin lymphoma,1,males,35–44,143
2015,Non-Hodgkin lymphoma,1,males,45–54,278
2015,Non-Hodgkin lymphoma,1,males,55–64,526
2015,Non-Hodgkin lymphoma,1,males,5–14,25
2015,Non-Hodgkin lymphoma,1,males,65–74,724
2015,Non-Hodgkin lymphoma,1,males,75–84,557
2015,Non-Hodgkin lymphoma,1,males,85+,227
2015,Non-Hodgkin lymphoma,5,females,15–24,75
2015,Non-Hodgkin lymphoma,5,females,25–34,175
2015,Non-Hodgkin lymphoma,5,females,35–44,380
2015,Non-Hodgkin lymphoma,5,females,45–54,912
2015,Non-Hodgkin lymphoma,5,females,55–64,1752
2015,Non-Hodgkin lymphoma,5,females,5–14,26
2015,Non-Hodgkin lymphoma,5,females,65–74,2342
2015,Non-Hodgkin lymphoma,5,females,75–84,1807
2015,Non-Hodgkin lymphoma,5,females,85+,736
2015,Non-Hodgkin lymphoma,5,males,15–24,147
2015,Non-Hodgkin lymphoma,5,males,25–34,261
2015,Non-Hodgkin lymphoma,5,males,35–44,591
2015,Non-Hodgkin lymphoma,5,males,45–54,1161
2015,Non-Hodgkin lymphoma,5,males,55–64,2236
2015,Non-Hodgkin lymphoma,5,males,5–14,95
2015,Non-Hodgkin lymphoma,5,males,65–74,3042
2015,Non-Hodgkin lymphoma,5,males,75–84,2276
2015,Non-Hodgkin lymphoma,5,males,85+,784
2015,Non-Hodgkin lymphoma,10,females,15–24,121
2015,Non-Hodgkin lymphoma,10,females,25–34,297
2015,Non-Hodgkin lymphoma,10,females,35–44,608
2015,Non-Hodgkin lymphoma,10,females,45–54,1447
2015,Non-Hodgkin lymphoma,10,females,55–64,2793
2015,Non-Hodgkin lymphoma,10,females,5–14,43
2015,Non-Hodgkin lymphoma,10,females,65–74,3873
2015,Non-Hodgkin lymphoma,10,females,75–84,2973
2015,Non-Hodgkin lymphoma,10,females,85+,1342
2015,Non-Hodgkin lymphoma,10,males,15–24,242
2015,Non-Hodgkin lymphoma,10,males,25–34,436
2015,Non-Hodgkin lymphoma,10,males,35–44,916
2015,Non-Hodgkin lymphoma,10,males,45–54,1866
2015,Non-Hodgkin lymphoma,10,males,55–64,3565
2015,Non-Hodgkin lymphoma,10,males,5–14,136
2015,Non-Hodgkin lymphoma,10,males,65–74,4934
2015,Non-Hodgkin lymphoma,10,males,75–84,3570
2015,Non-Hodgkin lymphoma,10,males,85+,1306
2016,Hodgkin lymphoma,1,females,15–24,79
2016,Hodgkin lymphoma,1,females,25–34,78
2016,Hodgkin lymphoma,1,females,35–44,49
2016,Hodgkin lymphoma,1,females,45–54,25
2016,Hodgkin lymphoma,1,females,55–64,26
2016,Hodgkin lymphoma,1,females,5–14,12
2016,Hodgkin lymphoma,1,females,65–74,27
2016,Hodgkin lymphoma,1,females,75–84,22
