year,sex,age_group,subtype,count
1993,males,25–34,mantle_cell,1
1993,males,35–44,dlbcl,54
1993,males,35–44,follicular,47
1993,males,35–44,hodgkin,27
1993,males,35–44,mantle_cell,3
1993,males,45–54,dlbcl,71
1993,males,45–54,follicular,75
1993,males,45–54,hodgkin,22
1993,males,45–54,mantle_cell,11
1993,males,55–64,dlbcl,102
1993,males,55–64,follicular,85
1993,males,55–64,hodgkin,21
1993,males,55–64,mantle_cell,16
1993,males,5–14,dlbcl,4
1993,males,5–14,follicular,0
1993,males,5–14,hodgkin,16
1993,males,5–14,mantle_cell,0
1993,males,65–74,dlbcl,130
1993,males,65–74,follicular,77
1993,males,65–74,hodgkin,18
1993,males,65–74,mantle_cell,26
1993,males,75–84,dlbcl,102
1993,males,75–84,follicular,37
1993,males,75–84,hodgkin,7
1993,males,75–84,mantle_cell,16
1993,males,85+,dlbcl,22
1993,males,85+,follicular,5
1993,males,85+,hodgkin,2
1993,males,85+,mantle_cell,3
1994,females,15–24,dlbcl,7
1994,females,15–24,follicular,2
1994,females,15–24,hodgkin,41
1994,females,15–24,mantle_cell,0
1994,females,25–34,dlbcl,16
1994,females,25–34,follicular,6
1994,females,25–34,hodgkin,32
1994,females,25–34,mantle_cell,0
1994,females,35–44,dlbcl,28
1994,females,35–44,follicular,37
1994,females,35–44,hodgkin,23
1994,females,35–44,mantle_cell,1
1994,females,45–54,dlbcl,51
1994,females,45–54,follicular,62
1994,females,45–54,hodgkin,10
1994,females,45–54,mantle_cell,3
1994,females,55–64,dlbcl,73
1994,females,55–64,follicular,78
1994,females,55–64,hodgkin,13
1994,females,55–64,mantle_cell,6
1994,females,5–14,dlbcl,1
1994,females,5–14,follicular,0
1994,females,5–14,hodgkin,6
1994,females,5–14,mantle_cell,0
1994,females,65–74,dlbcl,119
1994,females,65–74,follicular,79
1994,females,65–74,hodgkin,20
1994,females,65–74,mantle_cell,9
1994,females,75–84,dlbcl,126
1994,females,75–84,follicular,52
1994,females,75–84,hodgkin,12
1994,females,75–84,mantle_cell,7
1994,females,85+,dlbcl,31
1994,females,85+,follicular,10
1994,females,85+,hodgkin,2
1994,females,85+,mantle_cell,3
1994,males,15–24,dlbcl,10
1994,males,15–24,follicular,3
1994,males,15–24,hodgkin,32
1994,males,15–24,mantle_cell,0
1994,males,25–34,dlbcl,25
1994,males,25–34,follicular,13
1994,males,25–34,hodgkin,34
1994,males,25–34,mantle_cell,1
1994,males,35–44,dlbcl,51
1994,males,35–44,follicular,44
1994,males,35–44,hodgkin,31
1994,males,35–44,mantle_cell,3
1994,males,45–54,dlbcl,77
1994,males,45–54,follicular,81
1994,males,45–54,hodgkin,28
1994,males,45–54,mantle_cell,12
1994,males,55–64,dlbcl,91
1994,males,55–64,follicular,76
1994,males,55–64,hodgkin,20
1994,males,55–64,mantle_cell,14
1994,males,5–14,dlbcl,4
1994,males,5–14,follicular,0
1994,males,5–14,hodgkin,13
1994,males,5–14,mantle_cell,0
1994,males,65–74,dlbcl,138
1994,males,65–74,follicular,82
1994,males,65–74,hodgkin,29
1994,males,65–74,mantle_cell,28
1994,males,75–84,dlbcl,101
1994,males,75–84,follicular,36
1994,males,75–84,hodgkin,10
1994,males,75–84,mantle_cell,16
1994,males,85+,dlbcl,19
1994,males,85+,follicular,5
1994,males,85+,hodgkin,2
1994,males,85+,mantle_cell,2
1995,females,15–24,dlbcl,11
1995,females,15–24,follicular,3
1995,females,15–24,hodgkin,47
1995,females,15–24,mantle_cell,0
1995,females,25–34,dlbcl,15
1995,females,25–34,follicular,6
1995,females,25–34,hodgkin,38
1995,females,25–34,mantle_cell,0
1995,females,35–44,dlbcl,24
1995,females,35–44,follicular,31
1995,females,35–44,hodgkin,23
1995,females,35–44,mantle_cell,1
1995,females,45–54,dlbcl,56
1995,females,45–54,follicular,67
1995,females,45–54,hodgkin,13
1995,females,45–54,mantle_cell,4
1995,females,55–64,dlbcl,77
1995,females,55–64,follicular,83
1995,females,55–64,hodgkin,10
1995,females,55–64,mantle_cell,6
1995,females,5–14,dlbcl,1
1995,females,5–14,follicular,1
1995,females,5–14,hodgkin,5
1995,females,5–14,mantle_cell,0
1995,females,65–74,dlbcl,130
1995,females,65–74,follicular,86
1995,females,65–74,hodgkin,11
1995,females,65–74,mantle_cell,10
1995,females,75–84,dlbcl,139
1995,females,75–84,follicular,57
1995,females,75–84,hodgkin,6
1995,females,75–84,mantle_cell,8
1995,females,85+,dlbcl,37
1995,females,85+,follicular,12
1995,females,85+,hodgkin,1
1995,females,85+,mantle_cell,4
1995,males,15–24,dlbcl,11
1995,males,15–24,follicular,3
1995,males,15–24,hodgkin,32
1995,males,15–24,mantle_cell,0
1995,males,25–34,dlbcl,35
1995,males,25–34,follicular,18
1995,males,25–34,hodgkin,35
1995,males,25–34,mantle_cell,1
1995,males,35–44,dlbcl,51
1995,males,35–44,follicular,44
1995,males,35–44,hodgkin,37
1995,males,35–44,mantle_cell,3
1995,males,45–54,dlbcl,75
1995,males,45–54,follicular,79
1995,males,45–54,hodgkin,19
1995,males,45–54,mantle_cell,12
1995,males,55–64,dlbcl,95
1995,males,55–64,follicular,80
1995,males,55–64,hodgkin,15
1995,males,55–64,mantle_cell,15
1995,males,5–14,dlbcl,3
1995,males,5–14,follicular,0
1995,males,5–14,hodgkin,14
1995,males,5–14,mantle_cell,0
1995,males,65–74,dlbcl,140
1995,males,65–74,follicular,83
1995,males,65–74,hodgkin,21
1995,males,65–74,mantle_cell,28
1995,males,75–84,dlbcl,96
1995,males,75–84,follicular,35
1995,males,75–84,hodgkin,10
1995,males,75–84,mantle_cell,15
1995,males,85+,dlbcl,19
1995,males,85+,follicular,5
1995,males,85+,hodgkin,2
1995,males,85+,mantle_cell,2
1996,females,15–24,dlbcl,8
1996,females,15–24,follicular,2
1996,females,15–24,hodgkin,49
1996,females,15–24,mantle_cell,0
1996,females,25–34,dlbcl,12
1996,females,25–34,follicular,5
1996,females,25–34,hodgkin,34
1996,females,25–34,mantle_cell,0
1996,females,35–44,dlbcl,27
1996,females,35–44,follicular,36
1996,females,35–44,hodgkin,22
1996,females,35–44,mantle_cell,1
1996,females,45–54,dlbcl,62
1996,females,45–54,follicular,75
1996,females,45–54,hodgkin,16
1996,females,45–54,mantle_cell,4
1996,females,55–64,dlbcl,69
1996,females,55–64,follicular,74
1996,females,55–64,hodgkin,10
1996,females,55–64,mantle_cell,6
1996,females,5–14,dlbcl,1
1996,females,5–14,follicular,1
1996,females,5–14,hodgkin,6
1996,females,5–14,mantle_cell,0
1996,females,65–74,dlbcl,142
1996,females,65–74,follicular,95
1996,females,65–74,hodgkin,15
1996,females,65–74,mantle_cell,10
1996,females,75–84,dlbcl,134
1996,females,75–84,follicular,56
1996,females,75–84,hodgkin,11
1996,females,75–84,mantle_cell,8
1996,females,85+,dlbcl,32
1996,females,85+,follicular,10
1996,females,85+,hodgkin,3
1996,females,85+,mantle_cell,3
1996,males,15–24,dlbcl,12
1996,males,15–24,follicular,4
1996,males,15–24,hodgkin,51
1996,males,15–24,mantle_cell,0
1996,males,25–34,dlbcl,36
1996,males,25–34,follicular,19
1996,males,25–34,hodgkin,36
1996,males,25–34,mantle_cell,1
1996,males,35–44,dlbcl,51
1996,males,35–44,follicular,44
1996,males,35–44,hodgkin,31
1996,males,35–44,mantle_cell,3
1996,males,45–54,dlbcl,75
1996,males,45–54,follicular,79
1996,males,45–54,hodgkin,34
1996,males,45–54,mantle_cell,12
1996,males,55–64,dlbcl,106
1996,males,55–64,follicular,90
1996,males,55–64,hodgkin,18
1996,males,55–64,mantle_cell,17
1996,males,5–14,dlbcl,4
1996,males,5–14,follicular,0
1996,males,5–14,hodgkin,15
1996,males,5–14,mantle_cell,0
1996,males,65–74,dlbcl,152
1996,males,65–74,follicular,90
1996,males,65–74,hodgkin,22
1996,males,65–74,mantle_cell,30
1996,males,75–84,dlbcl,118
1996,males,75–84,follicular,42
1996,males,75–84,hodgkin,18
1996,males,75–84,mantle_cell,19
1996,males,85+,dlbcl,29
1996,males,85+,follicular,7
1996,males,85+,hodgkin,0
1996,males,85+,mantle_cell,4
1997,females,15–24,dlbcl,8
1997,females,15–24,follicular,2
1997,females,15–24,hodgkin,39
1997,females,15–24,mantle_cell,0
1997,females,25–34,dlbcl,14
1997,females,25–34,follicular,6
1997,females,25–34,hodgkin,51
1997,females,25–34,mantle_cell,0
1997,females,35–44,dlbcl,27
1997,females,35–44,follicular,35
1997,females,35–44,hodgkin,24
1997,females,35–44,mantle_cell,1
1997,females,45–54,dlbcl,62
1997,females,45–54,follicular,74
1997,females,45–54,hodgkin,15
1997,females,45–54,mantle_cell,4
1997,females,55–64,dlbcl,73
1997,females,55–64,follicular,78
1997,females,55–64,hodgkin,20
1997,females,55–64,mantle_cell,6
1997,females,5–14,dlbcl,2
1997,females,5–14,follicular,1
1997,females,5–14,hodgkin,13
1997,females,5–14,mantle_cell,0
1997,females,65–74,dlbcl,136
1997,females,65–74,follicular,91
1997,females,65–74,hodgkin,17
1997,females,65–74,mantle_cell,10
1997,females,75–84,dlbcl,143
1997,females,75–84,follicular,59
1997,females,75–84,hodgkin,12
1997,females,75–84,mantle_cell,8
1997,females,85+,dlbcl,44
1997,females,85+,follicular,14
1997,females,85+,hodgkin,1
1997,females,85+,mantle_cell,4
1997,males,15–24,dlbcl,12
1997,males,15–24,follicular,4
1997,males,15–24,hodgkin,42
1997,males,15–24,mantle_cell,0
1997,males,25–34,dlbcl,27
1997,males,25–34,follicular,14
1997,males,25–34,hodgkin,54
1997,males,25–34,mantle_cell,1
1997,males,35–44,dlbcl,45
1997,males,35–44,follicular,39
1997,males,35–44,hodgkin,37
1997,males,35–44,mantle_cell,3
1997,males,45–54,dlbcl,77
1997,males,45–54,follicular,81
1997,males,45–54,hodgkin,18
1997,males,45–54,mantle_cell,12
1997,males,55–64,dlbcl,110
1997,males,55–64,follicular,93
1997,males,55–64,hodgkin,18
1997,males,55–64,mantle_cell,17
1997,males,5–14,dlbcl,4
1997,males,5–14,follicular,0
1997,males,5–14,hodgkin,9
1997,males,5–14,mantle_cell,0
1997,males,65–74,dlbcl,156
1997,males,65–74,follicular,92
1997,males,65–74,hodgkin,18
1997,males,65–74,mantle_cell,31
1997,males,75–84,dlbcl,120
1997,males,75–84,follicular,43
1997,males,75–84,hodgkin,8
1997,males,75–84,mantle_cell,19
1997,males,85+,dlbcl,36
1997,males,85+,follicular,9
1997,males,85+,hodgkin,3
1997,males,85+,mantle_cell,4
1998,females,15–24,dlbcl,5
1998,females,15–24,follicular,1
1998,females,15–24,hodgkin,36
1998,females,15–24,mantle_cell,0
1998,females,25–34,dlbcl,19
1998,females,25–34,follicular,8
1998,females,25–34,hodgkin,42
1998,females,25–34,mantle_cell,0
1998,females,35–44,dlbcl,28
1998,females,35–44,follicular,37
1998,females,35–44,hodgkin,24
1998,females,35–44,mantle_cell,1
1998,females,45–54,dlbcl,59
1998,females,45–54,follicular,71
1998,females,45–54,hodgkin,21
1998,females,45–54,mantle_cell,4
1998,females,55–64,dlbcl,72
1998,females,55–64,follicular,77
1998,females,55–64,hodgkin,14
1998,females,55–64,mantle_cell,6
1998,females,5–14,dlbcl,1
1998,females,5–14,follicular,0
1998,females,5–14,hodgkin,8
1998,females,5–14,mantle_cell,0
1998,females,65–74,dlbcl,129
1998,females,65–74,follicular,86
1998,females,65–74,hodgkin,20
1998,females,65–74,mantle_cell,9
1998,females,75–84,dlbcl,154
1998,females,75–84,follicular,64
1998,females,75–84,hodgkin,9
1998,females,75–84,mantle_cell,9
1998,females,85+,dlbcl,44
1998,females,85+,follicular,14
1998,females,85+,hodgkin,3
1998,females,85+,mantle_cell,4
1998,males,15–24,dlbcl,14
1998,males,15–24,follicular,4
1998,males,15–24,hodgkin,36
1998,males,15–24,mantle_cell,0
1998,males,25–34,dlbcl,23
1998,males,25–34,follicular,12
1998,males,25–34,hodgkin,57
1998,males,25–34,mantle_cell,1
1998,males,35–44,dlbcl,51
1998,males,35–44,follicular,44
1998,males,35–44,hodgkin,28
1998,males,35–44,mantle_cell,3
1998,males,45–54,dlbcl,76
1998,males,45–54,follicular,80
1998,males,45–54,hodgkin,29
1998,males,45–54,mantle_cell,12
1998,males,55–64,dlbcl,101
1998,males,55–64,follicular,85
1998,males,55–64,hodgkin,13
1998,males,55–64,mantle_cell,16
1998,males,5–14,dlbcl,4
1998,males,5–14,follicular,0
1998,males,5–14,hodgkin,19
1998,males,5–14,mantle_cell,0
1998,males,65–74,dlbcl,159
1998,males,65–74,follicular,94
1998,males,65–74,hodgkin,26
1998,males,65–74,mantle_cell,32
1998,males,75–84,dlbcl,124
1998,males,75–84,follicular,45
1998,males,75–84,hodgkin,7
1998,males,75–84,mantle_cell,19
1998,males,85+,dlbcl,31
1998,males,85+,follicular,8
1998,males,85+,hodgkin,2
1998,males,85+,mantle_cell,4
1999,females,15–24,dlbcl,7
1999,females,15–24,follicular,2
1999,females,15–24,hodgkin,43
1999,females,15–24,mantle_cell,0
1999,females,25–34,dlbcl,16
1999,females,25–34,follicular,7
1999,females,25–34,hodgkin,54
1999,females,25–34,mantle_cell,0
1999,females,35–44,dlbcl,26
1999,females,35–44,follicular,35
1999,females,35–44,hodgkin,27
1999,females,35–44,mantle_cell,1
1999,females,45–54,dlbcl,55
1999,females,45–54,follicular,66
1999,females,45–54,hodgkin,19
1999,females,45–54,mantle_cell,3
1999,females,55–64,dlbcl,84
1999,females,55–64,follicular,90
1999,females,55–64,hodgkin,5
1999,females,55–64,mantle_cell,7
1999,females,5–14,dlbcl,2
1999,females,5–14,follicular,1
1999,females,5–14,hodgkin,3
1999,females,5–14,mantle_cell,0
1999,females,65–74,dlbcl,133
1999,females,65–74,follicular,88
1999,females,65–74,hodgkin,14
1999,females,65–74,mantle_cell,10
1999,females,75–84,dlbcl,165
1999,females,75–84,follicular,68
1999,females,75–84,hodgkin,14
1999,females,75–84,mantle_cell,10
1999,females,85+,dlbcl,59
1999,females,85+,follicular,19
1999,females,85+,hodgkin,2
1999,females,85+,mantle_cell,6
1999,males,15–24,dlbcl,12
1999,males,15–24,follicular,4
1999,males,15–24,hodgkin,41
1999,males,15–24,mantle_cell,0
1999,males,25–34,dlbcl,21
1999,males,25–34,follicular,11
1999,males,25–34,hodgkin,56
1999,males,25–34,mantle_cell,1
1999,males,35–44,dlbcl,45
1999,males,35–44,follicular,38
1999,males,35–44,hodgkin,44
1999,males,35–44,mantle_cell,3
1999,males,45–54,dlbcl,85
1999,males,45–54,follicular,90
1999,males,45–54,hodgkin,25
1999,males,45–54,mantle_cell,13
1999,males,55–64,dlbcl,114
1999,males,55–64,follicular,95
1999,males,55–64,hodgkin,15
1999,males,55–64,mantle_cell,18
1999,males,5–14,dlbcl,3
1999,males,5–14,follicular,0
1999,males,5–14,hodgkin,17
1999,males,5–14,mantle_cell,0
1999,males,65–74,dlbcl,157
1999,males,65–74,follicular,93
1999,males,65–74,hodgkin,23
1999,males,65–74,mantle_cell,31
1999,males,75–84,dlbcl,141
1999,males,75–84,follicular,51
1999,males,75–84,hodgkin,13
1999,males,75–84,mantle_cell,22
1999,males,85+,dlbcl,34
1999,males,85+,follicular,8
1999,males,85+,hodgkin,4
1999,males,85+,mantle_cell,4
2000,females,15–24,dlbcl,6
2000,females,15–24,follicular,1
2000,females,15–24,hodgkin,49
2000,females,15–24,mantle_cell,0
2000,females,25–34,dlbcl,17
2000,females,25–34,follicular,7
2000,females,25–34,hodgkin,40
2000,females,25–34,mantle_cell,0
2000,females,35–44,dlbcl,29
2000,females,35–44,follicular,38
2000,females,35–44,hodgkin,32
2000,females,35–44,mantle_cell,1
2000,females,45–54,dlbcl,57
2000,females,45–54,follicular,68
2000,females,45–54,hodgkin,10
2000,females,45–54,mantle_cell,4
2000,females,55–64,dlbcl,94
2000,females,55–64,follicular,101
2000,females,55–64,hodgkin,12
2000,females,55–64,mantle_cell,8
2000,females,5–14,dlbcl,2
2000,females,5–14,follicular,1
2000,females,5–14,hodgkin,9
2000,females,5–14,mantle_cell,0
2000,females,65–74,dlbcl,133
2000,females,65–74,follicular,88
2000,females,65–74,hodgkin,17
2000,females,65–74,mantle_cell,10
2000,females,75–84,dlbcl,171
2000,females,75–84,follicular,71
2000,females,75–84,hodgkin,18
2000,females,75–84,mantle_cell,10
2000,females,85+,dlbcl,63
2000,females,85+,follicular,20
2000,females,85+,hodgkin,4
2000,females,85+,mantle_cell,6
2000,males,15–24,dlbcl,13
2000,males,15–24,follicular,4
2000,males,15–24,hodgkin,50
2000,males,15–24,mantle_cell,0
2000,males,25–34,dlbcl,29
2000,males,25–34,follicular,15
2000,males,25–34,hodgkin,50
2000,males,25–34,mantle_cell,1
2000,males,35–44,dlbcl,49
2000,males,35–44,follicular,42
2000,males,35–44,hodgkin,34
2000,males,35–44,mantle_cell,3
2000,males,45–54,dlbcl,87
2000,males,45–54,follicular,92
2000,males,45–54,hodgkin,31
2000,males,45–54,mantle_cell,13
2000,males,55–64,dlbcl,126
2000,males,55–64,follicular,106
2000,males,55–64,hodgkin,22
2000,males,55–64,mantle_cell,20
2000,males,5–14,dlbcl,3
2000,males,5–14,follicular,0
2000,males,5–14,hodgkin,16
2000,males,5–14,mantle_cell,0
2000,males,65–74,dlbcl,161
2000,males,65–74,follicular,95
2000,males,65–74,hodgkin,19
2000,males,65–74,mantle_cell,32
2000,males,75–84,dlbcl,150
2000,males,75–84,follicular,54
2000,males,75–84,hodgkin,11
2000,males,75–84,mantle_cell,23
2000,males,85+,dlbcl,36
2000,males,85+,follicular,9
2000,males,85+,hodgkin,2
2000,males,85+,mantle_cell,4
2001,females,15–24,dlbcl,10
2001,females,15–24,follicular,2
2001,females,15–24,hodgkin,47
2001,females,15–24,mantle_cell,0
2001,females,25–34,dlbcl,13
2001,females,25–34,follicular,5
2001,females,25–34,hodgkin,38
2001,females,25–34,mantle_cell,0
2001,females,35–44,dlbcl,23
2001,females,35–44,follicular,31
2001,females,35–44,hodgkin,29
2001,females,35–44,mantle_cell,1
2001,females,45–54,dlbcl,68
2001,females,45–54,follicular,82
2001,females,45–54,hodgkin,20
2001,females,45–54,mantle_cell,4
2001,females,55–64,dlbcl,87
2001,females,55–64,follicular,93
2001,females,55–64,hodgkin,11
2001,females,55–64,mantle_cell,7
2001,females,5–14,dlbcl,2
2001,females,5–14,follicular,1
2001,females,5–14,hodgkin,9
2001,females,5–14,mantle_cell,0
2001,females,65–74,dlbcl,139
2001,females,65–74,follicular,93
2001,females,65–74,hodgkin,12
2001,females,65–74,mantle_cell,10
2001,females,75–84,dlbcl,161
2001,females,75–84,follicular,67
2001,females,75–84,hodgkin,15
2001,females,75–84,mantle_cell,9
2001,females,85+,dlbcl,55
2001,females,85+,follicular,17
2001,females,85+,hodgkin,6
2001,females,85+,mantle_cell,5
2001,males,15–24,dlbcl,12
2001,males,15–24,follicular,4
2001,males,15–24,hodgkin,50
2001,males,15–24,mantle_cell,0
2001,males,25–34,dlbcl,26
2001,males,25–34,follicular,14
2001,males,25–34,hodgkin,35
2001,males,25–34,mantle_cell,1
2001,males,35–44,dlbcl,49
2001,males,35–44,follicular,42
2001,males,35–44,hodgkin,36
2001,males,35–44,mantle_cell,3
2001,males,45–54,dlbcl,98
2001,males,45–54,follicular,103
2001,males,45–54,hodgkin,27
2001,males,45–54,mantle_cell,15
2001,males,55–64,dlbcl,131
2001,males,55–64,follicular,110
2001,males,55–64,hodgkin,29
2001,males,55–64,mantle_cell,21
2001,males,5–14,dlbcl,4
2001,males,5–14,follicular,0
2001,males,5–14,hodgkin,19
2001,males,5–14,mantle_cell,0
2001,males,65–74,dlbcl,169
2001,males,65–74,follicular,101
2001,males,65–74,hodgkin,19
2001,males,65–74,mantle_cell,34
2001,males,75–84,dlbcl,145
2001,males,75–84,follicular,52
2001,males,75–84,hodgkin,7
2001,males,75–84,mantle_cell,23
2001,males,85+,dlbcl,36
2001,males,85+,follicular,9
2001,males,85+,hodgkin,1
2001,males,85+,mantle_cell,4
2002,females,15–24,dlbcl,8
2002,females,15–24,follicular,2
2002,females,15–24,hodgkin,53
2002,females,15–24,mantle_cell,0
2002,females,25–34,dlbcl,18
2002,females,25–34,follicular,7
2002,females,25–34,hodgkin,43
2002,females,25–34,mantle_cell,0
2002,females,35–44,dlbcl,30
2002,females,35–44,follicular,40
2002,females,35–44,hodgkin,24
2002,females,35–44,mantle_cell,1
2002,females,45–54,dlbcl,71
2002,females,45–54,follicular,85
2002,females,45–54,hodgkin,24
2002,females,45–54,mantle_cell,4
2002,females,55–64,dlbcl,95
2002,females,55–64,follicular,102
2002,females,55–64,hodgkin,16
2002,females,55–64,mantle_cell,8
2002,females,5–14,dlbcl,1
2002,females,5–14,follicular,0
2002,females,5–14,hodgkin,9
2002,females,5–14,mantle_cell,0
2002,females,65–74,dlbcl,149
2002,females,65–74,follicular,100
2002,females,65–74,hodgkin,19
2002,females,65–74,mantle_cell,11
2002,females,75–84,dlbcl,168
2002,females,75–84,follicular,69
2002,females,75–84,hodgkin,19
2002,females,75–84,mantle_cell,10
2002,females,85+,dlbcl,56
2002,females,85+,follicular,18
2002,females,85+,hodgkin,3
2002,females,85+,mantle_cell,5
2002,males,15–24,dlbcl,12
2002,males,15–24,follicular,4
2002,males,15–24,hodgkin,43
2002,males,15–24,mantle_cell,0
2002,males,25–34,dlbcl,25
2002,males,25–34,follicular,13
2002,males,25–34,hodgkin,59
2002,males,25–34,mantle_cell,1
2002,males,35–44,dlbcl,46
2002,males,35–44,follicular,39
2002,males,35–44,hodgkin,32
2002,males,35–44,mantle_cell,3
2002,males,45–54,dlbcl,92
2002,males,45–54,follicular,97
2002,males,45–54,hodgkin,26
2002,males,45–54,mantle_cell,14
2002,males,55–64,dlbcl,145
2002,males,55–64,follicular,122
2002,males,55–64,hodgkin,37
2002,males,55–64,mantle_cell,23
2002,males,5–14,dlbcl,3
2002,males,5–14,follicular,0
2002,males,5–14,hodgkin,16
2002,males,5–14,mantle_cell,0
2002,males,65–74,dlbcl,173
2002,males,65–74,follicular,103
2002,males,65–74,hodgkin,30
2002,males,65–74,mantle_cell,35
2002,males,75–84,dlbcl,164
2002,males,75–84,follicular,59
2002,males,75–84,hodgkin,20
2002,males,75–84,mantle_cell,26
2002,males,85+,dlbcl,45
2002,males,85+,follicular,11
2002,males,85+,hodgkin,3
2002,males,85+,mantle_cell,5
