year,duration,sex,age_group,subtype,prevalence,rate
2015,1,females,75–84,dlbcl,173,29.4
2015,1,females,85+,dlbcl,63,21
2015,5,males,5–14,dlbcl,9,0.4
2015,5,males,15–24,dlbcl,40,2.5
2015,5,males,25–34,dlbcl,81,4.5
2015,5,males,35–44,dlbcl,199,12.4
2015,5,males,45–54,dlbcl,405,26.3
2015,5,males,55–64,dlbcl,725,53.7
2015,5,males,65–74,dlbcl,1025,101.7
2015,5,males,75–84,dlbcl,812,161.5
2015,5,males,85+,dlbcl,259,147.7
2015,5,females,5–14,dlbcl,1,0
2015,5,females,15–24,dlbcl,16,1
2015,5,females,25–34,dlbcl,62,3.5
2015,5,females,35–44,dlbcl,99,6.1
2015,5,females,45–54,dlbcl,265,16.6
2015,5,females,55–64,dlbcl,556,39.6
2015,5,females,65–74,dlbcl,763,73.6
2015,5,females,75–84,dlbcl,681,115.7
2015,5,females,85+,dlbcl,265,88.5
2015,10,males,5–14,dlbcl,13,0.6
2015,10,males,15–24,dlbcl,67,4.2
2015,10,males,25–34,dlbcl,153,8.6
2015,10,males,35–44,dlbcl,327,20.4
2015,10,males,45–54,dlbcl,631,40.9
2015,10,males,55–64,dlbcl,1117,82.8
2015,10,males,65–74,dlbcl,1673,166
2015,10,males,75–84,dlbcl,1287,255.9
2015,10,males,85+,dlbcl,457,260.7
2015,10,females,5–14,dlbcl,3,0.1
2015,10,females,15–24,dlbcl,30,1.9
2015,10,females,25–34,dlbcl,106,5.9
2015,10,females,35–44,dlbcl,190,11.7
2015,10,females,45–54,dlbcl,424,26.6
2015,10,females,55–64,dlbcl,861,61.3
2015,10,females,65–74,dlbcl,1242,119.8
2015,10,females,75–84,dlbcl,1127,191.5
2015,10,females,85+,dlbcl,475,158.6
2016,1,males,5–14,dlbcl,3,0.1
2016,1,males,15–24,dlbcl,10,0.6
2016,1,males,25–34,dlbcl,7,0.4
2016,1,males,35–44,dlbcl,35,2.2
2016,1,males,45–54,dlbcl,88,5.7
2016,1,males,55–64,dlbcl,173,12.6
2016,1,males,65–74,dlbcl,294,28.2
2016,1,males,75–84,dlbcl,237,45.5
2016,1,males,85+,dlbcl,79,43.5
2016,1,females,5–14,dlbcl,1,0
2016,1,females,15–24,dlbcl,7,0.5
2016,1,females,25–34,dlbcl,13,0.7
2016,1,females,35–44,dlbcl,23,1.4
2016,1,females,45–54,dlbcl,72,4.5
2016,1,females,55–64,dlbcl,125,8.7
2016,1,females,65–74,dlbcl,180,16.7
2016,1,females,75–84,dlbcl,166,27.5
2016,1,females,85+,dlbcl,78,25.6
2016,5,males,5–14,dlbcl,10,0.4
2016,5,males,15–24,dlbcl,38,2.3
2016,5,males,25–34,dlbcl,71,3.9
2016,5,males,35–44,dlbcl,181,11.2
2016,5,males,45–54,dlbcl,393,25.2
2016,5,males,55–64,dlbcl,716,52.1
2016,5,males,65–74,dlbcl,1055,101.3
2016,5,males,75–84,dlbcl,885,170
2016,5,males,85+,dlbcl,294,162
2016,5,females,5–14,dlbcl,2,0.1
2016,5,females,15–24,dlbcl,18,1.2
2016,5,females,25–34,dlbcl,61,3.3
2016,5,females,35–44,dlbcl,91,5.6
2016,5,females,45–54,dlbcl,281,17.4
2016,5,females,55–64,dlbcl,534,37.2
2016,5,females,65–74,dlbcl,769,71.4
2016,5,females,75–84,dlbcl,694,114.8
2016,5,females,85+,dlbcl,304,99.9
2016,10,males,5–14,dlbcl,14,0.6
2016,10,males,15–24,dlbcl,63,3.9
2016,10,males,25–34,dlbcl,133,7.3
2016,10,males,35–44,dlbcl,317,19.6
2016,10,males,45–54,dlbcl,620,39.8
2016,10,males,55–64,dlbcl,1149,83.5
2016,10,males,65–74,dlbcl,1742,167.3
2016,10,males,75–84,dlbcl,1384,265.8
2016,10,males,85+,dlbcl,489,269.5
2016,10,females,5–14,dlbcl,3,0.1
2016,10,females,15–24,dlbcl,33,2.1
2016,10,females,25–34,dlbcl,104,5.7
2016,10,females,35–44,dlbcl,177,10.8
2016,10,females,45–54,dlbcl,440,27.3
2016,10,females,55–64,dlbcl,850,59.2
2016,10,females,65–74,dlbcl,1267,117.7
2016,10,females,75–84,dlbcl,1182,195.6
2016,10,females,85+,dlbcl,514,168.9
2017,1,males,5–14,dlbcl,2,0.1
2017,1,males,15–24,dlbcl,8,0.5
2017,1,males,25–34,dlbcl,9,0.5
2017,1,males,35–44,dlbcl,38,2.3
2017,1,males,45–54,dlbcl,110,7
2017,1,males,55–64,dlbcl,172,12.3
2017,1,males,65–74,dlbcl,298,27.8
2017,1,males,75–84,dlbcl,238,44
2017,1,males,85+,dlbcl,63,33.9
2017,1,females,5–14,dlbcl,1,0
2017,1,females,15–24,dlbcl,7,0.4
2017,1,females,25–34,dlbcl,14,0.8
2017,1,females,35–44,dlbcl,24,1.5
2017,1,females,45–54,dlbcl,67,4.1
2017,1,females,55–64,dlbcl,129,8.8
2017,1,females,65–74,dlbcl,209,18.7
2017,1,females,75–84,dlbcl,170,27.4
2017,1,females,85+,dlbcl,75,24.4
2017,5,males,5–14,dlbcl,10,0.4
2017,5,males,15–24,dlbcl,37,2.3
2017,5,males,25–34,dlbcl,62,3.4
2017,5,males,35–44,dlbcl,170,10.4
2017,5,males,45–54,dlbcl,401,25.5
2017,5,males,55–64,dlbcl,723,51.6
2017,5,males,65–74,dlbcl,1095,102.1
2017,5,males,75–84,dlbcl,908,168
2017,5,males,85+,dlbcl,308,165.6
2017,5,females,5–14,dlbcl,2,0.1
2017,5,females,15–24,dlbcl,18,1.2
2017,5,females,25–34,dlbcl,63,3.4
2017,5,females,35–44,dlbcl,93,5.6
2017,5,females,45–54,dlbcl,272,16.7
2017,5,females,55–64,dlbcl,513,35
2017,5,females,65–74,dlbcl,800,71.6
2017,5,females,75–84,dlbcl,710,114.3
2017,5,females,85+,dlbcl,325,105.9
2017,10,males,5–14,dlbcl,15,0.6
2017,10,males,15–24,dlbcl,57,3.5
2017,10,males,25–34,dlbcl,118,6.4
2017,10,males,35–44,dlbcl,306,18.7
2017,10,males,45–54,dlbcl,639,40.6
2017,10,males,55–64,dlbcl,1170,83.5
2017,10,males,65–74,dlbcl,1840,171.6
2017,10,males,75–84,dlbcl,1441,266.7
2017,10,males,85+,dlbcl,515,277
2017,10,females,5–14,dlbcl,3,0.1
2017,10,females,15–24,dlbcl,32,2
2017,10,females,25–34,dlbcl,108,5.8
2017,10,females,35–44,dlbcl,167,10.1
2017,10,females,45–54,dlbcl,451,27.7
2017,10,females,55–64,dlbcl,838,57.2
2017,10,females,65–74,dlbcl,1326,118.7
2017,10,females,75–84,dlbcl,1214,195.4
2017,10,females,85+,dlbcl,560,182.5
2018,1,males,5–14,dlbcl,1,0
2018,1,males,15–24,dlbcl,5,0.3
2018,1,males,25–34,dlbcl,22,1.2
2018,1,males,35–44,dlbcl,43,2.6
2018,1,males,45–54,dlbcl,113,7.1
2018,1,males,55–64,dlbcl,222,15.6
2018,1,males,65–74,dlbcl,283,25.7
2018,1,males,75–84,dlbcl,231,40.9
2018,1,males,85+,dlbcl,73,38.1
2018,1,females,5–14,dlbcl,1,0
2018,1,females,15–24,dlbcl,2,0.1
2018,1,females,25–34,dlbcl,15,0.8
2018,1,females,35–44,dlbcl,23,1.4
2018,1,females,45–54,dlbcl,55,3.4
2018,1,females,55–64,dlbcl,129,8.6
2018,1,females,65–74,dlbcl,193,16.7
2018,1,females,75–84,dlbcl,179,27.8
2018,1,females,85+,dlbcl,79,25.4
2018,5,males,5–14,dlbcl,8,0.3
2018,5,males,15–24,dlbcl,35,2.1
2018,5,males,25–34,dlbcl,65,3.5
2018,5,males,35–44,dlbcl,160,9.6
2018,5,males,45–54,dlbcl,421,26.6
2018,5,males,55–64,dlbcl,779,54.6
2018,5,males,65–74,dlbcl,1123,101.9
2018,5,males,75–84,dlbcl,935,165.7
2018,5,males,85+,dlbcl,315,164.3
2018,5,females,5–14,dlbcl,3,0.1
2018,5,females,15–24,dlbcl,15,1
2018,5,females,25–34,dlbcl,68,3.6
2018,5,females,35–44,dlbcl,94,5.6
2018,5,females,45–54,dlbcl,252,15.4
2018,5,females,55–64,dlbcl,511,34.2
2018,5,females,65–74,dlbcl,816,70.5
2018,5,females,75–84,dlbcl,726,112.9
2018,5,females,85+,dlbcl,331,106.3
2018,10,males,5–14,dlbcl,12,0.5
2018,10,males,15–24,dlbcl,54,3.3
2018,10,males,25–34,dlbcl,119,6.4
2018,10,males,35–44,dlbcl,284,17.1
2018,10,males,45–54,dlbcl,664,41.9
2018,10,males,55–64,dlbcl,1223,85.7
2018,10,males,65–74,dlbcl,1911,173.4
2018,10,males,75–84,dlbcl,1534,271.9
2018,10,males,85+,dlbcl,540,281.7
2018,10,females,5–14,dlbcl,3,0.1
2018,10,females,15–24,dlbcl,24,1.5
2018,10,females,25–34,dlbcl,113,6
2018,10,females,35–44,dlbcl,168,10
2018,10,females,45–54,dlbcl,425,26
2018,10,females,55–64,dlbcl,849,56.9
2018,10,females,65–74,dlbcl,1376,118.9
2018,10,females,75–84,dlbcl,1250,194.3
2018,10,females,85+,dlbcl,588,188.8
2019,1,males,5–14,dlbcl,2,0.1
2019,1,males,15–24,dlbcl,9,0.5
2019,1,males,25–34,dlbcl,28,1.5
2019,1,males,35–44,dlbcl,38,2.2
2019,1,males,45–54,dlbcl,86,5.4
2019,1,males,55–64,dlbcl,195,13.4
2019,1,males,65–74,dlbcl,312,27.5
2019,1,males,75–84,dlbcl,250,42.2
2019,1,males,85+,dlbcl,87,44.1
2019,1,females,5–14,dlbcl,3,0.1
2019,1,females,15–24,dlbcl,1,0.1
2019,1,females,25–34,dlbcl,13,0.7
2019,1,females,35–44,dlbcl,16,0.9
2019,1,females,45–54,dlbcl,64,3.9
2019,1,females,55–64,dlbcl,153,10
2019,1,females,65–74,dlbcl,236,19.6
2019,1,females,75–84,dlbcl,200,29.8
2019,1,females,85+,dlbcl,85,27
2019,5,males,5–14,dlbcl,7,0.3
2019,5,males,15–24,dlbcl,34,2.1
2019,5,males,25–34,dlbcl,72,3.8
2019,5,males,35–44,dlbcl,150,8.8
2019,5,males,45–54,dlbcl,403,25.2
2019,5,males,55–64,dlbcl,761,52.3
2019,5,males,65–74,dlbcl,1187,104.6
2019,5,males,75–84,dlbcl,965,162.7
2019,5,males,85+,dlbcl,351,177.8
2019,5,females,5–14,dlbcl,5,0.2
2019,5,females,15–24,dlbcl,13,0.8
2019,5,females,25–34,dlbcl,68,3.6
2019,5,females,35–44,dlbcl,89,5.2
2019,5,females,45–54,dlbcl,248,15.1
2019,5,females,55–64,dlbcl,536,35.1
2019,5,females,65–74,dlbcl,869,72.3
2019,5,females,75–84,dlbcl,723,107.7
2019,5,females,85+,dlbcl,343,108.8
2019,10,males,5–14,dlbcl,10,0.4
2019,10,males,15–24,dlbcl,49,3
2019,10,males,25–34,dlbcl,127,6.7
2019,10,males,35–44,dlbcl,267,15.7
2019,10,males,45–54,dlbcl,654,41
2019,10,males,55–64,dlbcl,1256,86.3
2019,10,males,65–74,dlbcl,1978,174.3
2019,10,males,75–84,dlbcl,1616,272.5
2019,10,males,85+,dlbcl,610,309
2019,10,females,5–14,dlbcl,5,0.2
2019,10,females,15–24,dlbcl,20,1.3
2019,10,females,25–34,dlbcl,107,5.6
2019,10,females,35–44,dlbcl,156,9
2019,10,females,45–54,dlbcl,420,25.6
2019,10,females,55–64,dlbcl,871,57
2019,10,females,65–74,dlbcl,1457,121.3
2019,10,females,75–84,dlbcl,1266,188.6
2019,10,females,85+,dlbcl,623,197.6
2020,1,males,5–14,dlbcl,1,0
2020,1,males,15–24,dlbcl,10,0.6
2020,1,males,25–34,dlbcl,21,1.1
2020,1,males,35–44,dlbcl,43,2.5
2020,1,males,45–54,dlbcl,103,6.4
2020,1,males,55–64,dlbcl,216,14.7
2020,1,males,65–74,dlbcl,320,27.5
2020,1,males,75–84,dlbcl,276,44.3
2020,1,males,85+,dlbcl,84,41
2020,1,females,5–14,dlbcl,2,0.1
2020,1,females,15–24,dlbcl,2,0.1
2020,1,females,25–34,dlbcl,13,0.7
2020,1,females,35–44,dlbcl,40,2.3
2020,1,females,45–54,dlbcl,60,3.6
2020,1,females,55–64,dlbcl,158,10.2
2020,1,females,65–74,dlbcl,230,18.6
2020,1,females,75–84,dlbcl,209,29.8
2020,1,females,85+,dlbcl,66,20.5
2020,5,males,5–14,dlbcl,4,0.2
2020,5,males,15–24,dlbcl,35,2.2
2020,5,males,25–34,dlbcl,77,4.1
2020,5,males,35–44,dlbcl,152,8.8
2020,5,males,45–54,dlbcl,403,25.1
2020,5,males,55–64,dlbcl,780,53.1
2020,5,males,65–74,dlbcl,1243,107
2020,5,males,75–84,dlbcl,1049,168.3
2020,5,males,85+,dlbcl,343,167.3
2020,5,females,5–14,dlbcl,7,0.3
2020,5,females,15–24,dlbcl,9,0.6
2020,5,females,25–34,dlbcl,60,3.2
2020,5,females,35–44,dlbcl,105,6
2020,5,females,45–54,dlbcl,238,14.4
2020,5,females,55–64,dlbcl,574,37.2
2020,5,females,65–74,dlbcl,898,72.4
2020,5,females,75–84,dlbcl,756,107.9
2020,5,females,85+,dlbcl,339,105.2
2020,10,males,5–14,dlbcl,7,0.3
2020,10,males,15–24,dlbcl,53,3.3
2020,10,males,25–34,dlbcl,128,6.8
2020,10,males,35–44,dlbcl,263,15.2
2020,10,males,45–54,dlbcl,655,40.8
2020,10,males,55–64,dlbcl,1292,87.9
2020,10,males,65–74,dlbcl,2025,174.3
2020,10,males,75–84,dlbcl,1696,272.1
2020,10,males,85+,dlbcl,647,315.6
2020,10,females,5–14,dlbcl,7,0.3
2020,10,females,15–24,dlbcl,14,0.9
2020,10,females,25–34,dlbcl,104,5.5
2020,10,females,35–44,dlbcl,169,9.6
2020,10,females,45–54,dlbcl,397,24.1
2020,10,females,55–64,dlbcl,917,59.5
2020,10,females,65–74,dlbcl,1486,119.9
2020,10,females,75–84,dlbcl,1332,190.1
2020,10,females,85+,dlbcl,634,196.7
2021,1,males,5–14,dlbcl,3,0.1
2021,1,males,15–24,dlbcl,9,0.6
2021,1,males,25–34,dlbcl,19,1
2021,1,males,35–44,dlbcl,56,3.2
2021,1,males,45–54,dlbcl,83,5.1
2021,1,males,55–64,dlbcl,186,12.6
2021,1,males,65–74,dlbcl,294,25
2021,1,males,75–84,dlbcl,307,46.6
2021,1,males,85+,dlbcl,85,39.9
2021,1,females,5–14,dlbcl,2,0.1
2021,1,females,15–24,dlbcl,6,0.4
2021,1,females,25–34,dlbcl,16,0.9
2021,1,females,35–44,dlbcl,26,1.4
2021,1,females,45–54,dlbcl,63,3.8
2021,1,females,55–64,dlbcl,154,10
2021,1,females,65–74,dlbcl,240,19
2021,1,females,75–84,dlbcl,231,31.3
2021,1,females,85+,dlbcl,87,26.4
2021,5,males,5–14,dlbcl,6,0.2
2021,5,males,15–24,dlbcl,33,2.1
2021,5,males,25–34,dlbcl,80,4.3
2021,5,males,35–44,dlbcl,184,10.5
2021,5,males,45–54,dlbcl,384,23.8
2021,5,males,55–64,dlbcl,777,52.6
2021,5,males,65–74,dlbcl,1240,105.5
2021,5,males,75–84,dlbcl,1132,171.8
2021,5,males,85+,dlbcl,354,166.1
2021,5,females,5–14,dlbcl,9,0.4
2021,5,females,15–24,dlbcl,11,0.7
2021,5,females,25–34,dlbcl,61,3.3
2021,5,females,35–44,dlbcl,106,5.9
2021,5,females,45–54,dlbcl,242,14.6
2021,5,females,55–64,dlbcl,583,37.8
2021,5,females,65–74,dlbcl,952,75.5
2021,5,females,75–84,dlbcl,842,114.2
2021,5,females,85+,dlbcl,356,108.2
2021,10,males,5–14,dlbcl,9,0.4
2021,10,males,15–24,dlbcl,52,3.2
2021,10,males,25–34,dlbcl,129,7
2021,10,males,35–44,dlbcl,289,16.4
2021,10,males,45–54,dlbcl,622,38.5
2021,10,males,55–64,dlbcl,1291,87.4
2021,10,males,65–74,dlbcl,1992,169.6
2021,10,males,75–84,dlbcl,1839,279.2
2021,10,males,85+,dlbcl,669,313.9
2021,10,females,5–14,dlbcl,9,0.4
2021,10,females,15–24,dlbcl,15,1
2021,10,females,25–34,dlbcl,105,5.7
2021,10,females,35–44,dlbcl,168,9.4
2021,10,females,45–54,dlbcl,400,24.2
2021,10,females,55–64,dlbcl,929,60.2
2021,10,females,65–74,dlbcl,1522,120.7
2021,10,females,75–84,dlbcl,1435,194.7
2021,10,females,85+,dlbcl,676,205.4
2012,1,males,5–14,hodgkin,21,0.9
2012,1,males,15–24,hodgkin,68,4.3
2012,1,males,25–34,hodgkin,71,4.2
2012,1,males,35–44,hodgkin,45,2.8
2012,1,males,45–54,hodgkin,48,3.2
2012,1,males,55–64,hodgkin,35,2.7
2012,1,males,65–74,hodgkin,47,5.2
2012,1,males,75–84,hodgkin,24,5.2
2012,1,males,85+,hodgkin,4,2.6
2012,1,females,5–14,hodgkin,5,0.2
2012,1,females,15–24,hodgkin,67,4.4
2012,1,females,25–34,hodgkin,51,3.1
2012,1,females,35–44,hodgkin,35,2.2
2012,1,females,45–54,hodgkin,30,1.9
2012,1,females,55–64,hodgkin,25,1.9
2012,1,females,65–74,hodgkin,22,2.4
2012,1,females,75–84,hodgkin,15,2.7
2012,1,females,85+,hodgkin,4,1.4
2012,5,males,5–14,hodgkin,49,2.2
2012,5,males,15–24,hodgkin,247,15.6
2012,5,males,25–34,hodgkin,329,19.6
2012,5,males,35–44,hodgkin,213,13.4
2012,5,males,45–54,hodgkin,228,15
2012,5,males,55–64,hodgkin,175,13.5
2012,5,males,65–74,hodgkin,145,16.1
2012,5,males,75–84,hodgkin,81,17.4
2012,5,males,85+,hodgkin,10,6.6
2012,5,females,5–14,hodgkin,17,0.8
2012,5,females,15–24,hodgkin,264,17.4
2012,5,females,25–34,hodgkin,307,18.6
2012,5,females,35–44,hodgkin,181,11.2
2012,5,females,45–54,hodgkin,135,8.7
2012,5,females,55–64,hodgkin,105,8
2012,5,females,65–74,hodgkin,88,9.6
2012,5,females,75–84,hodgkin,53,9.5
2012,5,females,85+,hodgkin,14,5.1
2012,10,males,5–14,hodgkin,57,2.6
2012,10,males,15–24,hodgkin,372,23.5
2012,10,males,25–34,hodgkin,625,37.2
2012,10,males,35–44,hodgkin,412,25.9
2012,10,males,45–54,hodgkin,410,27
2012,10,males,55–64,hodgkin,305,23.6
2012,10,males,65–74,hodgkin,225,25.1
2012,10,males,75–84,hodgkin,127,27.4
2012,10,males,85+,hodgkin,21,13.9
2012,10,females,5–14,hodgkin,21,1
2012,10,females,15–24,hodgkin,388,25.6
2012,10,females,25–34,hodgkin,578,34.9
2012,10,females,35–44,hodgkin,381,23.6
2012,10,females,45–54,hodgkin,272,17.5
2012,10,females,55–64,hodgkin,187,14.2
2012,10,females,65–74,hodgkin,169,18.4
2012,10,females,75–84,hodgkin,94,16.8
2012,10,females,85+,hodgkin,32,11.5
2013,1,males,5–14,hodgkin,15,0.7
2013,1,males,15–24,hodgkin,62,3.9
2013,1,males,25–34,hodgkin,64,3.7
2013,1,males,35–44,hodgkin,38,2.4
2013,1,males,45–54,hodgkin,33,2.2
2013,1,males,55–64,hodgkin,51,3.9
2013,1,males,65–74,hodgkin,38,4.1
2013,1,males,75–84,hodgkin,20,4.2
2013,1,males,85+,hodgkin,6,3.8
2013,1,females,5–14,hodgkin,5,0.2
2013,1,females,15–24,hodgkin,74,4.9
2013,1,females,25–34,hodgkin,56,3.3
2013,1,females,35–44,hodgkin,47,2.9
2013,1,females,45–54,hodgkin,44,2.8
2013,1,females,55–64,hodgkin,22,1.6
2013,1,females,65–74,hodgkin,21,2.2
2013,1,females,75–84,hodgkin,16,2.8
2013,1,females,85+,hodgkin,8,2.8
2013,5,males,5–14,hodgkin,54,2.4
2013,5,males,15–24,hodgkin,260,16.3
2013,5,males,25–34,hodgkin,330,19.2
2013,5,males,35–44,hodgkin,211,13.2
2013,5,males,45–54,hodgkin,213,14
2013,5,males,55–64,hodgkin,188,14.4
2013,5,males,65–74,hodgkin,161,17.2
2013,5,males,75–84,hodgkin,87,18.3
2013,5,males,85+,hodgkin,16,10
2013,5,females,5–14,hodgkin,17,0.8
2013,5,females,15–24,hodgkin,282,18.5
2013,5,females,25–34,hodgkin,309,18.2
2013,5,females,35–44,hodgkin,204,12.6
2013,5,females,45–54,hodgkin,156,10
2013,5,females,55–64,hodgkin,103,7.6
2013,5,females,65–74,hodgkin,100,10.4
2013,5,females,75–84,hodgkin,59,10.4
2013,5,females,85+,hodgkin,20,7
2013,10,males,5–14,hodgkin,57,2.5
2013,10,males,15–24,hodgkin,381,23.9
2013,10,males,25–34,hodgkin,638,37.1
2013,10,males,35–44,hodgkin,408,25.5
2013,10,males,45–54,hodgkin,397,26
2013,10,males,55–64,hodgkin,337,25.7
2013,10,males,65–74,hodgkin,246,26.3
2013,10,males,75–84,hodgkin,146,30.6
2013,10,males,85+,hodgkin,26,16.3
2013,10,females,5–14,hodgkin,21,1
2013,10,females,15–24,hodgkin,397,26
2013,10,females,25–34,hodgkin,613,36
2013,10,females,35–44,hodgkin,402,24.8
2013,10,females,45–54,hodgkin,292,18.7
2013,10,females,55–64,hodgkin,188,14
2013,10,females,65–74,hodgkin,188,19.6
2013,10,females,75–84,hodgkin,92,16.2
2013,10,females,85+,hodgkin,32,11.2
2014,1,males,5–14,hodgkin,14,0.6
2014,1,males,15–24,hodgkin,55,3.4
2014,1,males,25–34,hodgkin,70,4
2014,1,males,35–44,hodgkin,56,3.5
2014,1,males,45–54,hodgkin,49,3.2
2014,1,males,55–64,hodgkin,29,2.2
2014,1,males,65–74,hodgkin,41,4.2
2014,1,males,75–84,hodgkin,14,2.9
2014,1,males,85+,hodgkin,2,1.2
2014,1,females,5–14,hodgkin,12,0.6
2014,1,females,15–24,hodgkin,55,3.6
2014,1,females,25–34,hodgkin,69,4
2014,1,females,35–44,hodgkin,38,2.3
2014,1,females,45–54,hodgkin,32,2
2014,1,females,55–64,hodgkin,26,1.9
2014,1,females,65–74,hodgkin,31,3.1
2014,1,females,75–84,hodgkin,17,2.9
2014,1,females,85+,hodgkin,4,1.4
2014,5,males,5–14,hodgkin,52,2.3
2014,5,males,15–24,hodgkin,256,16
2014,5,males,25–34,hodgkin,330,18.8
2014,5,males,35–44,hodgkin,241,15
2014,5,males,45–54,hodgkin,209,13.6
2014,5,males,55–64,hodgkin,180,13.5
2014,5,males,65–74,hodgkin,182,18.7
2014,5,males,75–84,hodgkin,82,16.8
2014,5,males,85+,hodgkin,13,7.7
2014,5,females,5–14,hodgkin,26,1.2
2014,5,females,15–24,hodgkin,268,17.5
2014,5,females,25–34,hodgkin,313,17.9
2014,5,females,35–44,hodgkin,208,12.8
2014,5,females,45–54,hodgkin,154,9.8
2014,5,females,55–64,hodgkin,120,8.7
2014,5,females,65–74,hodgkin,104,10.4
2014,5,females,75–84,hodgkin,62,10.7
2014,5,females,85+,hodgkin,18,6.1
2014,10,males,5–14,hodgkin,56,2.4
2014,10,males,15–24,hodgkin,389,24.2
2014,10,males,25–34,hodgkin,647,36.9
2014,10,males,35–44,hodgkin,457,28.5
2014,10,males,45–54,hodgkin,396,25.8
2014,10,males,55–64,hodgkin,328,24.7
2014,10,males,65–74,hodgkin,281,28.9
2014,10,males,75–84,hodgkin,140,28.6
2014,10,males,85+,hodgkin,22,13.1
2014,10,females,5–14,hodgkin,29,1.3
2014,10,females,15–24,hodgkin,392,25.6
2014,10,females,25–34,hodgkin,634,36.3
2014,10,females,35–44,hodgkin,416,25.7
2014,10,females,45–54,hodgkin,279,17.7
2014,10,females,55–64,hodgkin,207,15.1
2014,10,females,65–74,hodgkin,186,18.6
2014,10,females,75–84,hodgkin,106,18.4
2014,10,females,85+,hodgkin,27,9.2
2015,1,males,5–14,hodgkin,17,0.7
2015,1,males,15–24,hodgkin,78,4.8
2015,1,males,25–34,hodgkin,77,4.3
2015,1,males,35–44,hodgkin,40,2.5
2015,1,males,45–54,hodgkin,38,2.5
2015,1,males,55–64,hodgkin,44,3.3
2015,1,males,65–74,hodgkin,26,2.6
2015,1,males,75–84,hodgkin,27,5.4
2015,1,males,85+,hodgkin,13,7.4
2015,1,females,5–14,hodgkin,10,0.5
2015,1,females,15–24,hodgkin,62,4
2015,1,females,25–34,hodgkin,70,3.9
2015,1,females,35–44,hodgkin,43,2.6
2015,1,females,45–54,hodgkin,19,1.2
2015,1,females,55–64,hodgkin,21,1.5
2015,1,females,65–74,hodgkin,28,2.7
2015,1,females,75–84,hodgkin,12,2
2015,1,females,85+,hodgkin,7,2.3
2015,5,males,5–14,hodgkin,55,2.4
2015,5,males,15–24,hodgkin,284,17.6
2015,5,males,25–34,hodgkin,352,19.8
2015,5,males,35–44,hodgkin,237,14.8
2015,5,males,45–54,hodgkin,193,12.5
2015,5,males,55–64,hodgkin,185,13.7
2015,5,males,65–74,hodgkin,173,17.2
2015,5,males,75–84,hodgkin,97,19.3
2015,5,males,85+,hodgkin,28,16
2015,5,females,5–14,hodgkin,28,1.3
2015,5,females,15–24,hodgkin,263,17.1
2015,5,females,25–34,hodgkin,328,18.4
2015,5,females,35–44,hodgkin,204,12.6
2015,5,females,45–54,hodgkin,149,9.3
2015,5,females,55–64,hodgkin,118,8.4
2015,5,females,65–74,hodgkin,115,11.1
2015,5,females,75–84,hodgkin,64,10.9
2015,5,females,85+,hodgkin,18,6
2015,10,males,5–14,hodgkin,64,2.8
2015,10,males,15–24,hodgkin,398,24.7
2015,10,males,25–34,hodgkin,671,37.7
2015,10,males,35–44,hodgkin,466,29
2015,10,males,45–54,hodgkin,385,25
2015,10,males,55–64,hodgkin,351,26
2015,10,males,65–74,hodgkin,284,28.2
2015,10,males,75–84,hodgkin,159,31.6
2015,10,males,85+,hodgkin,41,23.4
2015,10,females,5–14,hodgkin,31,1.4
2015,10,females,15–24,hodgkin,384,24.9
2015,10,females,25–34,hodgkin,645,36.1
2015,10,females,35–44,hodgkin,433,26.7
2015,10,females,45–54,hodgkin,262,16.4
2015,10,females,55–64,hodgkin,221,15.7
2015,10,females,65–74,hodgkin,195,18.8
2015,10,females,75–84,hodgkin,114,19.4
2015,10,females,85+,hodgkin,30,10
2016,1,males,5–14,hodgkin,16,0.7
2016,1,males,15–24,hodgkin,51,3.1
2016,1,males,25–34,hodgkin,57,3.1
2016,1,males,35–44,hodgkin,43,2.7
2016,1,males,45–54,hodgkin,50,3.2
2016,1,males,55–64,hodgkin,34,2.5
2016,1,males,65–74,hodgkin,46,4.4
2016,1,males,75–84,hodgkin,26,5
2016,1,males,85+,hodgkin,9,5
2016,1,females,5–14,hodgkin,12,0.5
2016,1,females,15–24,hodgkin,79,5.1
2016,1,females,25–34,hodgkin,78,4.3
2016,1,females,35–44,hodgkin,49,3
2016,1,females,45–54,hodgkin,25,1.5
2016,1,females,55–64,hodgkin,26,1.8
2016,1,females,65–74,hodgkin,27,2.5
2016,1,females,75–84,hodgkin,22,3.6
2016,1,females,85+,hodgkin,9,3
2016,5,males,5–14,hodgkin,56,2.4
2016,5,males,15–24,hodgkin,265,16.3
2016,5,males,25–34,hodgkin,359,19.8
2016,5,males,35–44,hodgkin,237,14.7
2016,5,males,45–54,hodgkin,201,12.9
2016,5,males,55–64,hodgkin,179,13
2016,5,males,65–74,hodgkin,175,16.8
2016,5,males,75–84,hodgkin,101,19.4
2016,5,males,85+,hodgkin,26,14.3
2016,5,females,5–14,hodgkin,25,1.1
2016,5,females,15–24,hodgkin,278,17.9
2016,5,females,25–34,hodgkin,352,19.3
2016,5,females,35–44,hodgkin,217,13.3
2016,5,females,45–54,hodgkin,144,8.9
2016,5,females,55–64,hodgkin,119,8.3
2016,5,females,65–74,hodgkin,124,11.5
2016,5,females,75–84,hodgkin,72,11.9
2016,5,females,85+,hodgkin,21,6.9
