year,duration,sex,age_group,subtype,prevalence,rate
2016,10,males,5–14,hodgkin,65,2.7
2016,10,males,15–24,hodgkin,386,23.8
2016,10,males,25–34,hodgkin,671,37
2016,10,males,35–44,hodgkin,478,29.6
2016,10,males,45–54,hodgkin,398,25.6
2016,10,males,55–64,hodgkin,354,25.7
2016,10,males,65–74,hodgkin,302,29
2016,10,males,75–84,hodgkin,176,33.8
2016,10,males,85+,hodgkin,36,19.8
2016,10,females,5–14,hodgkin,30,1.3
2016,10,females,15–24,hodgkin,384,24.7
2016,10,females,25–34,hodgkin,679,37.2
2016,10,females,35–44,hodgkin,467,28.6
2016,10,females,45–54,hodgkin,261,16.2
2016,10,females,55–64,hodgkin,232,16.2
2016,10,females,65–74,hodgkin,209,19.4
2016,10,females,75–84,hodgkin,122,20.2
2016,10,females,85+,hodgkin,35,11.5
2017,1,males,5–14,hodgkin,12,0.5
2017,1,males,15–24,hodgkin,68,4.2
2017,1,males,25–34,hodgkin,80,4.3
2017,1,males,35–44,hodgkin,44,2.7
2017,1,males,45–54,hodgkin,50,3.2
2017,1,males,55–64,hodgkin,39,2.8
2017,1,males,65–74,hodgkin,59,5.5
2017,1,males,75–84,hodgkin,25,4.6
2017,1,males,85+,hodgkin,7,3.8
2017,1,females,5–14,hodgkin,11,0.5
2017,1,females,15–24,hodgkin,61,3.9
2017,1,females,25–34,hodgkin,76,4.1
2017,1,females,35–44,hodgkin,36,2.2
2017,1,females,45–54,hodgkin,26,1.6
2017,1,females,55–64,hodgkin,32,2.2
2017,1,females,65–74,hodgkin,26,2.3
2017,1,females,75–84,hodgkin,14,2.3
2017,1,females,85+,hodgkin,5,1.6
2017,5,males,5–14,hodgkin,51,2.1
2017,5,males,15–24,hodgkin,254,15.5
2017,5,males,25–34,hodgkin,369,20
2017,5,males,35–44,hodgkin,236,14.4
2017,5,males,45–54,hodgkin,207,13.2
2017,5,males,55–64,hodgkin,195,13.9
2017,5,males,65–74,hodgkin,180,16.8
2017,5,males,75–84,hodgkin,104,19.2
2017,5,males,85+,hodgkin,25,13.4
2017,5,females,5–14,hodgkin,26,1.1
2017,5,females,15–24,hodgkin,280,17.9
2017,5,females,25–34,hodgkin,363,19.6
2017,5,females,35–44,hodgkin,231,14
2017,5,females,45–54,hodgkin,141,8.7
2017,5,females,55–64,hodgkin,130,8.9
2017,5,females,65–74,hodgkin,133,11.9
2017,5,females,75–84,hodgkin,71,11.4
2017,5,females,85+,hodgkin,26,8.5
2017,10,males,5–14,hodgkin,63,2.6
2017,10,males,15–24,hodgkin,385,23.5
2017,10,males,25–34,hodgkin,691,37.5
2017,10,males,35–44,hodgkin,484,29.6
2017,10,males,45–54,hodgkin,408,25.9
2017,10,males,55–64,hodgkin,370,26.4
2017,10,males,65–74,hodgkin,320,29.8
2017,10,males,75–84,hodgkin,183,33.9
2017,10,males,85+,hodgkin,36,19.4
2017,10,females,5–14,hodgkin,34,1.5
2017,10,females,15–24,hodgkin,380,24.3
2017,10,females,25–34,hodgkin,682,36.7
2017,10,females,35–44,hodgkin,482,29.1
2017,10,females,45–54,hodgkin,273,16.8
2017,10,females,55–64,hodgkin,241,16.4
2017,10,females,65–74,hodgkin,220,19.7
2017,10,females,75–84,hodgkin,129,20.8
2017,10,females,85+,hodgkin,38,12.4
2018,1,males,5–14,hodgkin,12,0.5
2018,1,males,15–24,hodgkin,56,3.4
2018,1,males,25–34,hodgkin,65,3.5
2018,1,males,35–44,hodgkin,56,3.4
2018,1,males,45–54,hodgkin,48,3
2018,1,males,55–64,hodgkin,53,3.7
2018,1,males,65–74,hodgkin,45,4.1
2018,1,males,75–84,hodgkin,31,5.5
2018,1,males,85+,hodgkin,4,2.1
2018,1,females,5–14,hodgkin,8,0.3
2018,1,females,15–24,hodgkin,69,4.4
2018,1,females,25–34,hodgkin,53,2.8
2018,1,females,35–44,hodgkin,39,2.3
2018,1,females,45–54,hodgkin,24,1.5
2018,1,females,55–64,hodgkin,26,1.7
2018,1,females,65–74,hodgkin,22,1.9
2018,1,females,75–84,hodgkin,24,3.7
2018,1,females,85+,hodgkin,6,1.9
2018,5,males,5–14,hodgkin,44,1.8
2018,5,males,15–24,hodgkin,258,15.6
2018,5,males,25–34,hodgkin,357,19.1
2018,5,males,35–44,hodgkin,257,15.4
2018,5,males,45–54,hodgkin,223,14.1
2018,5,males,55–64,hodgkin,212,14.9
2018,5,males,65–74,hodgkin,176,16
2018,5,males,75–84,hodgkin,114,20.2
2018,5,males,85+,hodgkin,27,14.1
2018,5,females,5–14,hodgkin,27,1.2
2018,5,females,15–24,hodgkin,272,17.3
2018,5,females,25–34,hodgkin,356,18.9
2018,5,females,35–44,hodgkin,232,13.7
2018,5,females,45–54,hodgkin,119,7.3
2018,5,females,55–64,hodgkin,133,8.9
2018,5,females,65–74,hodgkin,131,11.3
2018,5,females,75–84,hodgkin,80,12.4
2018,5,females,85+,hodgkin,23,7.4
2018,10,males,5–14,hodgkin,61,2.5
2018,10,males,15–24,hodgkin,381,23
2018,10,males,25–34,hodgkin,696,37.2
2018,10,males,35–44,hodgkin,517,31
2018,10,males,45–54,hodgkin,406,25.6
2018,10,males,55–64,hodgkin,398,27.9
2018,10,males,65–74,hodgkin,325,29.5
2018,10,males,75–84,hodgkin,202,35.8
2018,10,males,85+,hodgkin,38,19.8
2018,10,females,5–14,hodgkin,34,1.5
2018,10,females,15–24,hodgkin,395,25.1
2018,10,females,25–34,hodgkin,672,35.7
2018,10,females,35–44,hodgkin,494,29.3
2018,10,females,45–54,hodgkin,280,17.1
2018,10,females,55–64,hodgkin,257,17.2
2018,10,females,65–74,hodgkin,215,18.6
2018,10,females,75–84,hodgkin,150,23.3
2018,10,females,85+,hodgkin,41,13.2
2019,1,males,5–14,hodgkin,10,0.4
2019,1,males,15–24,hodgkin,69,4.2
2019,1,males,25–34,hodgkin,71,3.7
2019,1,males,35–44,hodgkin,52,3.1
2019,1,males,45–54,hodgkin,44,2.8
2019,1,males,55–64,hodgkin,46,3.2
2019,1,males,65–74,hodgkin,52,4.6
2019,1,males,75–84,hodgkin,22,3.7
2019,1,males,85+,hodgkin,4,2
2019,1,females,5–14,hodgkin,14,0.6
2019,1,females,15–24,hodgkin,61,3.9
2019,1,females,25–34,hodgkin,83,4.4
2019,1,females,35–44,hodgkin,46,2.7
2019,1,females,45–54,hodgkin,25,1.5
2019,1,females,55–64,hodgkin,17,1.1
2019,1,females,65–74,hodgkin,29,2.4
2019,1,females,75–84,hodgkin,28,4.2
2019,1,females,85+,hodgkin,7,2.2
2019,5,males,5–14,hodgkin,43,1.8
2019,5,males,15–24,hodgkin,267,16.2
2019,5,males,25–34,hodgkin,352,18.6
2019,5,males,35–44,hodgkin,262,15.4
2019,5,males,45–54,hodgkin,219,13.7
2019,5,males,55–64,hodgkin,218,15
2019,5,males,65–74,hodgkin,201,17.7
2019,5,males,75–84,hodgkin,112,18.9
2019,5,males,85+,hodgkin,28,14.2
2019,5,females,5–14,hodgkin,31,1.3
2019,5,females,15–24,hodgkin,275,17.7
2019,5,females,25–34,hodgkin,374,19.7
2019,5,females,35–44,hodgkin,242,14
2019,5,females,45–54,hodgkin,116,7.1
2019,5,females,55–64,hodgkin,118,7.7
2019,5,females,65–74,hodgkin,124,10.3
2019,5,females,75–84,hodgkin,93,13.9
2019,5,females,85+,hodgkin,26,8.2
2019,10,males,5–14,hodgkin,58,2.4
2019,10,males,15–24,hodgkin,391,23.7
2019,10,males,25–34,hodgkin,682,36
2019,10,males,35–44,hodgkin,543,31.9
2019,10,males,45–54,hodgkin,405,25.4
2019,10,males,55–64,hodgkin,407,28
2019,10,males,65–74,hodgkin,349,30.7
2019,10,males,75–84,hodgkin,204,34.4
2019,10,males,85+,hodgkin,44,22.3
2019,10,females,5–14,hodgkin,37,1.6
2019,10,females,15–24,hodgkin,389,25
2019,10,females,25–34,hodgkin,697,36.6
2019,10,females,35–44,hodgkin,511,29.6
2019,10,females,45–54,hodgkin,279,17
2019,10,females,55–64,hodgkin,251,16.4
2019,10,females,65–74,hodgkin,226,18.8
2019,10,females,75–84,hodgkin,163,24.3
2019,10,females,85+,hodgkin,48,15.2
2020,1,males,5–14,hodgkin,20,0.8
2020,1,males,15–24,hodgkin,77,4.8
2020,1,males,25–34,hodgkin,64,3.4
2020,1,males,35–44,hodgkin,53,3.1
2020,1,males,45–54,hodgkin,52,3.2
2020,1,males,55–64,hodgkin,53,3.6
2020,1,males,65–74,hodgkin,54,4.6
2020,1,males,75–84,hodgkin,34,5.5
2020,1,males,85+,hodgkin,10,4.9
2020,1,females,5–14,hodgkin,17,0.7
2020,1,females,15–24,hodgkin,63,4.2
2020,1,females,25–34,hodgkin,73,3.9
2020,1,females,35–44,hodgkin,42,2.4
2020,1,females,45–54,hodgkin,23,1.4
2020,1,females,55–64,hodgkin,34,2.2
2020,1,females,65–74,hodgkin,29,2.3
2020,1,females,75–84,hodgkin,28,4
2020,1,females,85+,hodgkin,10,3.1
2020,5,males,5–14,hodgkin,49,2
2020,5,males,15–24,hodgkin,264,16.4
2020,5,males,25–34,hodgkin,344,18.4
2020,5,males,35–44,hodgkin,264,15.3
2020,5,males,45–54,hodgkin,236,14.7
2020,5,males,55–64,hodgkin,223,15.2
2020,5,males,65–74,hodgkin,219,18.8
2020,5,males,75–84,hodgkin,129,20.7
2020,5,males,85+,hodgkin,34,16.6
2020,5,females,5–14,hodgkin,36,1.6
2020,5,females,15–24,hodgkin,273,18
2020,5,females,25–34,hodgkin,371,19.8
2020,5,females,35–44,hodgkin,258,14.7
2020,5,females,45–54,hodgkin,110,6.7
2020,5,females,55–64,hodgkin,134,8.7
2020,5,females,65–74,hodgkin,128,10.3
2020,5,females,75–84,hodgkin,103,14.7
2020,5,females,85+,hodgkin,31,9.6
2020,10,males,5–14,hodgkin,66,2.7
2020,10,males,15–24,hodgkin,406,25.2
2020,10,males,25–34,hodgkin,683,36.5
2020,10,males,35–44,hodgkin,555,32.1
2020,10,males,45–54,hodgkin,426,26.5
2020,10,males,55–64,hodgkin,417,28.4
2020,10,males,65–74,hodgkin,364,31.3
2020,10,males,75–84,hodgkin,221,35.5
2020,10,males,85+,hodgkin,60,29.3
2020,10,females,5–14,hodgkin,42,1.8
2020,10,females,15–24,hodgkin,387,25.5
2020,10,females,25–34,hodgkin,727,38.7
2020,10,females,35–44,hodgkin,503,28.6
2020,10,females,45–54,hodgkin,278,16.9
2020,10,females,55–64,hodgkin,265,17.2
2020,10,females,65–74,hodgkin,230,18.6
2020,10,females,75–84,hodgkin,173,24.7
2020,10,females,85+,hodgkin,57,17.7
2021,1,males,5–14,hodgkin,18,0.7
2021,1,males,15–24,hodgkin,55,3.4
2021,1,males,25–34,hodgkin,67,3.6
2021,1,males,35–44,hodgkin,63,3.6
2021,1,males,45–54,hodgkin,44,2.7
2021,1,males,55–64,hodgkin,68,4.6
2021,1,males,65–74,hodgkin,43,3.7
2021,1,males,75–84,hodgkin,29,4.4
2021,1,males,85+,hodgkin,8,3.8
2021,1,females,5–14,hodgkin,7,0.3
2021,1,females,15–24,hodgkin,60,4
2021,1,females,25–34,hodgkin,85,4.6
2021,1,females,35–44,hodgkin,50,2.8
2021,1,females,45–54,hodgkin,40,2.4
2021,1,females,55–64,hodgkin,26,1.7
2021,1,females,65–74,hodgkin,39,3.1
2021,1,females,75–84,hodgkin,32,4.3
2021,1,females,85+,hodgkin,8,2.4
2021,5,males,5–14,hodgkin,51,2.1
2021,5,males,15–24,hodgkin,259,16.2
2021,5,males,25–34,hodgkin,357,19.3
2021,5,males,35–44,hodgkin,285,16.2
2021,5,males,45–54,hodgkin,239,14.8
2021,5,males,55–64,hodgkin,240,16.3
2021,5,males,65–74,hodgkin,213,18.1
2021,5,males,75–84,hodgkin,139,21.1
2021,5,males,85+,hodgkin,27,12.7
2021,5,females,5–14,hodgkin,33,1.4
2021,5,females,15–24,hodgkin,261,17.4
2021,5,females,25–34,hodgkin,385,20.8
2021,5,females,35–44,hodgkin,253,14.1
2021,5,females,45–54,hodgkin,127,7.7
2021,5,females,55–64,hodgkin,128,8.3
2021,5,females,65–74,hodgkin,139,11
2021,5,females,75–84,hodgkin,111,15.1
2021,5,females,85+,hodgkin,29,8.8
2021,10,males,5–14,hodgkin,68,2.8
2021,10,males,15–24,hodgkin,391,24.4
2021,10,males,25–34,hodgkin,688,37.1
2021,10,males,35–44,hodgkin,587,33.4
2021,10,males,45–54,hodgkin,425,26.3
2021,10,males,55–64,hodgkin,437,29.6
2021,10,males,65–74,hodgkin,358,30.5
2021,10,males,75–84,hodgkin,238,36.1
2021,10,males,85+,hodgkin,57,26.7
2021,10,females,5–14,hodgkin,38,1.6
2021,10,females,15–24,hodgkin,389,25.9
2021,10,females,25–34,hodgkin,732,39.5
2021,10,females,35–44,hodgkin,527,29.4
2021,10,females,45–54,hodgkin,299,18.1
2021,10,females,55–64,hodgkin,265,17.2
2021,10,females,65–74,hodgkin,242,19.2
2021,10,females,75–84,hodgkin,185,25.1
2021,10,females,85+,hodgkin,55,16.7
