"measure","diagnosis_code","diagnosis","series_group","sex","duration_years","year","period","estimate","lower","upper","unit","source_output"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2023,"Projected",3707.77277652811,3618.49153015161,3797.75218654081,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2024,"Projected",3798.43202618811,3665.60028751233,3933.19789541233,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2025,"Projected",3841.53670629333,3665.7565269246,4020.76274796352,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2026,"Projected",3962.35855259145,3746.19080754203,4191.63772073272,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2027,"Projected",4055.84861311173,3834.47889933218,4294.69430520306,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2028,"Projected",4146.6548353918,3917.12957292009,4402.82855984024,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2029,"Projected",4233.7522674585,3999.30823406499,4507.40014235343,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2030,"Projected",4311.59855183048,4060.18785808527,4601.20332225349,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2031,"Projected",4384.51704143293,4119.61274699638,4693.02733305836,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2032,"Projected",4447.48969501631,4167.43460395488,4775.76212455353,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2033,"Projected",4504.60072831859,4209.69085898081,4852.3730688668,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2034,"Projected",4550.88597623229,4240.99739182163,4922.32259135952,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2035,"Projected",4592.49958264933,4269.5593661685,4979.60637041395,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2036,"Projected",4628.68112134392,4287.72978053128,5030.15446983595,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2037,"Projected",4659.57598791207,4301.36051333764,5082.76751675068,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2038,"Projected",4687.85316116662,4313.54598760141,5130.33899671373,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2039,"Projected",4709.40189526043,4318.96017581224,5170.67538741291,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2040,"Projected",4722.21614837268,4316.18693333313,5200.73040078128,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2041,"Projected",4724.64245101884,4303.90085600725,5217.5708329878,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2042,"Projected",4718.45239276363,4282.83810459472,5230.31675005002,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2043,"Projected",4705.21426235019,4254.7022581707,5224.61602197709,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2044,"Projected",4687.27316774567,4222.45753934918,5227.005699064,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2045,"Projected",4666.30432606333,4186.56836743163,5220.19990135574,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2012,"Estimated",4331.55379258187,4242.84707560481,4414.7937870889,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2013,"Estimated",4432.6134758398,4346.0977832627,4514.47627832515,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2014,"Estimated",4569.35371954237,4486.54553246433,4649.68216433288,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2015,"Estimated",4690.25833552413,4613.23122061884,4765.85140396985,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2016,"Estimated",4814.46704465439,4743.80533313042,4885.14186035176,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2017,"Estimated",5038.34367016817,4973.78807296649,5104.51522096716,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2018,"Estimated",5240.79189277751,5181.2169546874,5302.46860646718,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2019,"Estimated",5437.0518520539,5383.65853216353,5493.92100686399,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2020,"Estimated",5684.12674708857,5623.52540298303,5742.35506695286,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2021,"Estimated",5851.70741761384,5780.08519851415,5926.83359432579,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2022,"Projected",6038.50167064081,5959.76462430004,6118.49256705156,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2023,"Projected",6268.24771993,6168.15183378056,6382.18031603411,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2024,"Projected",6479.06421841913,6339.70402286726,6625.94558006166,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2025,"Projected",6691.63956330218,6507.13295625056,6889.18965298603,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2026,"Projected",6886.92995358222,6650.37174480661,7127.65104474508,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2027,"Projected",7056.10565841441,6775.28077175235,7343.64058356658,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2028,"Projected",7255.05674623685,6928.51446971292,7597.40135956567,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2029,"Projected",7415.6073694108,7040.15285446123,7810.88975639022,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2030,"Projected",7529.60302138726,7107.69000085516,7984.26935518785,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2031,"Projected",7704.43198237787,7239.14571082573,8221.89760486085,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2032,"Projected",7854.56819447775,7361.91122345589,8413.77155211722,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2033,"Projected",7992.10187937347,7475.53747973459,8600.41260427047,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2034,"Projected",8115.04050793289,7572.06915528734,8773.3958426196,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2035,"Projected",8225.4932804515,7640.39832018727,8915.84512433687,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2036,"Projected",8326.13675223853,7702.10553420255,9061.33162765849,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2037,"Projected",8408.78242593768,7747.32971693566,9176.14631281029,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2038,"Projected",8472.58104275477,7774.11720964845,9283.46219220069,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2039,"Projected",8523.44067365735,7788.16811739131,9366.45490246172,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2040,"Projected",8552.82638686357,7784.92110774792,9435.70938623027,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2041,"Projected",8565.81734565803,7768.40251788913,9474.49276908808,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2042,"Projected",8569.42516088997,7740.98454678194,9513.01161919732,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2043,"Projected",8558.33725268065,7703.07189101707,9546.68414130737,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2044,"Projected",8539.10427599244,7655.20974746028,9581.07331615085,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",10,2045,"Projected",8506.34912367434,7598.9293075529,9596.33094012202,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",40,2012,"Estimated",7572.78733128163,6625.03476258198,8653.03785066358,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",40,2013,"Estimated",7879.60961703085,6887.6551124443,9008.29615835254,"people living after diagnosis","output/prevalence_projections.csv"
