subtype,sex,duration,year,prev_mid,prev_p025,prev_p975,pct_change
nhl,females,3,2040,11022.855957373466,10615.215851146353,11457.62343681268,65.6
nhl,females,3,2045,11707.451431074129,11193.42056094993,12258.31206846775,75.9
nhl,males,3,2021,8715.401723177387,8678.089373119887,8756.313897201024,0
nhl,males,3,2030,11551.023583624617,11282.221196012959,11818.488761786466,32.5
nhl,males,3,2040,13822.189821584083,13392.778147626354,14259.874396977577,58.6
nhl,males,3,2045,14412.925924393541,13899.81939154334,14958.411907852378,65.4
nhl,persons,3,2021,15372.110996918927,15323.199108695404,15423.224317657705,0
nhl,persons,3,2030,20516.541466415034,20169.91011453244,20885.120683297224,33.5
nhl,persons,3,2040,24844.916346342492,24270.65286013667,25462.0850392845,61.6
nhl,persons,3,2045,26117.069586183003,25403.95734098136,26908.86832616239,69.9
total,females,3,2021,7608.89451176058,7575.182154029608,7641.887948969825,0
total,females,3,2030,10113.544956651,9866.811014578903,10363.680666469221,32.9
total,females,3,2040,12340.141759071506,11926.429735253863,12773.599662504399,62.2
total,females,3,2045,13086.845558667172,12566.178047003588,13647.660132784187,72
total,males,3,2021,9867.168024631948,9828.104001618543,9906.909864111913,0
total,males,3,2030,12969.105237847201,12701.60683271098,13262.31449571149,31.4
total,males,3,2040,15526.384646090193,15084.952711264526,15994.724286368384,57.4
total,males,3,2045,16246.017263134767,15725.908796727626,16822.80171990885,64.6
total,persons,3,2021,17475.456038018627,17424.467398879846,17529.605505721334,0
total,persons,3,2030,23078.662976721826,22725.623972172154,23473.166714591454,32.1
total,persons,3,2040,27863.883350893062,27285.99568354502,28518.65677360474,59.4
total,persons,3,2045,29335.960843184264,28634.76362698775,30167.468950849106,67.9
dlbcl,females,5,2021,3198.547861964964,3172.5759440356182,3226.3255307872037,0
dlbcl,females,5,2030,4133.331508182306,3899.5810486644114,4399.8556366135035,29.2
dlbcl,females,5,2040,4864.687563416033,4431.725292698381,5362.052807278418,52.1
dlbcl,females,5,2045,5126.6646561451935,4581.1737950785055,5796.267423894514,60.3
dlbcl,males,5,2021,4282.510222393296,4251.688110259006,4313.121477977438,0
dlbcl,males,5,2030,5506.450975023538,5231.776465629308,5813.9025424075835,28.6
dlbcl,males,5,2040,6308.54438322777,5843.409299102834,6882.816558462084,47.3
dlbcl,males,5,2045,6412.012168908253,5859.102371809378,7151.435455569684,49.7
dlbcl,persons,5,2021,7482.062583458446,7436.9809480917065,7523.4340521723825,0
dlbcl,persons,5,2030,9644.852858647093,9277.299629925392,10061.86559324513,28.9
dlbcl,persons,5,2040,11180.591108721977,10492.496167742223,11912.394061525089,49.4
dlbcl,persons,5,2045,11567.742774113747,10697.49724418043,12529.077867249167,54.6
follicular,females,5,2021,2871.4669813776604,2859.4370417585515,2881.9725324976853,0
follicular,females,5,2030,3334.7781849338235,3134.992466862711,3564.897339688929,16.1
follicular,females,5,2040,3424.4110857814862,3114.9625186579,3781.039101957096,19.3
follicular,females,5,2045,3249.691267672225,2909.812146994031,3645.262132185889,13.2
follicular,males,5,2021,3496.9558643499413,3483.0013188739586,3511.110161895296,0
follicular,males,5,2030,4311.598551830479,4060.1878580852667,4601.203322253491,23.3
follicular,males,5,2040,4722.2161483726795,4316.1869333331315,5200.730400781283,35
follicular,males,5,2045,4666.3043260633285,4186.5683674316315,5220.199901355736,33.4
follicular,persons,5,2021,6368.477534211162,6349.626232256313,6387.169301510849,0
follicular,persons,5,2030,7658.142557436666,7327.208479261494,7989.818734987236,20.3
follicular,persons,5,2040,8151.583047179997,7616.79997675597,8700.242200186021,28
follicular,persons,5,2045,7911.546675209481,7302.490811384326,8575.593025711403,24.2
hodgkin,females,5,2021,1469.2596306446294,1459.8951770313508,1478.1855906785706,0
hodgkin,females,5,2030,1842.6115484534262,1724.5862349987674,1968.3085964757283,25.4
hodgkin,females,5,2040,2130.389860383195,1964.8165347212137,2303.6857490362854,45
hodgkin,females,5,2045,2243.9620328253823,2058.706813017816,2445.966980172629,52.7
hodgkin,males,5,2021,1829.9960191081857,1818.8657180341904,1841.0132104864895,0
hodgkin,males,5,2030,2258.665306512504,2134.5042666763984,2393.2790544730647,23.4
hodgkin,males,5,2040,2736.928258009612,2542.1307598261433,2933.9738497626454,49.6
