effect,value,rr,rr_p025,rr_p975,subtype,sex,tier
cohort,1944.5,0.7579397797813907,0.6926684631545523,0.8269931988756434,hodgkin,females,agg
cohort,1945.5,0.7682455672453357,0.7037698799052015,0.837048406078507,hodgkin,females,agg
cohort,1946.5,0.7777005478006169,0.713278696911567,0.8447275114692485,hodgkin,females,agg
cohort,1947.5,0.7862328830037264,0.7223570768728854,0.8508657459665394,hodgkin,females,agg
cohort,1948.5,0.7945101467824898,0.7310409391925071,0.8569671379232079,hodgkin,females,agg
cohort,1949.5,0.8013938035541459,0.7403747891777683,0.8625702253515627,hodgkin,females,agg
cohort,1950.5,0.8082866398036129,0.7490687607260189,0.8680373424374019,hodgkin,females,agg
cohort,1951.5,0.8138487049473125,0.7548912967156279,0.8726335037818892,hodgkin,females,agg
cohort,1952.5,0.8183835439487609,0.761735624021766,0.8755772407435743,hodgkin,females,agg
cohort,1953.5,0.821151880633882,0.767183372112877,0.8764766288472018,hodgkin,females,agg
cohort,1954.5,0.8233178219053139,0.7705027139869564,0.8753129898773994,hodgkin,females,agg
cohort,1955.5,0.8246164516842995,0.775012725946231,0.8735245378500088,hodgkin,females,agg
cohort,1956.5,0.8245333474172352,0.77720940630999,0.8708182618358113,hodgkin,females,agg
cohort,1957.5,0.8226723057736682,0.7777748958968654,0.8674056801166684,hodgkin,females,agg
cohort,1958.5,0.8212490412602826,0.778116850910078,0.8622528037501985,hodgkin,females,agg
cohort,1959.5,0.8183495976672545,0.7779220278110152,0.8584310445348122,hodgkin,females,agg
cohort,1960.5,0.8162325435546659,0.7768179564780515,0.8537139797470324,hodgkin,females,agg
cohort,1961.5,0.8138972226573643,0.7775568713245864,0.8514940558081935,hodgkin,females,agg
cohort,1962.5,0.8129158537164134,0.7766042178424007,0.850200871272102,hodgkin,females,agg
cohort,1963.5,0.8129898395659023,0.7769481275016009,0.8502710565417847,hodgkin,females,agg
cohort,1964.5,0.8142539398489801,0.7775641921291225,0.8522620157857405,hodgkin,females,agg
cohort,1965.5,0.8173144697877437,0.7800983450402471,0.8571749083570807,hodgkin,females,agg
cohort,1966.5,0.8229658253657262,0.7859356384397606,0.8650072490916244,hodgkin,females,agg
cohort,1967.5,0.8309897544120601,0.7941467264627865,0.8753982591863776,hodgkin,females,agg
cohort,1968.5,0.8421939000222067,0.8039183436510497,0.8874430894651656,hodgkin,females,agg
cohort,1969.5,0.8572242085959062,0.8153898586615858,0.9026333709738529,hodgkin,females,agg
cohort,1970.5,0.8760623349957075,0.8328067291977755,0.9225623723525743,hodgkin,females,agg
cohort,1971.5,0.8995787284721688,0.8570167352839634,0.9462947877374224,hodgkin,females,agg
cohort,1972.5,0.9280970385558487,0.8838605661356127,0.9742317706767518,hodgkin,females,agg
cohort,1973.5,0.9604872077182206,0.9151559054683245,1.0088344047248492,hodgkin,females,agg
cohort,1974.5,0.997872742854456,0.9500207098697527,1.046436686227665,hodgkin,females,agg
cohort,1975.5,1.0387079708628066,0.9878480862000608,1.0880703626978296,hodgkin,females,agg
cohort,1976.5,1.0825781245269057,1.0308080532974289,1.136276554158616,hodgkin,females,agg
cohort,1977.5,1.127857635984833,1.0715861237047917,1.1854799414232944,hodgkin,females,agg
cohort,1978.5,1.1735504514763073,1.1156567995212938,1.2360733452469257,hodgkin,females,agg
cohort,1979.5,1.2186702293306622,1.1556747236456577,1.2836764532767093,hodgkin,females,agg
cohort,1980.5,1.260568862842844,1.193246433258636,1.3290817780429045,hodgkin,females,agg
cohort,1981.5,1.2989965717312184,1.2289382879069355,1.3714802864722953,hodgkin,females,agg
cohort,1982.5,1.3320424379416522,1.2595930746989166,1.4088680766020527,hodgkin,females,agg
cohort,1983.5,1.358489114159535,1.284880184254433,1.4365652547853691,hodgkin,females,agg
cohort,1984.5,1.3789315298582276,1.3043303808721538,1.459753547135937,hodgkin,females,agg
cohort,1985.5,1.3942732250463923,1.3200767268668132,1.477877785900744,hodgkin,females,agg
cohort,1986.5,1.4043457246216642,1.3307703126341794,1.4888552786501865,hodgkin,females,agg
cohort,1987.5,1.4111167421968585,1.337854200353755,1.4935261838673863,hodgkin,females,agg
cohort,1988.5,1.4128955226416724,1.3401761767112867,1.4950811859308037,hodgkin,females,agg
cohort,1989.5,1.4124852624825757,1.3393967954417643,1.4930049442054625,hodgkin,females,agg
cohort,1990.5,1.4095709706825155,1.3366608969393445,1.4906763259097844,hodgkin,females,agg
cohort,1991.5,1.4046831722833542,1.3318699028794208,1.4853550354120648,hodgkin,females,agg
cohort,1992.5,1.3994828583840477,1.3222433918797647,1.479076996216179,hodgkin,females,agg
cohort,1993.5,1.3907868115637005,1.3131485822693802,1.4756587161323609,hodgkin,females,agg
cohort,1994.5,1.384265842093646,1.3028169222528025,1.4723571931354265,hodgkin,females,agg
cohort,1995.5,1.377627807343524,1.2923106491328997,1.4728108289028083,hodgkin,females,agg
cohort,1996.5,1.371846090701358,1.279888403579416,1.4726570022065615,hodgkin,females,agg
cohort,1997.5,1.3650732738580063,1.2655316824814915,1.4700433990685353,hodgkin,females,agg
cohort,1998.5,1.358077533660261,1.254924894772801,1.4679643476125364,hodgkin,females,agg
cohort,1999.5,1.3510360111502586,1.2419949682749427,1.4695621204491724,hodgkin,females,agg
cohort,2000.5,1.345139853221851,1.2287468321108137,1.4710551129003322,hodgkin,females,agg
cohort,2001.5,1.3391103242335767,1.2156289100497524,1.4726042503952266,hodgkin,females,agg
cohort,2002.5,1.331614622711649,1.2028813671489107,1.4725514581001622,hodgkin,females,agg
cohort,2003.5,1.3251754390847221,1.1923472460067435,1.4733891223421318,hodgkin,females,agg
cohort,2004.5,1.318701899387555,1.1790210770776983,1.4735345133235611,hodgkin,females,agg
cohort,2005.5,1.3123422591617775,1.1670162026760826,1.4748950403125876,hodgkin,females,agg
cohort,2006.5,1.3057643808897077,1.1531197750584192,1.4753949041430106,hodgkin,females,agg
cohort,2007.5,1.2993349492206758,1.1406182996324912,1.4793385419362288,hodgkin,females,agg
cohort,2008.5,1.2931497066485447,1.1297511797455921,1.482245713480871,hodgkin,females,agg
cohort,2009.5,1.2873996160589822,1.1183094125248285,1.4857068024104965,hodgkin,females,agg
cohort,2010.5,1.2801592947075768,1.1054482677484467,1.48686901223357,hodgkin,females,agg
cohort,2011.5,1.2738639017358633,1.0927350345833604,1.4892019615592038,hodgkin,females,agg
age,9.5,0.47783109277127656,0.35761240502661273,0.6259661861322386,dlbcl,males,subtype
age,19.5,0.9438989000488475,0.7481097805281267,1.1718301147831782,dlbcl,males,subtype
age,29.5,1.863211951714295,1.564055534946765,2.1951642561513625,dlbcl,males,subtype
age,39.5,3.683483794007393,3.2667794993969372,4.113598651257374,dlbcl,males,subtype
age,49.5,7.278149736190335,6.787194361347368,7.711848820171401,dlbcl,males,subtype
age,59.5,14.79394648915433,14.288184948948526,15.323450331355676,dlbcl,males,subtype
age,69.5,31.28995247638432,30.171109045299737,32.52063967528539,dlbcl,males,subtype
age,79.5,50.17378856550138,47.72093748459731,52.63279875521272,dlbcl,males,subtype
age,90,75.96427615959269,69.94777036035025,82.30198514093786,dlbcl,males,subtype
period,2003,1.003988913549776,0.9670229140475137,1.0448018671156003,dlbcl,males,subtype
period,2004,1.0010329959661775,0.9765504719441138,1.0272632351844608,dlbcl,males,subtype
period,2005,0.9984628992425307,0.9841651556977763,1.012314162492439,dlbcl,males,subtype
period,2006,0.9958515987215726,0.9843961001829872,1.0081320859472382,dlbcl,males,subtype
period,2007,0.9946503436250566,0.9735327282152471,1.0130753172622131,dlbcl,males,subtype
period,2008,0.9947420546266805,0.9672980830226232,1.0191984524381104,dlbcl,males,subtype
period,2009,0.9962220290594095,0.9680617447713163,1.0220405508678754,dlbcl,males,subtype
period,2010,1.0004539001958332,0.9757249338574753,1.0231304844522364,dlbcl,males,subtype
period,2011,1.0057197098324742,0.9815469147086209,1.0303262839760001,dlbcl,males,subtype
period,2012,1.0106721935555605,0.9822906788023639,1.0392679125951378,dlbcl,males,subtype
period,2013,1.011654964457252,0.9822154837419128,1.0417894011876765,dlbcl,males,subtype
period,2014,1.0075825816837611,0.98259199928134755,1.0330464766760847,dlbcl,males,subtype
period,2015,1.0015747639026231,0.9806610859141704,1.0231511379526688,dlbcl,males,subtype
period,2016,0.9956324214201928,0.9718444517712945,1.0191896332869772,dlbcl,males,subtype
period,2017,0.9913977815798283,0.965256094154112,1.0189975910119262,dlbcl,males,subtype
period,2018,0.9912869100976762,0.9705827847575561,1.0140711132247426,dlbcl,males,subtype
period,2019,0.9953199271878996,0.9814421576807913,1.0098889806005082,dlbcl,males,subtype
period,2020,1.0009064158808791,0.9793441319708245,1.0211130852790071,dlbcl,males,subtype
period,2021,1.0066398349726489,0.9665121882670017,1.0439258848051003,dlbcl,males,subtype
cohort,1913,0.5955427730583045,0.5242408811677133,0.675636917743879,dlbcl,males,subtype
cohort,1914,0.6099642766350964,0.5386651055511105,0.6883979641287786,dlbcl,males,subtype
cohort,1915,0.6243372283101079,0.5546092574782772,0.7007548256733878,dlbcl,males,subtype
cohort,1916,0.6393011345073598,0.5711264474126514,0.7141501018786395,dlbcl,males,subtype
cohort,1917,0.6545889969815647,0.5876105422880331,0.7280547718281277,dlbcl,males,subtype
cohort,1918,0.6705183292418284,0.6047996068253435,0.741990638786797,dlbcl,males,subtype
cohort,1919,0.6865286260975844,0.6227067068628948,0.7559252055845833,dlbcl,males,subtype
cohort,1920,0.7029339459019366,0.6410548281914032,0.7707279382429078,dlbcl,males,subtype
cohort,1921,0.7191580713901999,0.6583374857099785,0.7845128368984259,dlbcl,males,subtype
cohort,1922,0.7357801128529824,0.677754156306891,0.7997379137353684,dlbcl,males,subtype
cohort,1923,0.7531344289380331,0.6958840395410203,0.8143462378243412,dlbcl,males,subtype
cohort,1923.5,0.7622681421072462,0.7053079285822991,0.8225348286683192,dlbcl,males,subtype
cohort,1924,0.7709305589542506,0.71447191938104,0.8305667589030026,dlbcl,males,subtype
cohort,1924.5,0.7797001813405363,0.7249808553902057,0.8389567692713439,dlbcl,males,subtype
cohort,1925,0.788951370139485,0.7356711352461738,0.8474315345862014,dlbcl,males,subtype
cohort,1925.5,0.7985637307398115,0.7465273415623136,0.8559829338119743,dlbcl,males,subtype
cohort,1926,0.8078545868879796,0.7562554492403425,0.8643208414049459,dlbcl,males,subtype
cohort,1926.5,0.8174112637634707,0.7667633777566127,0.8726261521561818,dlbcl,males,subtype
cohort,1927,0.8271891450502271,0.7760913985948498,0.8812530344775221,dlbcl,males,subtype
cohort,1927.5,0.837225161434535,0.7867040741653275,0.890657390854377,dlbcl,males,subtype
cohort,1928,0.8473021004544583,0.7976895235756172,0.8985062909012927,dlbcl,males,subtype
cohort,1928.5,0.8573086885395969,0.8081475985684659,0.90775240135462,dlbcl,males,subtype
cohort,1929,0.8672305515449301,0.8191032348592574,0.9182650717320464,dlbcl,males,subtype
cohort,1929.5,0.8771212366627186,0.8291913054501714,0.9286426143194342,dlbcl,males,subtype
cohort,1930,0.8867345414763419,0.839707518456709,0.9373221776468048,dlbcl,males,subtype
cohort,1930.5,0.8965676741218702,0.8494814250761187,0.9461430525018887,dlbcl,males,subtype
cohort,1931,0.9058405245963388,0.8594398706930355,0.9567644874676549,dlbcl,males,subtype
cohort,1931.5,0.914944479088834,0.8688886519790152,0.9667435023605501,dlbcl,males,subtype
cohort,1932.5,0.9330161478397884,0.8872069089418342,0.984736249346356,dlbcl,males,subtype
cohort,1933.5,0.9492366443198931,0.9035750857251528,0.9990948961841797,dlbcl,males,subtype
cohort,1934.5,0.963827985506889,0.9182154651513357,1.0121723898784798,dlbcl,males,subtype
cohort,1935.5,0.9752519659918903,0.930552748619564,1.0227416747633828,dlbcl,males,subtype
cohort,1936.5,0.9839063799981396,0.9403805363760189,1.029694566460416,dlbcl,males,subtype
cohort,1937.5,0.9896735700861659,0.9459367154040641,1.0341182390569086,dlbcl,males,subtype
cohort,1938.5,0.9918087505432172,0.9493921876386593,1.0346957189420218,dlbcl,males,subtype
cohort,1939.5,0.9899838035609896,0.9492678839453385,1.0329264428056257,dlbcl,males,subtype
cohort,1940.5,0.987083668402995,0.94579894265434,1.0285744324969741,dlbcl,males,subtype
cohort,1941.5,0.981817732689412,0.9416198388492993,1.0236524564602385,dlbcl,males,subtype
cohort,1942.5,0.9766603999408647,0.9356339335661865,1.01813794436779,dlbcl,males,subtype
cohort,1943.5,0.97252435923788,0.9317298932413446,1.0151840082379242,dlbcl,males,subtype
cohort,1944.5,0.9709330659801388,0.9287752241834435,1.0129420359973693,dlbcl,males,subtype
cohort,1945.5,0.9709059675382543,0.9312719338461326,1.0128098344229515,dlbcl,males,subtype
cohort,1946.5,0.9739887369278344,0.9375021818833489,1.0137280901105246,dlbcl,males,subtype
cohort,1947.5,0.9795048348438158,0.9461383288531008,1.014351863887424,dlbcl,males,subtype
cohort,1948.5,0.9868757417912947,0.957196859354269,1.0176922471926628,dlbcl,males,subtype
cohort,1949.5,0.9952687214464161,0.9705418767806084,1.0211272118551327,dlbcl,males,subtype
cohort,1950.5,1.0038084306745203,0.9827981002773022,1.0269804643884337,dlbcl,males,subtype
cohort,1951.5,1.011766512324415,0.9915332718381576,1.0334268446921566,dlbcl,males,subtype
cohort,1952.5,1.0180700289796913,0.9965614437122706,1.040424455181421,dlbcl,males,subtype
cohort,1953.5,1.0215577899658124,0.9978344773918916,1.0468930586509826,dlbcl,males,subtype
cohort,1954.5,1.023023089686977,0.995859456710304,1.0508496020841445,dlbcl,males,subtype
cohort,1955.5,1.0218837782043686,0.9917601006482402,1.0542703640369697,dlbcl,males,subtype
cohort,1956.5,1.0186406566871073,0.9839898022536014,1.0546971092965343,dlbcl,males,subtype
cohort,1957.5,1.0138795360625248,0.9748955065140805,1.053207053649223,dlbcl,males,subtype
cohort,1958.5,1.0071697734028184,0.965786589284952,1.050863329899785,dlbcl,males,subtype
cohort,1959.5,0.9988684331046629,0.9553271105324611,1.0470821008731348,dlbcl,males,subtype
cohort,1960.5,0.98957272394258,0.942088188398176,1.040435758746654,dlbcl,males,subtype
cohort,1961.5,0.9791275699575877,0.9282559215694373,1.033978979549013,dlbcl,males,subtype
cohort,1962.5,0.9675475458174084,0.913488637202136,1.0251555471888103,dlbcl,males,subtype
cohort,1963.5,0.9560677533631297,0.898490928743991,1.0173323479358294,dlbcl,males,subtype
cohort,1964.5,0.9429644796590804,0.8830667276174838,1.0074762493811924,dlbcl,males,subtype
cohort,1965.5,0.9295558942702917,0.8673641785487032,0.9979358693843724,dlbcl,males,subtype
cohort,1966.5,0.9160381702362377,0.8511842887458878,0.9891372743776803,dlbcl,males,subtype
cohort,1967.5,0.9023830529854615,0.8347833607837986,0.9805163654885141,dlbcl,males,subtype
cohort,1968.5,0.8894255555115762,0.8192396074707394,0.9724872075475709,dlbcl,males,subtype
cohort,1969.5,0.8765042673542728,0.8030046494936616,0.9619327333234546,dlbcl,males,subtype
cohort,1970.5,0.8639828766820221,0.7876894598997776,0.9521412169061126,dlbcl,males,subtype
cohort,1971.5,0.8513270037845171,0.7726649365626157,0.9432082748133581,dlbcl,males,subtype
cohort,1972.5,0.8388859344207127,0.7577200625556498,0.9348490889200625,dlbcl,males,subtype
cohort,1973.5,0.8268442150453754,0.7432916477147881,0.9264642464421763,dlbcl,males,subtype
cohort,1974.5,0.8147089815195849,0.72912804987568,0.9187272950226983,dlbcl,males,subtype
cohort,1975.5,0.8027744928908485,0.7143901737526774,0.9093346483710223,dlbcl,males,subtype
cohort,1976.5,0.7915137138471007,0.7001466181717657,0.9013016362397427,dlbcl,males,subtype
cohort,1977.5,0.7803135644118278,0.6863210625022732,0.8937430634809891,dlbcl,males,subtype
cohort,1978.5,0.7694320281356406,0.6727685194605981,0.8857968837427567,dlbcl,males,subtype
cohort,1979.5,0.7581279345623898,0.6592130986911892,0.8767634695138989,dlbcl,males,subtype
cohort,1980.5,0.7471825002885415,0.6451859583611699,0.8698532594278968,dlbcl,males,subtype
cohort,1981.5,0.7366553095352295,0.6323850038401998,0.8618966947718099,dlbcl,males,subtype
cohort,1982.5,0.7260177009862911,0.6199661413912501,0.8530788485869443,dlbcl,males,subtype
cohort,1983.5,0.7157071622070462,0.6072493670375583,0.8461453433842477,dlbcl,males,subtype
cohort,1984.5,0.7048315961609075,0.5948015968441746,0.8391416114167796,dlbcl,males,subtype
cohort,1985.5,0.6940887904282722,0.5832565331084252,0.8313329721981376,dlbcl,males,subtype
cohort,1986.5,0.6843068069600498,0.5720241878259618,0.8241951108024552,dlbcl,males,subtype
cohort,1987.5,0.6750588507460183,0.5610104466307808,0.8177213326659648,dlbcl,males,subtype
cohort,1988.5,0.6651114078058473,0.5502087651988312,0.8112984051398294,dlbcl,males,subtype
cohort,1989.5,0.6553498436461997,0.5391218389007032,0.8049259287896845,dlbcl,males,subtype
cohort,1990.5,0.6458486961126946,0.5281220339785844,0.7986035073188247,dlbcl,males,subtype
cohort,1991.5,0.6366648698949835,0.5173761366170715,0.7923307475435585,dlbcl,males,subtype
cohort,1992.5,0.6278661152867138,0.5072417389818586,0.7861072593687515,dlbcl,males,subtype
cohort,1993.5,0.6189027313234353,0.4973058638739711,0.7799326557635657,dlbcl,males,subtype
cohort,1994.5,0.6102036472682724,0.4875646222499094,0.7737442046857914,dlbcl,males,subtype
cohort,1995.5,0.6015130095246153,0.4780142012561487,0.7674843414163558,dlbcl,males,subtype
cohort,1996.5,0.5927267289279579,0.4686508627364287,0.761275123807653,dlbcl,males,subtype
cohort,1997.5,0.5840601761775603,0.45944732689893886,0.7551104528800489,dlbcl,males,subtype
cohort,1998.5,0.5755757672491,0.4501615737130026,0.7489884644826936,dlbcl,males,subtype
cohort,1999.5,0.5674993950451948,0.4410635171268888,0.7426754317449888,dlbcl,males,subtype
cohort,2000.5,0.55930804292121294,0.43247050852751195,0.7363481534909274,dlbcl,males,subtype
cohort,2001.5,0.5512939217353249,0.4243450740096485,0.7300747843605874,dlbcl,males,subtype
cohort,2002.5,0.5434298500055568,0.4160258054574894,0.723854865014525,dlbcl,males,subtype
cohort,2003.5,0.5357468986961487,0.40745495770606494,0.7176865903327738,dlbcl,males,subtype
cohort,2004.5,0.528163810657418,0.3990606855032261,0.711568081728073,dlbcl,males,subtype
cohort,2005.5,0.5204728305272854,0.3908393510343351,0.7055017361011113,dlbcl,males,subtype
cohort,2006.5,0.5129345066151124,0.38278739143166446,0.6994871087334933,dlbcl,males,subtype
cohort,2007.5,0.5054100301660542,0.37490131723031506,0.6941636497459348,dlbcl,males,subtype
cohort,2008.5,0.4979015386888274,0.36717771085594886,0.6890544898897887,dlbcl,males,subtype
cohort,2009.5,0.4905829734794559,0.35961322514367616,0.6839137825880892,dlbcl,males,subtype
cohort,2010.5,0.4834351071315643,0.3522045818874571,0.6782359917083364,dlbcl,males,subtype
cohort,2011.5,0.4763974834726812,0.34506377602480276,0.6726024326742557,dlbcl,males,subtype
age,9.5,0.1666766265939005,0.1226877848677807,0.22878958150870027,dlbcl,females,subtype
age,19.5,0.3875452960299377,0.30110418042982584,0.5022098166523338,dlbcl,females,subtype
age,29.5,0.8999923925559176,0.7409495902431334,1.1018841951421217,dlbcl,females,subtype
age,39.5,2.0926519174512026,1.817094352294512,2.423061922443477,dlbcl,females,subtype
age,49.5,4.86304644499751,4.460797747764013,5.311233266491883,dlbcl,females,subtype
age,59.5,10.976781031404084,10.506550650623215,11.45271737509804,dlbcl,females,subtype
age,69.5,20.552617987634548,20.021332923664712,21.09442220032585,dlbcl,females,subtype
age,79.5,29.170526487652367,27.945382874182542,30.29449306193602,dlbcl,females,subtype
age,90,39.46265863579504,36.2688487947827,42.657841186420406,dlbcl,females,subtype
period,2003,0.9922291432877008,0.9493276839300822,1.0368878548340301,dlbcl,females,subtype
period,2004,0.9958885583205557,0.9672045554096595,1.0258938256374315,dlbcl,females,subtype
period,2005,1.000192514290608,0.9841227117224132,1.0155291625487632,dlbcl,females,subtype
period,2006,1.004001093990611,0.9897177020367753,1.0182634073975438,dlbcl,females,subtype
period,2007,1.0073177635679058,0.9835066735305233,1.0321984065575394,dlbcl,females,subtype
period,2008,1.0106236758710834,0.9793019864847768,1.0410536429054422,dlbcl,females,subtype
period,2009,1.0125612559607828,0.9808827599445153,1.0440356056173092,dlbcl,females,subtype
period,2010,1.0133935771901994,0.9854863278207774,1.0410257279352342,dlbcl,females,subtype
period,2011,1.0113993388463958,0.9854482854708961,1.0397115043259404,dlbcl,females,subtype
period,2012,1.0072867497536602,0.9754944923698768,1.0409031532935318,dlbcl,females,subtype
period,2013,0.9998889347797215,0.9662012102418337,1.036065699503934,dlbcl,females,subtype
period,2014,0.9888258736500539,0.9606222006219616,1.0189056958676679,dlbcl,females,subtype
period,2015,0.9774102002083349,0.955591805781979,0.9998979935187393,dlbcl,females,subtype
period,2016,0.9706593598210627,0.9449673544745838,0.9956106818903271,dlbcl,females,subtype
period,2017,0.9706060094268565,0.9424479165256203,1.0023419580297128,dlbcl,females,subtype
period,2018,0.980348831101898,0.9554710737057572,1.005666620785869,dlbcl,females,subtype
period,2019,0.9980850448166483,0.9823040838171772,1.013740514011525,dlbcl,females,subtype
period,2020,1.019946234652159,0.9972013971332333,1.0445231787915965,dlbcl,females,subtype
period,2021,1.043145902618439,0.9997140166205513,1.0878287973443586,dlbcl,females,subtype
cohort,1913,0.7556595402375943,0.6603278414555557,0.8586074086880989,dlbcl,females,subtype
cohort,1914,0.7733236669937965,0.6802971656925323,0.8720074791774035,dlbcl,females,subtype
cohort,1915,0.7910749294783904,0.7006868700436059,0.8868710084157746,dlbcl,females,subtype
cohort,1916,0.8094466601413306,0.7220374776844743,0.9027470085235703,dlbcl,females,subtype
cohort,1917,0.8276759392554529,0.7427861225059057,0.9183262379802413,dlbcl,females,subtype
cohort,1918,0.8465478750991104,0.7650361026641945,0.9345733950509268,dlbcl,females,subtype
cohort,1919,0.8656858461684025,0.7879525756640581,0.9508393418161308,dlbcl,females,subtype
cohort,1920,0.8854440648147606,0.8108861652966023,0.9667285078272155,dlbcl,females,subtype
cohort,1921,0.9060740069181221,0.8346167073803503,0.982417897675777,dlbcl,females,subtype
cohort,1922,0.926789369397564,0.857479394574814,1.0018417176707501,dlbcl,females,subtype
cohort,1923,0.9479707866559663,0.8812356983565044,1.0196099166531638,dlbcl,females,subtype
cohort,1923.5,0.9585709608225381,0.8933007583928856,1.0285117102359633,dlbcl,females,subtype
cohort,1924,0.9694920982678706,0.9056720487489,1.0382315074512563,dlbcl,females,subtype
cohort,1924.5,0.9806090090074387,0.9172390268887854,1.0481920338617678,dlbcl,females,subtype
cohort,1925,0.9916438277237734,0.9299474065400556,1.0580726865419137,dlbcl,females,subtype
cohort,1925.5,1.0037561267192991,0.9425291836398868,1.0684390302106972,dlbcl,females,subtype
cohort,1926,1.0152235775384226,0.9537990863534919,1.0791134292384716,dlbcl,females,subtype
cohort,1926.5,1.0270538581941002,0.9659426727812732,1.0885678430812917,dlbcl,females,subtype
cohort,1927,1.0381973793756765,0.9785747151543569,1.0993326968211279,dlbcl,females,subtype
cohort,1927.5,1.0494438358865192,0.9907618616350475,1.1093839679727084,dlbcl,females,subtype
cohort,1928,1.0606565209656111,1.002293190761607,1.1197585511396886,dlbcl,females,subtype
cohort,1928.5,1.0712138257680248,1.0136653560379338,1.1309100211973844,dlbcl,females,subtype
cohort,1929,1.0817159006694395,1.024220412493939,1.1410479630907342,dlbcl,females,subtype
cohort,1929.5,1.0916622503835374,1.0331993674494064,1.1501093561024678,dlbcl,females,subtype
cohort,1930,1.1009712738056194,1.0439284413163799,1.1586304006858994,dlbcl,females,subtype
cohort,1930.5,1.1103294795804182,1.0526747231072369,1.1675489548727795,dlbcl,females,subtype
cohort,1931,1.1189053863145917,1.0604463295681201,1.1755706075975505,dlbcl,females,subtype
cohort,1931.5,1.1264239917225551,1.0683132946560483,1.181849750867143,dlbcl,females,subtype
cohort,1932.5,1.1386143183089659,1.0829525430431484,1.1940134137785359,dlbcl,females,subtype
cohort,1933.5,1.1465156253108673,1.093054188968087,1.1985065274088464,dlbcl,females,subtype
cohort,1934.5,1.1499315609625949,1.1004153636464173,1.199992853324024,dlbcl,females,subtype
cohort,1935.5,1.1475570681059164,1.1017405165227743,1.1953584048754975,dlbcl,females,subtype
cohort,1936.5,1.1407722771909925,1.0990038275084901,1.185203428941969,dlbcl,females,subtype
cohort,1937.5,1.1295230165364365,1.0909688866696559,1.1722426278173292,dlbcl,females,subtype
cohort,1938.5,1.1159342442753857,1.078069899689721,1.1576663903080908,dlbcl,females,subtype
cohort,1939.5,1.1003675107412825,1.061896344486131,1.1430869856508934,dlbcl,females,subtype
cohort,1940.5,1.0847386435287976,1.0446970930704256,1.1282521825042173,dlbcl,females,subtype
cohort,1941.5,1.0686215423666003,1.0271806430579602,1.1116140967176036,dlbcl,females,subtype
cohort,1942.5,1.053058444394682,1.0094135832569286,1.0960097254849068,dlbcl,females,subtype
cohort,1943.5,1.038544756580799,0.996623925304337,1.0808069694358735,dlbcl,females,subtype
cohort,1944.5,1.0260890154215014,0.9867364156275524,1.0652180588397464,dlbcl,females,subtype
cohort,1945.5,1.0146153070198491,0.979422112261058,1.0505220148786045,dlbcl,females,subtype
cohort,1946.5,1.003943482224166,0.9738978434043775,1.0378044416785204,dlbcl,females,subtype
cohort,1947.5,0.9947708001178102,0.9691796001892548,1.0238664069735466,dlbcl,females,subtype
cohort,1948.5,0.9867345263439283,0.9634209877738472,1.0133320849279903,dlbcl,females,subtype
cohort,1949.5,0.9799558760184455,0.9573622518195403,1.0051317448847843,dlbcl,females,subtype
cohort,1950.5,0.9731839166059395,0.9492393164601806,0.998918795274428,dlbcl,females,subtype
cohort,1951.5,0.9675154895625386,0.9414477730293632,0.9956517008819517,dlbcl,females,subtype
cohort,1952.5,0.9618837048754305,0.9327468613026194,0.9926256069691496,dlbcl,females,subtype
cohort,1953.5,0.95728248597809,0.9247643856820095,0.9914974495397385,dlbcl,females,subtype
cohort,1954.5,0.9534444901861463,0.9177692097391366,0.9907916070250086,dlbcl,females,subtype
cohort,1955.5,0.9499449403056357,0.909958595324055,0.9916073055993404,dlbcl,females,subtype
cohort,1956.5,0.9468984464659429,0.9028177187121057,0.9923808119595748,dlbcl,females,subtype
cohort,1957.5,0.943889072575567,0.8968673940882829,0.9920964353615422,dlbcl,females,subtype
cohort,1958.5,0.9412892577792649,0.8904706006167127,0.9939073763883879,dlbcl,females,subtype
cohort,1959.5,0.939083884346332,0.884488037192398,0.9960123690623686,dlbcl,females,subtype
cohort,1960.5,0.9367777963180315,0.877921683019264,1.0001545424707354,dlbcl,females,subtype
cohort,1961.5,0.9354679409996696,0.872488948915563,1.0041762344010012,dlbcl,females,subtype
cohort,1962.5,0.9337417799410277,0.8662785873105954,1.007475243359014,dlbcl,females,subtype
cohort,1963.5,0.932455712440379,0.8610251775486859,1.0117269273270975,dlbcl,females,subtype
cohort,1964.5,0.9306880007060367,0.8559930100755198,1.0162057985806043,dlbcl,females,subtype
cohort,1965.5,0.9291199420037497,0.8492491513418003,1.020526539989397,dlbcl,females,subtype
cohort,1966.5,0.9277982283426909,0.8432661539176624,1.0239137202367303,dlbcl,females,subtype
cohort,1967.5,0.9267549170762877,0.8376961175153387,1.0270521874013885,dlbcl,females,subtype
cohort,1968.5,0.9259356474061451,0.8318607805736374,1.0317311335846981,dlbcl,females,subtype
cohort,1969.5,0.9254858965994368,0.8264774262052631,1.0352921614944806,dlbcl,females,subtype
cohort,1970.5,0.9239816141528425,0.8211355930884212,1.0400773796211198,dlbcl,females,subtype
cohort,1971.5,0.9229545396891059,0.8157536735157412,1.045821532913516,dlbcl,females,subtype
cohort,1972.5,0.9220542107803198,0.8094826543608876,1.0507939541022009,dlbcl,females,subtype
