tier,subtype,sex,n_a,n_p,n_c,tot_knots,cases_mape,pe_2021,n_coef,dev_df_full,aic_full
subtype,mantle_cell,females,6,4,4,14,21.25697393995598,52.863244401350244,10,0.8649981692588937,593.0034070485867
agg,nhl,males,7,4,4,15,2.8375840885339763,2.725159747859649,10,2.4086331220239243,2654.5933098929663
agg,nhl,females,7,4,4,15,1.9729517570378454,1.4008098040661738,10,1.260704696553169,2233.78690439528
agg,hodgkin,males,7,4,4,15,5.028665770536492,3.3980444794270204,11,2.0052198476397103,2028.0120013281335
agg,hodgkin,females,7,4,4,15,8.229594401268296,2.5022213883401427,10,2.7889951046901142,2180.5260520526886
subtype,dlbcl,males,7,4,4,15,2.143312285965271,1.8836820443640572,10,1.4375680088620297,1237.698014488776
subtype,dlbcl,females,7,4,4,15,8.673909423607519,9.495977183474492,10,1.1764199223893024,1135.1701879163247
subtype,follicular,males,7,4,4,15,4.808848048614471,-0.6979402413173048,10,1.3146839598213345,1092.0664856819783
subtype,follicular,females,7,4,4,15,8.872129625240468,-4.549389894862183,10,1.416787565518636,1058.1448610500672
subtype,mantle_cell,males,7,4,4,15,12.795199346487381,50.71129865762525,10,0.8829983776532561,725.0689615574373
subtype,mantle_cell,females,7,4,4,15,21.25697393995598,52.863244401350244,10,0.8649981692588937,593.0034070485867
agg,nhl,males,4,5,4,13,2.323715370732586,3.3308412119264204,10,2.5907608353792697,2705.224814205752
agg,nhl,females,4,5,4,13,2.115976386908627,0.711474724279536,10,1.9446597711038487,2423.9264151203683
agg,hodgkin,males,4,5,4,13,5.024571138856023,3.1818665078867907,10,2.5349287460791343,2175.2762949419325
agg,hodgkin,females,4,5,4,13,8.240307344805743,2.8544584267374704,10,2.951914389310717,2225.817613177214
subtype,dlbcl,males,4,5,4,13,2.2396048627601464,2.342121367451435,10,2.055950243484443,1337.257554262985
subtype,dlbcl,females,4,5,4,13,4.7773706518065975,3.4969007095949265,9,1.9582848624554268,1261.008728129426
subtype,follicular,males,4,5,4,13,4.337064707261101,-1.0053066592201394,10,1.7001614502895233,1154.1283616473559
subtype,follicular,females,4,5,4,13,10.15320329172714,-5.600563078581179,10,2.094229384130097,1167.212993846512
subtype,mantle_cell,males,4,5,4,13,11.250756569579561,45.444644326925214,9,1.1190165243526093,762.1868997003861
subtype,mantle_cell,females,4,5,4,13,19.868637778390404,49.404800074035585,10,0.935733352096636,604.3917714854636
agg,nhl,males,5,5,4,14,2.323715370732586,3.3308412119264204,10,2.483419978241629,2675.384055921486
agg,nhl,females,5,5,4,14,2.1114878387449667,0.8136691599245814,11,1.200885005318105,2217.956145226615
agg,hodgkin,males,5,5,4,14,5.149932480370553,3.7526218069454007,11,2.0258118590926206,2033.715988500591
agg,hodgkin,females,5,5,4,14,6.932867683685089,0.007650806586710796,10,3.5761036931199928,2399.342239636192
subtype,dlbcl,males,5,5,4,14,2.237595979277785,2.2177432537169337,10,2.055950243484443,1337.257554262985
subtype,dlbcl,females,5,5,4,14,7.265019056817723,8.671158880333746,11,1.1742984558558371,1135.65433334858
subtype,follicular,males,5,5,4,14,4.52649962720921,-1.440497902806256,10,1.7001614502895233,1154.1283616473559
subtype,follicular,females,5,5,4,14,10.387321251927935,-5.259116600487005,10,2.094229384130097,1167.212993846512
subtype,mantle_cell,males,5,5,4,14,12.688238044279244,50.55361464978676,10,0.9101269975732,729.4366693645484
subtype,mantle_cell,females,5,5,4,14,21.63754113366482,55.11553536464915,10,0.935733352096636,604.3917714854636
agg,nhl,males,6,5,4,15,2.3402835589205244,3.2450733090895163,10,2.483419978241629,2675.384055921486
agg,nhl,females,6,5,4,15,2.1166084920780883,1.2016034192184988,11,1.2209815549759868,2223.5228894818474
agg,hodgkin,males,6,5,4,15,5.15733023294006,3.8051374372201283,11,2.1314535780735002,2062.978744658293
agg,hodgkin,females,6,5,4,15,8.065349724714654,2.320306639137078,11,2.61039478659755,2130.2647688363572
subtype,dlbcl,males,6,5,4,15,2.237595979277785,2.2177432537169337,10,2.0627713533452496,1338.3557529505752
subtype,dlbcl,females,6,5,4,15,7.33422015775014,8.748196158532046,11,1.1742984558558371,1135.65433334858
subtype,follicular,males,6,5,4,15,4.52649962720921,-1.440497902806256,11,1.314695541424792,1092.7536547787092
subtype,follicular,females,6,5,4,15,10.631746197803897,-5.900748722451094,10,2.094229384130097,1167.212993846512
subtype,mantle_cell,males,6,5,4,15,12.688238044279244,50.55361464978676,10,0.9101269975732,729.4366693645484
subtype,mantle_cell,females,6,5,4,15,21.63754113366482,55.11553536464915,11,0.8649935966970267,594.1376772694296
agg,nhl,males,7,5,4,16,2.3402835589205244,3.2450733090895163,11,2.3984856832816797,2651.3738362393397
agg,nhl,females,7,5,4,16,2.1229678365689373,1.1587887383056776,11,1.2209815549759868,2223.5228894818474
agg,hodgkin,males,7,5,4,16,5.1564861267026,3.7990037969000996,12,2.0107763704413912,2029.5403817737579
agg,hodgkin,females,7,5,4,16,8.065349724714654,2.320306639137078,11,2.7949430911141966,2181.3846491874706
subtype,dlbcl,males,7,5,4,16,2.2265402453337813,2.2207564012580616,11,1.4436835610336927,1239.2389348273803
subtype,dlbcl,females,7,5,4,16,7.33422015775014,8.748196158532046,11,1.1776154588504903,1136.1850538277263
