scenario,year,subtype,sex,duration,prev_mid,prev_p025,prev_p975,prev_mean
base,2037,follicular,males,3,2940.6134244169943,2712.709140544717,3201.9987084333884,2945.2609248992617
base,2038,follicular,males,3,2957.8060632946053,2718.715933827836,3234.062378433744,2962.758465682249
base,2039,follicular,males,3,2969.878797899184,2723.5552914481937,3261.8742217508275,2973.9813914712367
base,2040,follicular,males,3,2974.1815019941064,2715.1337648341214,3278.10553956086,2978.914466214625
base,2041,follicular,males,3,2973.73708157385,2700.155302998052,3288.861849233832,2978.377439439511
base,2042,follicular,males,3,2969.530547653988,2688.5392158022987,3294.962288824406,2974.8750432317765
base,2043,follicular,males,3,2963.7885357672376,2673.1576166105356,3299.1193608844496,2969.2793966122345
base,2044,follicular,males,3,2957.384392871476,2660.665191349483,3304.0507647083796,2963.0050225808072
base,2045,follicular,males,3,2947.5129886807927,2648.2480245529723,3308.1499186318847,2955.303200675234
base,2012,follicular,males,5,2551.6311476767123,2538.8901028746927,2564.189171880465,2551.5363110657963
base,2013,follicular,males,5,2619.1399149273525,2605.727147700553,2632.5508640629114,2619.1811017644277
base,2014,follicular,males,5,2673.420297579988,2660.9637493035475,2685.8226505565194,2673.325973901677
base,2015,follicular,males,5,2725.4324937370475,2712.6362741524686,2738.0150706500835,2725.245805589852
base,2016,follicular,males,5,2803.745197403122,2789.042715480766,2816.155320457163,2803.467604433101
base,2017,follicular,males,5,2927.6731457883952,2914.4957306709907,2939.6922092516093,2927.661170848409
base,2018,follicular,males,5,3068.6208620240404,3055.1538115906674,3081.9439428995474,3068.6097175029836
base,2019,follicular,males,5,3208.296551062326,3194.7869440276777,3223.0805703769,3208.363349850159
base,2020,follicular,males,5,3406.5603861312084,3392.2065462992136,3419.91221339492,3406.56719087006
base,2021,follicular,males,5,3497.0224140644827,3482.8395683225895,3511.0699245110263,3497.0286820710103
base,2022,follicular,males,5,3583.738992630482,3538.129508734198,3631.0199763630953,3584.3132395155735
base,2023,follicular,males,5,3707.022362665569,3621.30467345388,3797.8047023015274,3707.687837884459
base,2024,follicular,males,5,3796.8468660591343,3671.9407003233728,3933.4256453394037,3798.62618140721
base,2025,follicular,males,5,3839.970807386214,3673.4864322135422,4020.9531584207643,3842.0176665296317
base,2026,follicular,males,5,3961.0907486383885,3752.55467677405,4191.274079977097,3964.4177053908074
base,2027,follicular,males,5,4057.926041874428,3835.997728234979,4292.1121648266635,4059.5787285727056
base,2028,follicular,males,5,4148.006072205299,3917.7497953234715,4393.260938539073,4150.961872110155
base,2029,follicular,males,5,4232.113675300571,3993.375755469465,4490.289625573047,4237.669439560301
base,2030,follicular,males,5,4313.585048710698,4061.5418971498225,4587.185490417738,4318.725950723193
base,2031,follicular,males,5,4384.710267038719,4116.450447354516,4676.6105334463155,4392.383291096601
base,2032,follicular,males,5,4450.968225821862,4168.535464468994,4760.964858466361,4458.654393412831
base,2033,follicular,males,5,4508.97079797583,4213.661808364303,4832.603491950065,4517.135804789739
base,2034,follicular,males,5,4559.485822721949,4248.778909601869,4906.961138460742,4567.790315966363
base,2035,follicular,males,5,4603.7575200554365,4275.517803563196,4971.000698042599,4610.613192826511
base,2036,follicular,males,5,4639.163716731831,4287.065615358927,5026.529397995435,4646.410637271163
base,2037,follicular,males,5,4671.032840923959,4305.706469766092,5074.678784422703,4678.782146886074
base,2038,follicular,males,5,4697.418593181046,4318.441082561045,5119.05980537223,4706.246081869247
base,2039,follicular,males,5,4714.949875759528,4321.64211111361,5159.449446991973,4726.869590689648
base,2040,follicular,males,5,4729.612557141742,4313.445640417379,5189.525033791543,4739.755050576658
base,2041,follicular,males,5,4733.711999700228,4302.09037198524,5213.256757297662,4743.605904914476
base,2042,follicular,males,5,4729.511265765186,4286.2944754687405,5230.16122384581,4740.5235426761665
base,2043,follicular,males,5,4720.427040343202,4267.048761995274,5240.323108579828,4731.675793849766
base,2044,follicular,males,5,4706.762636459869,4240.239817574852,5246.646060606809,4718.806702849274
base,2045,follicular,males,5,4689.881590010461,4212.73160547553,5249.809747969354,4703.275113442926
base,2012,follicular,males,10,4330.947189388811,4235.340247250574,4428.2904210326,4330.655223057902
base,2013,follicular,males,10,4432.10644576238,4340.720892867169,4523.321778182336,4431.469873106073
base,2014,follicular,males,10,4568.916053361532,4480.312314575474,4656.347036837671,4568.233681915801
base,2015,follicular,males,10,4689.802822806251,4603.228942648245,4775.619740498215,4689.446000830819
base,2016,follicular,males,10,4813.31883551464,4730.936671491579,4891.827711836537,4813.319728295163
base,2017,follicular,males,10,5038.431159898751,4964.93453669991,5110.279843615586,5037.843022463536
base,2018,follicular,males,10,5240.383820270583,5175.059004221452,5304.324644849856,5240.032545694827
base,2019,follicular,males,10,5434.965882452222,5379.402228583765,5491.740944673793,5435.722305954404
base,2020,follicular,males,10,5682.223721375887,5618.821410411436,5737.77877180217,5681.5177911059345
base,2021,follicular,males,10,5850.286243961209,5772.534738984187,5919.610077159496,5849.392851856391
base,2022,follicular,males,10,6038.347937264096,5960.5489131640525,6121.5767408168285,6037.861326369387
base,2023,follicular,males,10,6270.119680325539,6161.043156659157,6377.290392339253,6269.497612511303
base,2024,follicular,males,10,6480.464451695168,6334.000401439239,6619.288362043748,6479.457586250147
base,2025,follicular,males,10,6695.5790259358655,6507.685936628673,6878.941567371667,6694.301178334606
base,2026,follicular,males,10,6889.524029130852,6660.381847613098,7128.054748255854,6888.858438092647
base,2027,follicular,males,10,7058.531615710369,6784.8683571797455,7346.133499274335,7058.229621908542
base,2028,follicular,males,10,7259.60414716787,6936.543380782502,7589.392397198269,7257.196596518696
base,2029,follicular,males,10,7414.716521625774,7042.4084116820795,7797.760915420187,7417.405844731902
base,2030,follicular,males,10,7525.128613685361,7101.40389106474,7969.657951243807,7531.629649652893
base,2031,follicular,males,10,7702.2188310040465,7225.525937042007,8195.303995540718,7708.849629371742
base,2032,follicular,males,10,7848.97499675439,7353.1188953297615,8362.436096087335,7858.782677876497
base,2033,follicular,males,10,7987.604753734144,7457.821115437087,8560.71291959089,7998.382839178219
base,2034,follicular,males,10,8117.1464736488315,7558.532387166982,8733.021125373114,8126.216799181966
base,2035,follicular,males,10,8233.740206365754,7642.116973373499,8873.405894590465,8241.075900255048
base,2036,follicular,males,10,8330.834329379068,7705.885646134177,9016.453612426825,8341.943855404252
base,2037,follicular,males,10,8420.986289859746,7748.1537122852,9144.260328280361,8427.26223523891
base,2038,follicular,males,10,8487.233442464516,7786.751271032584,9254.6320212785,8495.825481202237
base,2039,follicular,males,10,8533.793121441542,7791.488148942633,9360.071581966014,8546.835531814093
base,2040,follicular,males,10,8568.274385125202,7783.079035938918,9427.01500178679,8579.733865903921
base,2041,follicular,males,10,8579.830655419537,7773.896181375926,9476.072316664355,8594.280726095629
base,2042,follicular,males,10,8584.582661219541,7745.675731376685,9517.640774959626,8599.565234440091
base,2043,follicular,males,10,8578.401493255991,7722.227015473981,9545.197347876305,8595.476565014123
base,2044,follicular,males,10,8566.390414526166,7686.905349276818,9565.72795449762,8582.27729072764
base,2045,follicular,males,10,8546.342503087537,7650.601804118667,9571.192145765714,8560.55055967575
base,2012,follicular,males,40,7562.468629268595,6559.909231363004,8811.08357176906,7577.289469284101
base,2013,follicular,males,40,7865.555282379122,6819.918876955965,9177.378218093672,7886.050988099716
base,2014,follicular,males,40,8219.73744477448,7118.618485025997,9590.720739316263,8236.91477696096
base,2015,follicular,males,40,8572.175913516161,7423.987051546111,10009.892029110822,8593.884178455683
base,2016,follicular,males,40,8944.737997982906,7754.207795962754,10459.439319634184,8972.48005317942
base,2017,follicular,males,40,9390.300497482422,8150.999521204844,10973.162908657157,9417.898045542364
base,2018,follicular,males,40,9816.507311300684,8535.552264295304,11448.806241655544,9841.516849797283
base,2019,follicular,males,40,10273.352417896873,8970.352903518888,11961.479604593718,10299.434706374446
base,2020,follicular,males,40,10792.813990522769,9474.8045440011,12537.12814860068,10818.648297943544
base,2021,follicular,males,40,11222.202139034373,9889.133673254531,13003.569991369972,11254.215991359777
base,2022,follicular,males,40,11649.952217761125,10326.974974111185,13426.648274906593,11682.610316874338
base,2023,follicular,males,40,12082.457599428813,10767.362411107986,13823.883584970648,12117.089657243952
base,2024,follicular,males,40,12516.11580898282,11218.274257872186,14231.122930940726,12554.135996008015
base,2025,follicular,males,40,12952.4942400389,11683.698074605489,14610.17456910036,12995.541543198617
base,2026,follicular,males,40,13392.42164531143,12139.749481030083,15075.641537139029,13440.04121125169
base,2027,follicular,males,40,13833.349907463038,12566.89611151783,15491.384079090936,13884.436144334917
base,2028,follicular,males,40,14293.145601521812,13029.75696042057,15894.089323507753,14333.538283469596
base,2029,follicular,males,40,14757.091727410323,13483.29018875019,16312.174305256349,14781.005822275209
base,2030,follicular,males,40,15199.62099696659,13943.321329849303,16669.203566940574,15215.436895617215
base,2031,follicular,males,40,15641.598377735194,14435.450604477706,17028.361471388518,15650.590865731989
base,2032,follicular,males,40,16065.984523588115,14886.382605741499,17369.487843897372,16076.653316821394
base,2033,follicular,males,40,16493.576621397988,15326.672798856276,17743.124720914533,16496.035416286624
base,2034,follicular,males,40,16904.829817932674,15752.429118994212,18115.566144016026,16915.567061523016
base,2035,follicular,males,40,17322.342783763168,16156.561941732498,18554.24751509648,17328.498150244304
base,2036,follicular,males,40,17738.520833998493,16512.951184863134,18992.519977170403,17732.126172127748
base,2037,follicular,males,40,18130.172825209615,16852.406451727926,19444.344038801613,18132.62201486083
base,2038,follicular,males,40,18522.711546983424,17213.229819052765,19903.384773486687,18525.212887943362
base,2039,follicular,males,40,18896.49548403244,17512.970511834566,20416.448457919316,18902.443572531804
base,2040,follicular,males,40,19252.03758248649,17784.213076316963,20855.41385056468,19257.268546877618
base,2041,follicular,males,40,19586.425956738065,17937.649628826537,21396.52145227471,19590.222259855273
base,2042,follicular,males,40,19896.373249776152,18106.317889153397,21902.11122763548,19911.493168962326
base,2043,follicular,males,40,20206.470142056518,18217.057282746853,22385.94462976962,20219.77597947186
base,2044,follicular,males,40,20494.826420711026,18293.277553478434,22847.401215542493,20509.88837688722
base,2045,follicular,males,40,20759.042784270627,18335.0977233745,23299.801688803018,20775.506340538293
conservative,2012,follicular,males,2,1135.5307824716351,1129.8636079218945,1140.4118296221397,1135.519356539423
conservative,2013,follicular,males,2,1120.326090029624,1113.0370894322284,1125.999812253232,1120.1393131384496
conservative,2014,follicular,males,2,1131.5017512409372,1124.0616594323924,1137.1251909167731,1131.2540904573605
conservative,2015,follicular,males,2,1190.5150867756947,1182.4770730831485,1196.677783331532,1190.3154600338914
conservative,2016,follicular,males,2,1231.354923850249,1222.735467629535,1237.9840124615253,1231.120390851274
conservative,2017,follicular,males,2,1333.3593625115009,1327.1038910513441,1338.308308634051,1333.2053961025797
conservative,2018,follicular,males,2,1391.3810596927221,1385.2258162297155,1396.930159862105,1391.2285783369794
conservative,2019,follicular,males,2,1423.4711354019712,1416.7624951058742,1429.307293397635,1423.3014093697466
conservative,2020,follicular,males,2,1543.531827293532,1535.7463461695659,1550.1216281162508,1543.255131366622
conservative,2021,follicular,males,2,1543.5694140419482,1534.3943765983684,1551.417018240273,1543.3189408200492
conservative,2022,follicular,males,2,1527.4081419181398,1484.5916832070507,1572.154649791447,1527.4306545817099
conservative,2023,follicular,males,2,1598.9039386693664,1515.6729818186311,1692.1164690662179,1599.7493454695002
conservative,2024,follicular,males,2,1637.3141692369654,1553.5983562935453,1730.0954179446649,1637.8282405577406
conservative,2025,follicular,males,2,1672.7874137487174,1585.6443001242935,1767.8914614794805,1674.262006176815
conservative,2026,follicular,males,2,1709.0297739997368,1616.4219161679098,1806.3685670463772,1710.699400842276
conservative,2027,follicular,males,2,1742.9392273267072,1647.6266084645054,1845.962205501939,1746.27154879851
conservative,2028,follicular,males,2,1776.088341202393,1676.085751297192,1883.5904263521256,1778.6296256992316
conservative,2029,follicular,males,2,1804.1058179138147,1699.1145952542515,1918.55942530003,1807.4109602330554
conservative,2030,follicular,males,2,1829.624322320835,1720.8143059646177,1950.5366864563962,1832.8398546726398
conservative,2031,follicular,males,2,1851.7313017865563,1737.1306819859747,1981.6797930426276,1855.4293917193552
conservative,2032,follicular,males,2,1872.5791426726046,1749.7279789195861,2006.6064699634417,1876.0473049238954
conservative,2033,follicular,males,2,1891.8461789690678,1764.8659131117572,2031.9075603214314,1894.8140938233826
conservative,2034,follicular,males,2,1909.4395721386627,1773.5429201129982,2055.797221687194,1912.0461522145795
conservative,2035,follicular,males,2,1925.4324091397002,1780.2382414475828,2079.540052849996,1927.853703139078
conservative,2036,follicular,males,2,1940.5824125687116,1788.8935741115897,2100.333000704584,1942.7900459742364
conservative,2037,follicular,males,2,1952.9447998084306,1797.2000227252358,2120.3977288724595,1955.9342988685983
conservative,2038,follicular,males,2,1961.5222595466832,1797.9693598904225,2138.2689766797102,1965.0467740128527
conservative,2039,follicular,males,2,1965.1308149152837,1796.4712394987255,2149.8441162269664,1969.7777617033385
conservative,2040,follicular,males,2,1966.8077680903095,1789.9848240678036,2157.620141788943,1970.5462282273188
conservative,2041,follicular,males,2,1964.0400577759642,1780.1227711567408,2162.6775337169192,1968.081072060904
conservative,2042,follicular,males,2,1958.9686428415316,1771.526332655098,2167.392007528846,1964.5767682723713
conservative,2043,follicular,males,2,1954.7289093896138,1763.2030174410731,2171.226346401082,1960.5475994421568
conservative,2044,follicular,males,2,1950.2584400554597,1753.1783068979419,2174.7378939398627,1955.4578080645756
conservative,2045,follicular,males,2,1943.4409893323218,1742.608890327166,2178.999966104728,1949.9090075967472
conservative,2012,follicular,males,3,1659.4811687214433,1650.9124275507104,1666.593637255494,1659.3842300120975
conservative,2013,follicular,males,3,1648.0608231512504,1639.8720599493097,1656.2174011715556,1647.9224545319978
conservative,2014,follicular,males,3,1683.6886086270156,1673.959211873975,1691.5166436667726,1683.290023720625
conservative,2015,follicular,males,3,1707.5556764366193,1697.7691800769433,1715.4378989171025,1707.1570207857087
conservative,2016,follicular,males,3,1793.5590767042363,1783.0787628937162,1802.0754234141436,1793.193167881701
conservative,2017,follicular,males,3,1906.8891614289496,1898.3317219658525,1914.6336466384096,1906.885827269653
conservative,2018,follicular,males,3,1994.9047394801769,1985.7585321504343,2003.1966735406688,1994.7249346412457
conservative,2019,follicular,males,3,2094.542132924894,2085.995614714857,2102.5425231216536,2094.4669736565
conservative,2020,follicular,males,3,2199.561524904317,2189.602038073474,2208.3785768970247,2199.4236540814327
conservative,2021,follicular,males,3,2248.10691620085,2236.630929841295,2258.3565473023586,2247.9909447429022
conservative,2022,follicular,males,3,2301.1164494536506,2257.1254046146482,2348.073561664477,2301.703069731861
conservative,2023,follicular,males,3,2305.3626372343797,2222.1169847522724,2397.041710946446,2306.182974194733
conservative,2024,follicular,males,3,2391.077465121857,2268.885557836068,2527.004682329312,2392.812299401034
conservative,2025,follicular,males,3,2443.85653332567,2317.396525322243,2584.6768163191523,2447.172348029858
conservative,2026,follicular,males,3,2498.266085232669,2365.864852348683,2643.157233062107,2500.4447293400376
conservative,2027,follicular,males,3,2548.7794735141288,2410.2998594484156,2698.8826393783515,2552.2932173288914
conservative,2028,follicular,males,3,2596.6685054381387,2451.4135607640815,2751.607188664636,2601.4146902491793
conservative,2029,follicular,males,3,2639.296082223179,2489.6493177842362,2806.392560419199,2645.5548817290255
conservative,2030,follicular,males,3,2678.4923939705595,2521.6402321654296,2856.51929956291,2684.6071491280018
conservative,2031,follicular,males,3,2712.6808140008256,2547.895989391077,2900.1745199491456,2718.992046015555
conservative,2032,follicular,males,3,2743.3322818903166,2569.960612003548,2936.728222225232,2749.8451546069105
conservative,2033,follicular,males,3,2772.038004621137,2587.1885701030383,2975.0121536843726,2777.5512539743086
conservative,2034,follicular,males,3,2798.027853924999,2605.341874010424,3012.048091491286,2802.819420028519
conservative,2035,follicular,males,3,2820.906912594003,2619.2919463314665,3042.01490491889,2825.775545325648
conservative,2036,follicular,males,3,2842.391190834035,2632.3691649466796,3074.6261141220125,2847.506944798479
conservative,2037,follicular,males,3,2861.3403005749924,2639.5539371350123,3106.443261661872,2866.596313673014
conservative,2038,follicular,males,3,2875.988506957953,2641.6208474864984,3133.158250274246,2881.7382718348194
conservative,2039,follicular,males,3,2884.2842794835674,2638.676964857709,3151.775784530967,2890.8356411531645
conservative,2040,follicular,males,3,2887.110573749195,2633.0349464607366,3166.310449773923,2893.9102001780943
conservative,2041,follicular,males,3,2884.9987896029816,2622.2649022461856,3174.9444988582713,2891.7635801123506
conservative,2042,follicular,males,3,2880.079112713698,2611.83923943039,3182.29838100424,2886.864705541726
conservative,2043,follicular,males,3,2871.57374006965,2597.083504819355,3187.2635116632755,2880.0193795260116
conservative,2044,follicular,males,3,2863.5540920549065,2582.9844728541784,3192.91175518662,2872.557270166453
conservative,2045,follicular,males,3,2852.382880867411,2567.2569230852478,3193.03941423367,2863.6853830547725
conservative,2012,follicular,males,5,2551.6311476767123,2538.8901028746927,2564.189171880465,2551.5363110657963
conservative,2013,follicular,males,5,2619.1399149273525,2605.727147700553,2632.5508640629114,2619.1811017644277
conservative,2014,follicular,males,5,2673.420297579988,2660.9637493035475,2685.8226505565194,2673.325973901677
conservative,2015,follicular,males,5,2725.4324937370475,2712.6362741524686,2738.0150706500835,2725.245805589852
conservative,2016,follicular,males,5,2803.745197403122,2789.042715480766,2816.155320457163,2803.467604433101
conservative,2017,follicular,males,5,2927.6731457883952,2914.4957306709907,2939.6922092516093,2927.661170848409
conservative,2018,follicular,males,5,3068.6208620240404,3055.1538115906674,3081.9439428995474,3068.6097175029836
conservative,2019,follicular,males,5,3208.296551062326,3194.7869440276777,3223.0805703769,3208.363349850159
conservative,2020,follicular,males,5,3406.5603861312084,3392.2065462992136,3419.91221339492,3406.56719087006
conservative,2021,follicular,males,5,3497.0224140644827,3482.8395683225895,3511.0699245110263,3497.0286820710103
conservative,2022,follicular,males,5,3582.748701356878,3537.3715139539486,3629.752110760324,3583.3972874226542
conservative,2023,follicular,males,5,3703.239486266243,3618.140653204811,3793.5721606476736,3704.000931715329
conservative,2024,follicular,males,5,3787.3440642279693,3664.4451884213895,3922.232976212297,3789.4787161558525
conservative,2025,follicular,males,5,3822.6517307551985,3657.082832840897,4001.168453513597,3824.2728372725765
conservative,2026,follicular,males,5,3930.093728562074,3724.671120892509,4157.962254513792,3934.347283295925
conservative,2027,follicular,males,5,4012.396568338751,3793.4959554255547,4245.9216811297,4016.574352012425
conservative,2028,follicular,males,5,4090.028852887892,3862.48559859569,4331.001962397242,4094.5065422990338
conservative,2029,follicular,males,5,4161.519111838039,3920.2914518866774,4413.969765289192,4167.30965394818
conservative,2030,follicular,males,5,4225.722220434085,3979.63365998084,4491.686414814694,4234.011057281418
conservative,2031,follicular,males,5,4284.76255689561,4024.133700832028,4568.762580002106,4292.911534761101
conservative,2032,follicular,males,5,4334.5996988127235,4062.3226716798613,4631.905154382304,4344.729599369714
conservative,2033,follicular,males,5,4380.136840855341,4096.824190423997,4690.099911745177,4389.852946050342
conservative,2034,follicular,males,5,4422.529139219831,4119.82010784133,4745.425763529891,4429.5467477161355
conservative,2035,follicular,males,5,4458.092903943993,4137.724150106833,4794.275751360829,4464.460847072922
conservative,2036,follicular,males,5,4490.133426348981,4150.721510840092,4839.050779208942,4496.149164442252
conservative,2037,follicular,males,5,4517.5886989604105,4160.241314820213,4882.852224618002,4524.322786392148
conservative,2038,follicular,males,5,4539.7888287964915,4164.525783615496,4924.114717287544,4547.627940317823
conservative,2039,follicular,males,5,4553.748926912174,4169.790722307299,4960.424204442274,4564.310911532084
conservative,2040,follicular,males,5,4563.229136673116,4165.421182965288,4990.262294471207,4573.57228852095
conservative,2041,follicular,males,5,4563.647958159421,4154.6475736616585,5013.991643495144,4574.304248646692
conservative,2042,follicular,males,5,4555.097137034205,4142.5856071384615,5027.54254772045,4568.688861944331
conservative,2043,follicular,males,5,4545.550262353862,4119.152845574827,5039.027998761968,4557.890123205036
conservative,2044,follicular,males,5,4529.774587006086,4082.9350854820445,5039.252541856175,4543.608880650343
conservative,2045,follicular,males,5,4509.669890074976,4054.8788439971086,5039.963136755336,4527.066057855475
conservative,2012,follicular,males,10,4330.947189388811,4235.340247250574,4428.2904210326,4330.655223057902
conservative,2013,follicular,males,10,4432.10644576238,4340.720892867169,4523.321778182336,4431.469873106073
conservative,2014,follicular,males,10,4568.916053361532,4480.312314575474,4656.347036837671,4568.233681915801
conservative,2015,follicular,males,10,4689.802822806251,4603.228942648245,4775.619740498215,4689.446000830819
conservative,2016,follicular,males,10,4813.31883551464,4730.936671491579,4891.827711836537,4813.319728295163
conservative,2017,follicular,males,10,5038.431159898751,4964.93453669991,5110.279843615586,5037.843022463536
conservative,2018,follicular,males,10,5240.383820270583,5175.059004221452,5304.324644849856,5240.032545694827
conservative,2019,follicular,males,10,5434.965882452222,5379.402228583765,5491.740944673793,5435.722305954404
conservative,2020,follicular,males,10,5682.223721375887,5618.821410411436,5737.77877180217,5681.5177911059345
conservative,2021,follicular,males,10,5850.286243961209,5772.534738984187,5919.610077159496,5849.392851856391
conservative,2022,follicular,males,10,6037.473926914574,5959.2204807689905,6120.951987296904,6036.945374276468
conservative,2023,follicular,males,10,6266.031880944383,6158.113701625567,6372.369329573699,6265.810706342173
conservative,2024,follicular,males,10,6471.67378266939,6324.999344725409,6610.553058949742,6470.310120998789
conservative,2025,follicular,males,10,6678.308530225336,6491.566817737525,6860.824900165395,6676.556349077551
conservative,2026,follicular,males,10,6859.267011789944,6629.011102763988,7095.297866258627,6858.788015997764
conservative,2027,follicular,males,10,7011.289621032075,6742.692132848536,7294.870792597454,7011.148437426772
conservative,2028,follicular,males,10,7189.3582192923905,6870.298656986933,7511.179893143386,7187.682777310009
conservative,2029,follicular,males,10,7315.154675247566,6951.484739547928,7683.917906556679,7319.290024543072
conservative,2030,follicular,males,10,7394.759483603287,6984.425699044486,7812.422907166224,7397.935925176795
conservative,2031,follicular,males,10,7527.885365206798,7066.201473526299,7992.558814064458,7531.83116034279
conservative,2032,follicular,males,10,7635.367942404155,7155.646759801523,8113.484604332912,7637.052164470064
conservative,2033,follicular,males,10,7728.1560277262615,7233.773481610986,8236.345189064214,7731.5583558102935
conservative,2034,follicular,males,10,7813.6113333946105,7301.448712265969,8343.246500333926,7815.463505369531
conservative,2035,follicular,males,10,7885.017351988104,7348.618365682274,8443.137553964967,7888.364489944832
conservative,2036,follicular,males,10,7943.49451435819,7387.733674132908,8541.086457682679,7950.156828287904
conservative,2037,follicular,males,10,7995.22934817817,7413.474084974955,8623.2642676968,8000.634412203592
conservative,2038,follicular,males,10,8027.419062069095,7425.664552936528,8686.765840242657,8039.446094811131
conservative,2039,follicular,males,10,8052.766090340543,7415.697570852671,8741.275315608915,8066.573705921065
conservative,2040,follicular,males,10,8072.741799373994,7403.941555046942,8799.68018636027,8082.2904450764645
conservative,2041,follicular,males,10,8078.9876496703855,7376.371251532401,8835.337124446623,8087.181492320183
conservative,2042,follicular,males,10,8073.238774178451,7346.358730051485,8866.220538933048,8083.433530056883
conservative,2043,follicular,males,10,8062.621311454692,7307.700153559925,8885.582788001935,8071.234146789947
conservative,2044,follicular,males,10,8042.754554221427,7261.953060596172,8893.403681519061,8051.1618623661825
conservative,2045,follicular,males,10,8014.040089882316,7218.406721452439,8902.017340777835,8023.94205077114
conservative,2012,follicular,males,40,7562.468629268595,6559.909231363004,8811.08357176906,7577.289469284101
conservative,2013,follicular,males,40,7865.555282379122,6819.918876955965,9177.378218093672,7886.050988099716
conservative,2014,follicular,males,40,8219.73744477448,7118.618485025997,9590.720739316263,8236.91477696096
conservative,2015,follicular,males,40,8572.175913516161,7423.987051546111,10009.892029110822,8593.884178455683
conservative,2016,follicular,males,40,8944.737997982906,7754.207795962754,10459.439319634184,8972.48005317942
conservative,2017,follicular,males,40,9390.300497482422,8150.999521204844,10973.162908657157,9417.898045542364
conservative,2018,follicular,males,40,9816.507311300684,8535.552264295304,11448.806241655544,9841.516849797283
conservative,2019,follicular,males,40,10273.352417896873,8970.352903518888,11961.479604593718,10299.434706374446
conservative,2020,follicular,males,40,10792.813990522769,9474.8045440011,12537.12814860068,10818.648297943544
conservative,2021,follicular,males,40,11222.202139034373,9889.133673254531,13003.569991369972,11254.215991359777
conservative,2022,follicular,males,40,11649.076715920954,10326.260709467542,13425.773845319041,11681.694364781419
conservative,2023,follicular,males,40,12079.042483629844,10763.466956725113,13819.883021371626,12113.402751074822
conservative,2024,follicular,males,40,12506.485260939062,11214.344301814719,14220.533290775807,12544.988530756658
conservative,2025,follicular,males,40,12934.88781048152,11666.308506520669,14590.785165866937,12977.796713941561
conservative,2026,follicular,males,40,13363.175969860664,12108.162662882123,15045.101777085698,13409.970789156809
conservative,2027,follicular,males,40,13790.733676070717,12532.587810800562,15435.430684297859,13837.354959853146
conservative,2028,follicular,males,40,14224.595477652487,12962.95519143282,15830.61586359956,14264.024464260909
conservative,2029,follicular,males,40,14653.594910585241,13398.305619188313,16221.384408411475,14682.890002086378
conservative,2030,follicular,males,40,15064.38079989839,13804.14141344794,16527.87422278912,15081.743171141117
conservative,2031,follicular,males,40,15469.970149983892,14245.189927606221,16871.090530159916,15473.572396703037
conservative,2032,follicular,males,40,15845.649616438634,14635.417004597299,17170.12360798344,15848.529425158897
conservative,2033,follicular,males,40,16212.657710424955,15011.701188385296,17495.22197866061,16209.083116507512
conservative,2034,follicular,males,40,16548.81132482035,15390.153295554413,17829.01361497169,16562.7380776738
conservative,2035,follicular,males,40,16884.007133831834,15719.064250182515,18128.603291103038,16902.760604862953
conservative,2036,follicular,males,40,17198.728186376116,16058.483344659942,18445.75666912492,17226.56768906974
conservative,2037,follicular,males,40,17531.72792440757,16325.529189230112,18813.26408889373,17541.04340413531
conservative,2038,follicular,males,40,17827.359883396686,16571.765165727935,19105.767215616605,17841.688768256754
conservative,2039,follicular,males,40,18108.09559367005,16820.419643204365,19455.057160683915,18121.376734344238
conservative,2040,follicular,males,40,18370.781575685243,17042.061736689597,19768.092570715296,18373.41280257757
conservative,2041,follicular,males,40,18592.522472677858,17236.308842194085,20087.5088750172,18598.698936473116
conservative,2042,follicular,males,40,18798.516527969696,17362.04338759386,20308.903722954794,18807.843315132795
conservative,2043,follicular,males,40,18988.745184741692,17463.89034308514,20639.314549858496,18999.974461109952
conservative,2044,follicular,males,40,19150.232410100856,17552.586218851895,20883.64090495497,19170.34170904849
conservative,2045,follicular,males,40,19299.539423635346,17592.12002829752,21190.56260861096,19313.013810903234
optimistic,2012,follicular,males,2,1135.5307824716351,1129.8636079218945,1140.4118296221397,1135.519356539423
optimistic,2013,follicular,males,2,1120.326090029624,1113.0370894322284,1125.999812253232,1120.1393131384496
optimistic,2014,follicular,males,2,1131.5017512409372,1124.0616594323924,1137.1251909167731,1131.2540904573605
optimistic,2015,follicular,males,2,1190.5150867756947,1182.4770730831485,1196.677783331532,1190.3154600338914
optimistic,2016,follicular,males,2,1231.354923850249,1222.735467629535,1237.9840124615253,1231.120390851274
optimistic,2017,follicular,males,2,1333.3593625115009,1327.1038910513441,1338.308308634051,1333.2053961025797
optimistic,2018,follicular,males,2,1391.3810596927221,1385.2258162297155,1396.930159862105,1391.2285783369794
optimistic,2019,follicular,males,2,1423.4711354019712,1416.7624951058742,1429.307293397635,1423.3014093697466
optimistic,2020,follicular,males,2,1543.531827293532,1535.7463461695659,1550.1216281162508,1543.255131366622
optimistic,2021,follicular,males,2,1543.5694140419482,1534.3943765983684,1551.417018240273,1543.3189408200492
optimistic,2022,follicular,males,2,1528.3437426848081,1485.0836438270555,1573.0953017074864,1528.3466066746294
optimistic,2023,follicular,males,2,1602.357383633182,1519.3779482705145,1694.9371697664653,1603.4362516386302
optimistic,2024,follicular,males,2,1643.2216438916685,1559.1270940913282,1737.1450862964027,1644.5510602959944
