year,prev_mid,prev_p025,prev_p975,prev_mean,duration,subtype,sex
2040,1407.8459710703412,1273.2781342388655,1561.7027753322232,1409.2179137336361,2,follicular,females
2041,1395.5249374996827,1257.463789397352,1550.048871710796,1396.159090275445,2,follicular,females
2042,1380.9430127507817,1239.9256828025061,1537.3552120043653,1381.1836033576274,2,follicular,females
2043,1365.0290128100014,1219.1381343193846,1524.7857214333394,1365.0063714822568,2,follicular,females
2044,1349.9014875318453,1199.0043392798084,1512.3676008698974,1349.2822363751732,2,follicular,females
2045,1335.7645903812931,1180.6250114132918,1502.778100086219,1334.9912307730062,2,follicular,females
2012,1370.4341221469244,1364.8420657843535,1376.4369509012972,1370.436832490857,3,follicular,females
2013,1393.763639377109,1386.606220619348,1399.9960350204883,1393.7037949728133,3,follicular,females
2014,1504.6568033648214,1496.2255359122407,1511.322106456317,1504.3226962699116,3,follicular,females
2015,1510.2956144164584,1501.65892500982,1516.946113659086,1509.9606936415644,3,follicular,females
2016,1560.9039520605625,1552.1025949242849,1567.8846261688345,1560.6493797968194,3,follicular,females
2017,1643.3669277325469,1635.5221891458596,1649.1219566804941,1643.108572838351,3,follicular,females
2018,1694.1872573851376,1686.1776864338278,1701.1021336642993,1694.1020824079849,3,follicular,females
2019,1704.8630575457578,1698.0651111604373,1711.191671178272,1704.7431565635354,3,follicular,females
2020,1773.1451613087163,1765.2867821661782,1780.2251953548669,1772.9206113397345,3,follicular,females
2021,1805.3390948349813,1796.094430236075,1813.5003967124944,1805.043820036832,3,follicular,females
2022,1863.0787161970388,1825.3140509924524,1899.278155260012,1862.858242206287,3,follicular,females
2023,1828.6169449679421,1754.9605831944143,1900.951575956208,1828.3796886853313,3,follicular,females
2024,1888.1204567910097,1778.2809937733396,1995.7967417897162,1888.1915220919313,3,follicular,females
2025,1925.3938686491622,1814.762386994237,2038.6308585826557,1926.5353865872387,3,follicular,females
2026,1962.7138520240658,1848.1765715175873,2081.906187541342,1962.758214956859,3,follicular,females
2027,1994.9802538011652,1879.136235779808,2119.905697998148,1996.3452500152518,3,follicular,females
2028,2024.8419222061814,1905.7140670527988,2154.7005618804055,2026.5011919850174,3,follicular,females
2029,2050.071616163803,1926.1744276331972,2185.9413976885608,2051.8591073667485,3,follicular,females
2030,2070.692420102784,1937.858968280033,2215.171679990519,2072.6518093644586,3,follicular,females
2031,2086.323768759852,1948.409692944814,2237.9981354993865,2088.9643724079597,3,follicular,females
2032,2098.176900322374,1954.545137582,2262.518947096339,2100.7930367728595,3,follicular,females
2033,2105.474282154524,1956.0626773663548,2279.5615556774364,2108.6457406070353,3,follicular,females
2034,2110.6737205249083,1955.0395217587695,2290.247709127736,2113.161267481749,3,follicular,females
2035,2113.97913080957,1950.831651977032,2300.2747985210117,2116.528446657154,3,follicular,females
2036,2115.296197826294,1947.3002893184666,2311.2655649110447,2119.029538848314,3,follicular,females
2037,2114.943400179629,1940.0061555438785,2320.313485039071,2118.7655025831186,3,follicular,females
2038,2110.1309661288446,1931.5012539339996,2324.093737623367,2114.6139210469337,3,follicular,females
2039,2101.219302292891,1916.2909165298286,2320.0445909768628,2105.3071474203493,3,follicular,females
2040,2087.9107620459768,1897.9549054168644,2311.5893079696875,2091.199959708452,3,follicular,females
2041,2070.3008978989656,1870.498256904274,2300.002605015173,2072.8783987168895,3,follicular,females
2042,2048.168589368499,1845.5944016204887,2281.6341005384,2051.1028163431174,3,follicular,females
2043,2023.1066325823735,1818.4490898826787,2261.0115353048545,2026.8460113972733,3,follicular,females
2044,1998.2184817934572,1785.5538813622284,2242.0230764835655,2002.2011728926718,3,follicular,females
2045,1974.658421734703,1757.8034540456474,2224.8647543479346,1978.469703835394,3,follicular,females
2012,2219.946571119526,2208.5149056871473,2230.8742064568037,2219.9809355734014,5,follicular,females
2013,2259.2662469645848,2248.127685288993,2269.763693738597,2259.1603810869915,5,follicular,females
2014,2315.261165979015,2304.0194867656264,2325.0870705286975,2315.1797107210054,5,follicular,females
2015,2341.4899966104276,2330.092921907024,2350.8127926827556,2341.1188638662607,5,follicular,females
2016,2467.089964505573,2454.4002571629867,2477.573219863011,2466.7551509888185,5,follicular,females
2017,2581.750105763257,2569.5397826952894,2591.410364099653,2581.3093155487754,5,follicular,females
2018,2639.691227627075,2626.59117422003,2650.030344492903,2639.2435941877984,5,follicular,females
2019,2671.637289942867,2659.7408927968836,2682.6805800159173,2671.587920264973,5,follicular,females
2020,2838.277611549199,2826.244334372049,2849.578214703853,2838.175395303197,5,follicular,females
2021,2871.4669813776604,2859.4370417585515,2881.9725324976853,2871.419129193628,5,follicular,females
2022,2889.870498646602,2852.3817836718017,2928.464772446507,2889.861048263492,5,follicular,females
2023,2972.286529450007,2897.4291456358183,3044.6112361458922,2971.8172393203163,5,follicular,females
2024,3053.6616957917468,2944.6687484450035,3161.4019558087584,3053.3397568076775,5,follicular,females
2025,3046.733803962167,2902.858681137969,3190.562621272844,3046.042934140605,5,follicular,females
2026,3129.803009802676,2949.771676356394,3310.852167150768,3128.48353269934,5,follicular,females
2027,3188.154858922484,3003.148688825302,3379.377148812231,3189.154522775156,5,follicular,females
2028,3241.371004475499,3054.12002490076,3446.1784938192545,3244.849082284557,5,follicular,females
2029,3291.4318319978474,3096.0509839766896,3507.46201257918,3295.2329077174213,5,follicular,females
2030,3334.7781849338235,3134.992466862711,3564.897339688929,3339.604823635038,5,follicular,females
2031,3372.1594895136504,3161.670273319404,3613.0161295961584,3376.6087594499922,5,follicular,females
2032,3401.333828259993,3183.997847729885,3647.387449319359,3406.3083204919235,5,follicular,females
2033,3423.4645968392992,3193.362156148759,3693.7507032718368,3429.075500774799,5,follicular,females
2034,3440.64966319049,3194.2618632460762,3719.0435161198952,3445.7351602070444,5,follicular,females
